address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"210 S 17th St, Blair, NE 68008",optometrist,Blair,19.521741523608597,41.54256,-96.13696,Vision Care Clinic,2,"Missouri Valley, IA",False,-1,4.5,NE
"3157 Farnam St, Ste 7103, Omaha, NE 68131",optometrist,Omaha,33.95158466889996,41.2574685,-95.9590667,Definitive Vision,20,"Missouri Valley, IA",False,-1,5.0,NE
"6307 Center St, Ste 20, Omaha, NE 68106",optometrist,Omaha,36.9617005480546,41.2377551,-96.01083,Aksarben Eye Care,10,"Missouri Valley, IA",False,-1,5.0,NE
"11811 Fort St, Ste 105, Omaha, NE 68164",optometrist,Omaha,32.532542942366405,41.30615234375,-96.0982894897461,Clarity Eye Care,5,"Missouri Valley, IA",False,2,5.0,NE
"257 S 19th St, Blair, NE 68008",optometrist,Blair,19.841265649067477,41.5422596,-96.1410363,Blair Eye Associates,1,"Missouri Valley, IA",False,-1,5.0,NE
"14607 W Center Rd, Omaha, NE 68144",optometrist,Omaha,41.443832791110474,41.23348,-96.14331,Omaha Primary EyeCare,6,"Missouri Valley, IA",False,-1,4.5,NE
"16920 Wright Plz, Ste 122, Omaha, NE 68130",optometrist,Omaha,42.89795132788445,41.2335110182708,-96.1778107735412,Schaffer Family Eye Care,4,"Missouri Valley, IA",False,2,5.0,NE
"928 Valley View Dr, Ste 17, Council Bluffs, IA 51503",optometrist,Council Bluffs,35.28396639326925,41.2496147155762,-95.8134536743164,Ideal Eyecare,1,"Missouri Valley, IA",False,-1,5.0,IA
"13104 W Dodge Rd, Omaha, NE 68154",optometrist,Omaha,37.37973990471751,41.2635942,-96.1166988,Exclusively Eyecare,4,"Missouri Valley, IA",False,2,5.0,NE
"12660 Q St, Omaha, NE 68137",optometrist,Omaha,43.09392578076182,41.2051948,-96.1116647,Millard Family Eyecare,24,"Missouri Valley, IA",False,-1,4.5,NE
"715 Harmony St, Ste 300, Council Bluffs, IA 51503",optometrist,Council Bluffs,32.809664343907315,41.26897,-95.8409999,Midwest Eye Care PC,3,"Missouri Valley, IA",False,-1,4.5,IA
"4353 Dodge St, Omaha, NE 68131",optometrist,Omaha,33.99335997812625,41.259396,-95.978153,"Midwest Eye Care, PC",11,"Missouri Valley, IA",False,-1,3.5,NE
"1035 E 23rd St, Fremont, NE 68025",optometrist,Fremont,49.854807454312805,41.4514488726854,-96.4846701174974,Schmidt Family Eye Care,2,"Missouri Valley, IA",False,-1,5.0,NE
"713 N 114th St, Omaha, NE 68154",optometrist,Omaha,36.22830819548168,41.2656482159591,-96.0900929875156,Provision Eyecare,1,"Missouri Valley, IA",False,-1,5.0,NE
"2514 W Broadway, Council Bluffs, IA 51501",optometrist,Council Bluffs,33.14259851519082,41.262302,-95.883533,Vision Specialists Of Council Bluffs,1,"Missouri Valley, IA",False,-1,5.0,IA
"11606 Nicholas St, Omaha, NE 68154",optometrist,Omaha,35.9770197321673,41.27007,-96.09576,Omaha Eye & Laser Institute,6,"Missouri Valley, IA",False,-1,4.0,NE
"1311 S 204th St, Omaha, NE 68022",optometrist,Omaha,44.43583976773789,41.246114,-96.233566,Skyline Vision Care,2,"Missouri Valley, IA",False,-1,5.0,NE
"4353 Dodge St, Midwest Eye Care, PC, Omaha, NE 68131",optometrist,Omaha,33.996464636513366,41.2593955993652,-95.9781494140625,"Greder Scott, OD",1,"Missouri Valley, IA",False,-1,5.0,NE
"204 S 35th St, Ste 100, Council Bluffs, IA 51501",optometrist,Council Bluffs,33.27836999702129,41.2613362,-95.8776502,Wahl Optical,5,"Missouri Valley, IA",False,2,3.0,IA
"304 N 179th St, Ste 203, Omaha, NE 68118",optometrist,Omaha,41.33079991213045,41.2595176696777,-96.1956405639648,Viewpointe Vision,1,"Missouri Valley, IA",False,-1,5.0,NE
