address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"2615 S Center St, Marshalltown, IA 50158",dental,Marshalltown,57.656194238960865,42.0140322479,-92.9131383151,Aspen Dental,1,"Montezuma, IA",False,-1,1.0,IA
"827 S Highland St, Williamsburg, IA 52361",dental,Williamsburg,43.87795049715212,41.656023,-92.0070048,Williamsburg Dental Health Clinic,2,"Montezuma, IA",False,-1,5.0,IA
"902 S 17th St, Oskaloosa, IA 52577",dental,Oskaloosa,33.8222408096238,41.288094,-92.62335,Osky Dental,2,"Montezuma, IA",False,-1,3.0,IA
"1255 Theatre Dr, Ottumwa, IA 52501",dental,Ottumwa,63.17434535017095,41.0190594595852,-92.4378921613015,Aspen Dental,3,"Montezuma, IA",False,-1,4.0,IA
"106 E Washington Ave, Fairfield, IA 52556",dental,Fairfield,79.69875536810943,41.0053787,-91.9615402,Holt Family Dental Care,1,"Montezuma, IA",False,-1,5.0,IA
"4304 220th Trl, Amana, IA 52203",dental,Amana,57.72121832354158,41.800835,-91.894614,Marz Mark L DDS,1,"Montezuma, IA",False,-1,5.0,IA
"525 Hwy 1 S, Washington, IA 52353",dental,Washington,75.33800807776619,41.30397,-91.71821,Dental House of Washington,1,"Montezuma, IA",False,-1,5.0,IA
"2315 Edgewood Rd SW, Ste 160, Cedar Rapids, IA 52404",dental,Cedar Rapids,78.97879492607977,41.95555,-91.71504,Aspen Dental,1,"Montezuma, IA",False,-1,1.0,IA
"4090 21st Ave SW, Cedar Rapids, IA 52404",dental,Cedar Rapids,78.45799625830182,41.95949,-91.72531,Kimball & Beecher Family Dentistry,2,"Montezuma, IA",False,-1,3.0,IA
"727 Pennsylvania Ave, Ottumwa, IA 52501",dental,Ottumwa,62.729097035196155,41.0275854300932,-92.3969004303217,Patritto Orthodontics,3,"Montezuma, IA",False,-1,2.5,IA
"1317 N Elm St, Ottumwa, IA 52501",dental,Ottumwa,62.65298727104902,41.02792,-92.3978,Gillespie Dennis M Dr DDS,1,"Montezuma, IA",False,-1,1.0,IA
"3135 Wiley Blvd SW, Ste 104, Cedar Rapids, IA 52404",dental,Cedar Rapids,78.07966121289847,41.94696,-91.72028,Affordable Dentures,2,"Montezuma, IA",False,-1,1.0,IA
"2315 Edgewood Rd SW, Cedar Rapids, IA 52404",dental,Cedar Rapids,78.97733485915725,41.955977,-91.715091,Aspen Dental,3,"Montezuma, IA",False,-1,1.0,IA
"907 Bank Ct, Center Point, IA 52213",dental,Center Point,91.02263874231824,42.18012,-91.77332,Center Point Family Dentistry,1,"Montezuma, IA",False,-1,5.0,IA
