address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"1507 C St SW, Cedar Rapids, IA 52404",restaurant,Cedar Rapids,16.568941718229976,41.96452,-91.66198,Rodina,4,"Atkins, IA",False,-1,5.0,IA
"96 Main Ave, Atkins, IA 52206",restaurant,Atkins,0.4579428421289902,41.9962450861931,-91.8619439005852,Bobby T's Bar and Grill,3,"Atkins, IA",False,-1,4.5,IA
"2409 73rd St, Watkins, IA 52354",restaurant,Watkins,14.168083441468593,41.9639,-92.02558,Youngville Café Welcome Center & Museum,1,"Atkins, IA",False,1,5.0,IA
"416 3rd St SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,16.175872263041025,41.9763919123674,-91.6643106144172,The Map Room,88,"Atkins, IA",False,2,4.5,IA
"2512 Highway 218, Ainsworth, IA 52201",restaurant,Ainsworth,12.487440813566762,41.2914404,-91.5341213,Ainsoworth Four Corners,8,"Atkins, IA",False,-1,2.5,IA
"5200 Fountains Dr NE, Ste 100, Cedar Rapids, IA 52411",restaurant,Cedar Rapids,13.861279820409429,42.0313437256316,-91.700099342554,Paradise Bar & Grill,14,"Atkins, IA",False,-1,4.0,IA
"411 1st St SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,15.945103797079938,41.97489,-91.66704,Bourbon Creek Smokehouse,11,"Atkins, IA",False,-1,4.0,IA
"4342 16th Ave SW, Cedar Rapids, IA 52404",restaurant,Cedar Rapids,11.274211978514124,41.96452,-91.72782,Vivians's Soul Food,38,"Atkins, IA",False,2,5.0,IA
"219 2nd St SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,15.899895113387801,41.9771221189935,-91.6675588488579,Cobble Hill Restaurant,127,"Atkins, IA",False,3,4.5,IA
"219 16th Ave SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,16.904230607694537,41.96851,-91.6568999,Bo Mac's,12,"Atkins, IA",False,-1,4.0,IA
"375 3rd St SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,16.091793839987123,41.976765,-91.6652769,Gianna’s Italian Beef,22,"Atkins, IA",False,-1,4.5,IA
"600 1st St SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,16.112774712064965,41.9740771418168,-91.6654655264841,Black Sheep Social Club,214,"Atkins, IA",False,2,4.0,IA
"1028 3rd St SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,16.68792076726272,41.97137,-91.65885,The Pig and Porter,89,"Atkins, IA",False,2,4.0,IA
"6677 16th Ave SW, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,9.034516604164201,41.96213,-91.75666,County Line BBQ & Catering,5,"Atkins, IA",False,-1,4.0,IA
"525 33rd Ave SW, Cedar Rapids, IA 52404",restaurant,Cedar Rapids,16.199471667768186,41.94185,-91.67497,The Hide-Out Bistro & Grill,4,"Atkins, IA",False,-1,2.5,IA
"209 3rd St SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,15.968029541978114,41.9781613134717,-91.6665782636813,The Lost Cuban,211,"Atkins, IA",False,1,4.5,IA
"207 2nd Ave SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,15.937635861586593,41.97778,-91.66726,Need Pizza,169,"Atkins, IA",False,2,4.5,IA
"1006 3rd St SE, Cedar Rapids, IA 52401",restaurant,Cedar Rapids,16.657031522982752,41.97176,-91.65925,Fong's Pizza  - Cedar Rapids,62,"Atkins, IA",False,2,3.5,IA
"2230 Edgewood Rd SW, Cedar Rapids, IA 52404",restaurant,Cedar Rapids,12.193166872205934,41.957355,-91.719114,Red Ginger,20,"Atkins, IA",False,2,4.0,IA
"302 3rd Ave SW, Cedar Rapids, IA 52404",restaurant,Cedar Rapids,15.345497273325597,41.9737973094279,-91.6748846322298,LP Street Food,41,"Atkins, IA",False,2,4.0,IA
