origination,city,km distance,latitude,longitude,num reviews,price,rating,Type
"Correctionville, IA",Sioux City,49.33372797017672,42.4349566215193,-96.37997680772379,2,1,4.5,Convenience Stores
"Correctionville, IA",Remsen,40.0976262372756,42.809780100000005,-95.9768219,1,2,4.0,Convenience Stores
"Correctionville, IA",Remsen,40.45918742778003,42.813446,-95.97348790000001,2,2,5.0,Convenience Stores
"Correctionville, IA",Sioux City,52.36049431774242,42.5035577,-96.4188589,1,1,5.0,Convenience Stores
"Correctionville, IA",Remsen,40.6731377105096,42.8155251,-95.9731064,1,2,5.0,Convenience Stores
"Correctionville, IA",Sioux City,45.56200967984199,42.470171,-96.336898,1,-1,5.0,Convenience Stores
"Correctionville, IA",Sutherland,59.16917864684171,42.9681664,-95.4985123,2,-1,3.0,Convenience Stores
"Correctionville, IA",Sioux City,48.8939477343581,42.5386505126953,-96.3722610473633,1,-1,4.0,Convenience Stores
"Correctionville, IA",Sioux City,46.956754576371814,42.446501,-96.352299,3,2,4.0,Convenience Stores
"Correctionville, IA",Lake View,63.650926145205965,42.310832,-95.040174,2,-1,3.0,Convenience Stores
"Correctionville, IA",Dakota Dunes,58.57956582263081,42.503020299999996,-96.4951071,103,-1,1.5,Pay Day Loans
"Denison, IA",Manning,26.186945707615127,41.9084,-95.06523,3,-1,3.5,Pharmacy
"Denison, IA",Blair,84.62071742880464,41.526070000000004,-96.1414099,1,-1,5.0,Pharmacy
"Denison, IA",Blair,84.8052066164331,41.527599863548204,-96.14547729492192,1,1,1.0,Pharmacy
"Denison, IA",Blair,83.22065589028755,41.542559999999995,-96.13696,2,-1,4.5,Optometrist
"Denison, IA",Blair,83.49165201468814,41.5422596,-96.1410363,1,-1,5.0,Optometrist
"Denison, IA",Atlantic,72.66660127504207,41.4061241149902,-95.01345825195308,1,-1,1.0,Optometrist
"Denison, IA",Walnut,58.224685585692136,41.494136,-95.22120600000001,2,2,4.0,Gas Stations
"Denison, IA",Rockwell City,73.87163560733093,42.39906,-94.62615,1,2,4.0,Gas Stations
"Denison, IA",Atlantic,67.16606953959351,41.48597196881379,-94.94643031636909,2,-1,1.0,Gas Stations
"Denison, IA",Mondamin,64.8782493809959,41.710662841796896,-96.02578735351558,4,1,4.5,Gas Stations
"Denison, IA",Neola,66.9874517783177,41.438767,-95.613467,3,2,2.5,Gas Stations
"Denison, IA",Missouri Valley,69.52603208512615,41.5509381530951,-95.92317831125901,3,2,2.5,Gas Stations
"Denison, IA",Avoca,56.62513272688488,41.499645844777206,-95.3351710823037,6,-1,1.5,Gas Stations
"Denison, IA",Lake View,42.29986530075885,42.310832,-95.040174,2,-1,3.0,Gas Stations
"Denison, IA",Avoca,58.331505198161956,41.4842592560023,-95.33733308315279,1,-1,4.0,Gas Stations
"Denison, IA",Correctionville,63.46696853545521,42.4819427928409,-95.7831815715701,1,1,5.0,Gas Stations
"Denison, IA",Carroll,40.87152783428941,42.06418991088871,-94.86264038085942,1,3,4.0,Gas Stations
"Denison, IA",Smithland,53.50700381323728,42.2289634813961,-95.92886310070749,1,-1,5.0,Gas Stations
"Denison, IA",Adair,81.92345538996398,41.495762,-94.6431785,4,1,3.0,Gas Stations
"Denison, IA",Shelby,57.08070712266138,41.50046,-95.45017800000001,1,1,4.0,Gas Stations
"Denison, IA",Shelby,56.50038279776618,41.506002,-95.4510104,57,1,4.5,Gas Stations
"Denison, IA",Audubon,48.83739210838415,41.70411,-94.92567,1,-1,5.0,Gas Stations
"Denison, IA",Avoca,58.228697274857424,41.4852025173397,-95.3361962963767,4,1,3.0,Gas Stations
"Denison, IA",Correctionville,63.55325241344025,42.4819107055664,-95.7852935791016,1,1,1.0,Gas Stations
"Denison, IA",Blair,82.54108906176423,41.5435651,-96.12737159999999,3,-1,3.5,Gas Stations
"Denison, IA",Moville,79.77440392706573,42.48444,-96.07753000000001,1,-1,1.0,Gas Stations
"Denison, IA",Carroll,40.727581899590064,42.0683555603027,-94.8654556274414,1,-1,5.0,Dental
"Denison, IA",Minden,62.242357854421904,41.46723,-95.54173,1,-1,5.0,Dental
"Denison, IA",Blair,83.21632891387836,41.5433282,-96.1376251,1,-1,5.0,Dental
"Denison, IA",Early,52.874954170152684,42.459919899999996,-95.14842,1,-1,4.0,Convenience Stores
"Denison, IA",Lake City,59.0837423308758,42.26732,-94.72568000000001,2,2,4.0,Convenience Stores
"Denison, IA",Avoca,58.228697274857424,41.4852025173397,-95.3361962963767,4,1,3.0,Convenience Stores
"Denison, IA",Mondamin,64.8782493809959,41.710662841796896,-96.02578735351558,4,1,4.5,Convenience Stores
"Denison, IA",Shelby,56.50038279776618,41.506002,-95.4510104,57,1,4.5,Convenience Stores
"Denison, IA",Lake View,42.29986530075885,42.310832,-95.040174,2,-1,3.0,Convenience Stores
"Denison, IA",Shelby,57.59987154530568,41.49640644934961,-95.4546257543239,5,-1,4.0,Convenience Stores
"Denison, IA",Avoca,58.331505198161956,41.4842592560023,-95.33733308315279,1,-1,4.0,Convenience Stores
"Denison, IA",Atlantic,67.16606953959351,41.48597196881379,-94.94643031636909,2,-1,1.0,Convenience Stores
"Denison, IA",Blair,83.63717158351228,41.539969899999996,-96.14064990000001,1,2,5.0,Convenience Stores
"Donnellson, IA",Burlington,40.31691130938281,40.8143882751465,-91.1406936645508,1,-1,5.0,Pharmacy
"Donnellson, IA",Keokuk,30.71801920652832,40.4020195,-91.38893890000001,1,1,5.0,Pharmacy
"Donnellson, IA",Mediapolis,52.526504550250394,41.0076789855957,-91.1643218994141,1,2,5.0,Pharmacy
"Donnellson, IA",Mount Pleasant,35.755050060092,40.9659,-91.55513,1,1,3.0,Pharmacy
"Donnellson, IA",Burlington,41.949780366729584,40.8014,-91.1104,1,-1,2.0,Pharmacy
"Donnellson, IA",New London,34.087430273879235,40.925544738769496,-91.40200805664058,2,-1,5.0,Optometrist
"Donnellson, IA",Burlington,39.48222192362268,40.797684940876,-91.140743335809,2,1,4.5,Optometrist
"Donnellson, IA",Burlington,39.481642487956975,40.797755,-91.140795,1,-1,5.0,Optometrist
"Donnellson, IA",Nauvoo,19.04205517831945,40.550063,-91.375067,1,-1,5.0,Gas Stations
"Donnellson, IA",Mount Pleasant,37.611625548169656,40.982148714341704,-91.53968319296841,4,-1,3.5,Gas Stations
"Donnellson, IA",Fairfield,53.376799897172496,41.006429600000004,-91.97984840000001,2,-1,4.5,Gas Stations
"Donnellson, IA",Alexandria,32.96482002479256,40.36428,-91.46305,1,-1,5.0,Gas Stations
"Donnellson, IA",Fairfield,51.00652213837896,40.9886932373047,-91.9636383056641,2,2,4.5,Gas Stations
"Donnellson, IA",Old,54.48598856065558,41.1340908950474,-91.54117047786708,1,1,5.0,Gas Stations
"Donnellson, IA",Mount Pleasant,35.292049255875725,40.9612998962402,-91.5293350219727,10,1,3.5,Gas Stations
"Donnellson, IA",Agency,74.45335086689255,41.002339,-92.310709,2,-1,4.5,Gas Stations
"Donnellson, IA",Loraine,62.316400305315334,40.1476044600401,-91.2226849669467,1,1,3.0,Gas Stations
"Donnellson, IA",Mount Pleasant,35.64294776185713,40.96456,-91.5411,3,1,2.5,Gas Stations
"Donnellson, IA",Salem,23.78124797286952,40.853889465331996,-91.6196136474609,2,1,2.5,Gas Stations
"Donnellson, IA",Fairfield,53.08896365936897,41.011164933443105,-91.9651398807764,2,-1,4.0,Gas Stations
"Donnellson, IA",Mount Pleasant,35.78437275915263,40.96609,-91.55708,2,1,3.0,Gas Stations
"Donnellson, IA",Edina,74.06250668530097,40.1671939670174,-92.1735801326766,1,-1,4.0,Gas Stations
"Donnellson, IA",Fort Madison,29.44452172357947,40.716590000000004,-91.22763,1,1,4.0,Gas Stations
"Donnellson, IA",Fairfield,53.280859847433575,41.012797,-91.96821899999999,6,1,5.0,Gas Stations
"Donnellson, IA",Agency,68.94251902554166,40.994890000000005,-92.23913,1,-1,5.0,Gas Stations
"Donnellson, IA",Hedrick,86.11514384492476,41.177065999999996,-92.307183,2,-1,2.5,Gas Stations
"Donnellson, IA",Keokuk,28.489711390191705,40.418144226074205,-91.4049301147461,1,-1,5.0,Dental
"Donnellson, IA",West Burlington,38.5563211970084,40.8221844674038,-91.17047041654591,3,-1,1.0,Dental
"Donnellson, IA",Fairfield,52.2932579108689,41.0053787,-91.9615402,1,-1,5.0,Dental
"Donnellson, IA",Burlington,41.35498556989751,40.8268881,-91.1356592,2,-1,3.5,Dental
"Donnellson, IA",Fort Madison,19.994798668477365,40.6334851,-91.3267874,3,-1,1.0,Dental
"Donnellson, IA",Mount Pleasant,35.299478562444854,40.9606325211969,-91.52695160934591,1,-1,1.0,Dental
"Donnellson, IA",West Burlington,37.876857023572015,40.809413,-91.172286,3,-1,3.5,Dental
"Donnellson, IA",Farmington,14.899515250962734,40.63998,-91.73979,1,1,4.0,Convenience Stores
"Donnellson, IA",Fairfield,51.00652213837896,40.9886932373047,-91.9636383056641,2,2,4.5,Convenience Stores
"Donnellson, IA",Mount Pleasant,35.73170134129408,40.96543502807621,-91.5579681396484,4,1,4.5,Convenience Stores
"Donnellson, IA",Fairfield,53.280859847433575,41.012797,-91.96821899999999,6,1,5.0,Convenience Stores
"Donnellson, IA",Mount Pleasant,35.78437275915263,40.96609,-91.55708,2,1,3.0,Convenience Stores
"Donnellson, IA",Fairfield,53.376799897172496,41.006429600000004,-91.97984840000001,2,-1,4.5,Convenience Stores
"Donnellson, IA",Fairfield,53.15696942256465,41.006313299999995,-91.9796829,5,3,3.5,Convenience Stores
"Donnellson, IA",Mount Pleasant,35.64294776185713,40.96456,-91.5411,3,1,2.5,Convenience Stores
"Donnellson, IA",Mount Pleasant,37.611625548169656,40.982148714341704,-91.53968319296841,4,-1,3.5,Convenience Stores
"Donnellson, IA",Agency,68.94251902554166,40.994890000000005,-92.23913,1,-1,5.0,Convenience Stores
"Donnellson, IA",La Belle,65.69284909502363,40.1166351,-91.91161170000001,1,1,4.0,Convenience Stores
"Donnellson, IA",Edina,74.06250668530097,40.1671939670174,-92.1735801326766,1,-1,4.0,Convenience Stores
"Donnellson, IA",Aledo,92.32670249571686,41.201358795166,-90.7483367919922,1,-1,4.0,Convenience Stores
"Dumont, IA",Cedar Falls,46.99733014602108,42.54075,-92.47594000000001,1,1,1.0,Pharmacy
"Dumont, IA",Waterloo,59.44915937412512,42.4687843322754,-92.35748291015621,3,1,3.0,Pharmacy
"Dumont, IA",Iowa Falls,36.36117095003211,42.50297,-93.26228,1,-1,3.0,Pharmacy
"Dumont, IA",Waterloo,54.15197990759626,42.5053863525391,-92.4027633666992,2,1,5.0,Pharmacy
"Dumont, IA",Mason City,49.706964005937024,43.14612,-93.26261,1,-1,5.0,Pharmacy
"Dumont, IA",Waterloo,60.448058565692634,42.458141299999994,-92.3520584,2,3,1.5,Pharmacy
"Dumont, IA",Eldora,44.79450176426232,42.3608818054199,-93.1032485961914,1,-1,4.0,Pharmacy
"Dumont, IA",Story City,80.87809058492012,42.1874122619629,-93.5947952270508,1,2,3.0,Pharmacy
"Dumont, IA",Grundy Center,46.42361851924901,42.3618393,-92.77216340000001,1,-1,1.0,Pharmacy
"Dumont, IA",Charles City,42.63992663979493,43.06735,-92.67523,2,1,4.0,Pharmacy
"Dumont, IA",Waterloo,62.016963716069746,42.467471,-92.32187900000001,2,-1,1.5,Pharmacy
"Dumont, IA",Mason City,48.142068859147976,43.14776,-93.21414,2,2,3.0,Pharmacy
"Dumont, IA",Cedar Falls,52.71423539821583,42.48637,-92.44001999999999,1,-1,1.0,Pharmacy
"Dumont, IA",Waterloo,58.93743726973575,42.5041,-92.3369,1,-1,4.0,Pharmacy
"Dumont, IA",Mason City,47.71292047191106,43.145961,-93.207778,1,2,3.0,Pharmacy
"Dumont, IA",Forest City,78.30516596523026,43.269191,-93.627415,1,-1,2.0,Pharmacy
"Dumont, IA",Clear Lake,54.315509196100734,43.139359999999996,-93.38041,2,-1,5.0,Pharmacy
"Dumont, IA",Mason City,48.36691682702126,43.1482039,-93.2233516,2,-1,1.0,Pharmacy
"Dumont, IA",Cedar Falls,48.091216074269425,42.538109999999996,-92.46245,3,-1,4.5,Optometrist
"Dumont, IA",Waverly,39.12322032790117,42.728355407714794,-92.49584197998051,1,-1,5.0,Optometrist
"Dumont, IA",Mason City,49.3247653866075,43.14745,-93.24775,1,-1,4.0,Optometrist
"Dumont, IA",Cedar Falls,54.00127848056131,42.497099799999994,-92.4118677,3,-1,3.0,Optometrist
"Dumont, IA",Clear Lake,54.09604537447308,43.137896000000005,-93.3786351,2,-1,4.0,Optometrist
"Dumont, IA",Cedar Falls,51.54111783941936,42.510768799999994,-92.435688,2,-1,1.0,Optometrist
"Dumont, IA",Waterloo,62.085189723640134,42.4662365720999,-92.32191324234009,1,2,3.0,Optometrist
"Dumont, IA",Cedar Falls,48.603251352206364,42.533769,-92.458798,2,-1,1.0,Optometrist
"Dumont, IA",Waterloo,61.69541025846414,42.465794,-92.32782900000001,4,2,4.0,Optometrist
"Dumont, IA",Cedar Falls,51.68940083748304,42.512446999999995,-92.432179,2,2,2.5,Optometrist
"Dumont, IA",Waterloo,56.036672902004405,42.468327200000004,-92.407726,3,4,1.0,Optometrist
"Dumont, IA",Waterloo,62.07322527604185,42.4647062390668,-92.3233360309167,3,-1,1.0,Optometrist
"Dumont, IA",Latimer,34.23224829289624,42.7462768554688,-93.3930130004883,10,1,2.5,Gas Stations
"Dumont, IA",Williams,58.144870084500354,42.47036467509879,-93.572019618831,9,-1,4.0,Gas Stations
"Dumont, IA",Charles City,41.002082135757945,43.04741,-92.67153990000001,6,1,3.5,Gas Stations
"Dumont, IA",Janesville,43.86566768474504,42.64982,-92.455104,2,-1,4.5,Gas Stations
"Dumont, IA",Holland,36.03289576606763,42.465845,-92.767354,5,1,4.0,Gas Stations
"Dumont, IA",Ellsworth,69.47084962349348,42.3113351867892,-93.5742956712918,3,-1,4.5,Gas Stations
"Dumont, IA",Clear Lake,53.77947346651957,43.145182500000004,-93.35864409999999,5,-1,4.0,Gas Stations
"Dumont, IA",Steamboat Rock,38.98029432361785,42.4077033996582,-93.0618438720703,1,-1,5.0,Gas Stations
"Dumont, IA",Floyd,45.43340377930881,43.12265438072271,-92.7381350618271,5,-1,4.0,Gas Stations
"Dumont, IA",Waterloo,62.005445241142645,42.4670016,-92.3217197,5,2,3.5,Gas Stations
"Dumont, IA",Williams,57.63044358288145,42.4718031139996,-93.56581181287771,7,-1,2.5,Gas Stations
"Dumont, IA",Grundy Center,46.0614679546433,42.3612937927246,-92.7873306274414,1,2,3.0,Gas Stations
"Dumont, IA",Cedar Falls,49.622173524174634,42.5189247131348,-92.4562301635742,5,1,4.5,Gas Stations
"Dumont, IA",Ellsworth,69.4907024681607,42.30969,-93.57294,2,1,3.5,Gas Stations
"Dumont, IA",Fredericksburg,67.26465606767329,42.965163000000004,-92.20111899999999,1,-1,4.0,Gas Stations
"Dumont, IA",Waterloo,54.44210285407172,42.504459999999995,-92.39990999999999,3,-1,3.5,Gas Stations
"Dumont, IA",Rudd,42.20858728461146,43.12839,-92.90533,1,2,2.0,Gas Stations
"Dumont, IA",Waterloo,57.47586796669877,42.5310785802222,-92.33836554564671,1,1,3.0,Gas Stations
"Dumont, IA",Waterloo,59.686985080093095,42.46895,-92.35393,3,-1,4.5,Gas Stations
"Dumont, IA",Dows,44.654762670291454,42.654098499999996,-93.5031204,1,-1,5.0,Gas Stations
"Dumont, IA",Iowa Falls,35.235149123755555,42.51932,-93.26606,1,-1,5.0,Dental
"Dumont, IA",Waterloo,61.98047272022266,42.463336,-92.32579,4,-1,2.5,Dental
"Dumont, IA",Waverly,38.962322701021336,42.7277,-92.49729,1,-1,5.0,Dental
"Dumont, IA",Charles City,42.55809445394615,43.06864,-92.67959,1,-1,5.0,Dental
"Dumont, IA",Waverly,39.075855264882726,42.726166,-92.496353,1,-1,5.0,Dental
"Dumont, IA",Mason City,49.970735877407705,43.147760999999996,-93.26485600000001,4,-1,3.0,Dental
"Dumont, IA",Mason City,48.207421259387814,43.15254,-93.20064,1,-1,5.0,Dental
"Dumont, IA",Cedar Falls,48.2348914708725,42.537538899999994,-92.461036,1,-1,5.0,Dental
"Dumont, IA",Clear Lake,54.157505999741176,43.13843,-93.37875,2,-1,5.0,Dental
"Dumont, IA",Waterloo,59.02346972996882,42.48815,-92.34778,1,-1,5.0,Dental
"Dumont, IA",Waterloo,59.30630854131081,42.471047,-92.357656,1,-1,5.0,Dental
"Dumont, IA",Waterloo,59.699367241208755,42.4644660949707,-92.3576278686523,1,-1,5.0,Dental
"Dumont, IA",Waterloo,57.091026752496965,42.495887756347706,-92.3688812255859,3,-1,5.0,Dental
"Dumont, IA",Clear Lake,53.260946743594246,43.1333832840901,-93.3697045695823,1,-1,5.0,Dental
"Dumont, IA",Waverly,39.85319374020872,42.71549,-92.48801,1,-1,2.0,Dental
"Dumont, IA",Mason City,49.299773554656824,43.149139,-93.2433061,2,-1,3.0,Dental
"Dumont, IA",Mason City,46.881985580770206,43.1480255,-93.1718244,2,-1,3.0,Dental
"Dumont, IA",Waterloo,59.581864968029564,42.4681396484375,-92.37439727783199,3,-1,2.5,Dental
"Dumont, IA",Cedar Falls,48.06538166506275,42.538109999999996,-92.46294,4,-1,4.0,Dental
"Dumont, IA",Waterloo,60.6843458928974,42.4579887,-92.3490372,1,-1,5.0,Dental
"Dumont, IA",Holland,36.03289576606763,42.465845,-92.767354,5,1,4.0,Convenience Stores
"Dumont, IA",Cedar Falls,49.622173524174634,42.5189247131348,-92.4562301635742,5,1,4.5,Convenience Stores
"Dumont, IA",Charles City,41.002082135757945,43.04741,-92.67153990000001,6,1,3.5,Convenience Stores
"Dumont, IA",Cedar Falls,51.85800003194513,42.512272914246104,-92.4299175509683,6,2,4.5,Convenience Stores
"Dumont, IA",Steamboat Rock,38.98029432361785,42.4077033996582,-93.0618438720703,1,-1,5.0,Convenience Stores
"Dumont, IA",Latimer,34.23224829289624,42.7462768554688,-93.3930130004883,10,1,2.5,Convenience Stores
"Dumont, IA",Parkersburg,25.46067568903389,42.569829999999996,-92.7852,2,2,4.0,Convenience Stores
"Dumont, IA",Waterloo,55.33023291519985,42.528980255127,-92.3691864013672,1,-1,5.0,Convenience Stores
"Dumont, IA",Ellsworth,69.4907024681607,42.30969,-93.57294,2,1,3.5,Convenience Stores
"Dumont, IA",Cedar Falls,52.80782140271799,42.484535217285206,-92.4403457641602,1,-1,4.0,Convenience Stores
"Dumont, IA",Rudd,42.20858728461146,43.12839,-92.90533,1,2,2.0,Convenience Stores
"Dumont, IA",Clear Lake,53.92177235741432,43.114979999999996,-93.41288,1,-1,5.0,Convenience Stores
"Dumont, IA",Waterloo,59.52738195629569,42.4690119,-92.3562043,9,1,4.5,Convenience Stores
"Dumont, IA",Waterloo,62.153499750647036,42.45872,-92.32791,7,2,4.5,Convenience Stores
"Dumont, IA",Mason City,49.772202553405336,43.1498,-93.25295,2,2,4.0,Convenience Stores
"Dumont, IA",Cedar Falls,53.00532400699311,42.4852821975946,-92.43678487837309,1,-1,5.0,Convenience Stores
"Dumont, IA",Williams,57.63044358288145,42.4718031139996,-93.56581181287771,7,-1,2.5,Convenience Stores
"Dumont, IA",Radcliffe,61.689000559250005,42.3136,-93.43463,2,1,4.5,Convenience Stores
"Dumont, IA",Story City,81.30715438559473,42.185276031494105,-93.5997543334961,4,3,3.0,Convenience Stores
"Eagle Grove, IA",Story City,59.24212766251432,42.1874122619629,-93.5947952270508,1,2,3.0,Pharmacy
"Eagle Grove, IA",Iowa Falls,55.75014002991654,42.50297,-93.26228,1,-1,3.0,Pharmacy
"Eagle Grove, IA",Mason City,74.3197346283663,43.14612,-93.26261,1,-1,5.0,Pharmacy
"Eagle Grove, IA",Fort Dodge,27.41178791943957,42.506465000000006,-94.153936,3,2,3.0,Pharmacy
"Eagle Grove, IA",Eldora,73.94860949113789,42.3608818054199,-93.1032485961914,1,-1,4.0,Pharmacy
"Eagle Grove, IA",Mason City,77.27131327611507,43.14776,-93.21414,2,2,3.0,Pharmacy
"Eagle Grove, IA",Forest City,70.36000969531516,43.269191,-93.627415,1,-1,2.0,Pharmacy
"Eagle Grove, IA",Mason City,77.48366269129006,43.145961,-93.207778,1,2,3.0,Pharmacy
"Eagle Grove, IA",Clear Lake,67.38547611018527,43.139359999999996,-93.38041,2,-1,5.0,Pharmacy
"Eagle Grove, IA",Mason City,76.67950844927596,43.1482039,-93.2233516,2,-1,1.0,Pharmacy
"Eagle Grove, IA",Clear Lake,67.34870569140753,43.137896000000005,-93.3786351,2,-1,4.0,Optometrist
"Eagle Grove, IA",Mason City,75.3273124565888,43.14745,-93.24775,1,-1,4.0,Optometrist
"Eagle Grove, IA",Williams,34.956774981908175,42.47036467509879,-93.572019618831,9,-1,4.0,Gas Stations
"Eagle Grove, IA",Ellsworth,48.050081848813754,42.3113351867892,-93.5742956712918,3,-1,4.5,Gas Stations
"Eagle Grove, IA",Latimer,42.53040024635728,42.7462768554688,-93.3930130004883,10,1,2.5,Gas Stations
"Eagle Grove, IA",Williams,35.25174246692007,42.4718031139996,-93.56581181287771,7,-1,2.5,Gas Stations
"Eagle Grove, IA",Rockwell City,66.48429292231071,42.39906,-94.62615,1,2,4.0,Gas Stations
"Eagle Grove, IA",Ellsworth,48.27295949492707,42.30969,-93.57294,2,1,3.5,Gas Stations
"Eagle Grove, IA",Clear Lake,69.00943717936192,43.145182500000004,-93.35864409999999,5,-1,4.0,Gas Stations
"Eagle Grove, IA",Algona,53.44270634688023,43.083705091174295,-94.2347734611994,3,-1,3.5,Gas Stations
"Eagle Grove, IA",Dows,32.676230857737885,42.654098499999996,-93.5031204,1,-1,5.0,Gas Stations
"Eagle Grove, IA",Webster City,24.960559464814683,42.453352,-93.819378,2,-1,5.0,Dental
"Eagle Grove, IA",Fort Dodge,27.91827614471403,42.501002,-94.155598,3,-1,2.5,Dental
"Eagle Grove, IA",Fort Dodge,30.905920947629784,42.4923174859341,-94.1936002671719,2,-1,5.0,Dental
"Eagle Grove, IA",Fort Dodge,27.731761014846192,42.519725,-94.173633,5,-1,2.5,Dental
"Eagle Grove, IA",Fort Dodge,27.128794402079066,42.53284420000001,-94.177304,2,-1,1.5,Dental
"Eagle Grove, IA",Iowa Falls,54.71564568705431,42.51932,-93.26606,1,-1,5.0,Dental
"Eagle Grove, IA",Clear Lake,67.42202702345031,43.13843,-93.37875,2,-1,5.0,Dental
"Eagle Grove, IA",Story City,59.167869006261384,42.186718,-93.598855,2,-1,5.0,Dental
"Eagle Grove, IA",Forest City,69.48707204594625,43.2634605,-93.63791540000001,2,-1,5.0,Dental
"Eagle Grove, IA",Clear Lake,67.42803208332697,43.1333832840901,-93.3697045695823,1,-1,5.0,Dental
"Eagle Grove, IA",Mason City,74.34850894277454,43.147760999999996,-93.26485600000001,4,-1,3.0,Dental
"Eagle Grove, IA",Mason City,78.45423027888913,43.15254,-93.20064,1,-1,5.0,Dental
"Eagle Grove, IA",Mason City,75.69243343450128,43.149139,-93.2433061,2,-1,3.0,Dental
"Eagle Grove, IA",Mason City,79.84497747528759,43.1480255,-93.1718244,2,-1,3.0,Dental
"Eagle Grove, IA",Emmetsburg,80.1551852176815,43.111289899999996,-94.67981,1,-1,1.0,Dental
"Eagle Grove, IA",Stanhope,43.10710907848968,42.2897283487349,-93.79570382922908,1,1,3.0,Convenience Stores
"Eagle Grove, IA",Ellsworth,48.27295949492707,42.30969,-93.57294,2,1,3.5,Convenience Stores
"Eagle Grove, IA",Latimer,42.53040024635728,42.7462768554688,-93.3930130004883,10,1,2.5,Convenience Stores
"Eagle Grove, IA",Webster City,25.06323342091993,42.4526924,-93.8179493,1,1,3.0,Convenience Stores
"Eagle Grove, IA",Williams,35.25174246692007,42.4718031139996,-93.56581181287771,7,-1,2.5,Convenience Stores
"Eagle Grove, IA",Clear Lake,63.62035129557563,43.114979999999996,-93.41288,1,-1,5.0,Convenience Stores
"Eagle Grove, IA",Story City,59.26112129896402,42.185276031494105,-93.5997543334961,4,3,3.0,Convenience Stores
"Eagle Grove, IA",Radcliffe,55.10510135291746,42.3136,-93.43463,2,1,4.5,Convenience Stores
"Eagle Grove, IA",Mason City,75.21156282121792,43.1498,-93.25295,2,2,4.0,Convenience Stores
"Elgin, IA",Oelwein,38.069339668246656,42.678016662597706,-91.9136962890625,1,-1,5.0,Pharmacy
"Elgin, IA",Waukon,37.51054213777368,43.2695503,-91.47666170000001,2,-1,5.0,Pharmacy
"Elgin, IA",Prairie Du Chien,41.62685462763536,43.05223,-91.1414099,2,1,5.0,Pharmacy
"Elgin, IA",Decorah,38.88240404029675,43.29132,-91.75431,1,-1,4.0,Pharmacy
"Elgin, IA",Mc Gregor,38.16458938133726,43.024200439453104,-91.1763076782227,1,-1,4.0,Pharmacy
"Elgin, IA",Waterloo,79.86872695896673,42.4687843322754,-92.35748291015621,3,1,3.0,Pharmacy
"Elgin, IA",West Union,14.387605143619599,42.967976,-91.810828,1,-1,1.0,Pharmacy
"Elgin, IA",Manchester,54.1459273312718,42.4834785461426,-91.4583282470703,2,1,4.5,Pharmacy
"Elgin, IA",Waterloo,80.03776417393384,42.5053863525391,-92.4027633666992,2,1,5.0,Pharmacy
"Elgin, IA",Waterloo,80.36075343804403,42.458141299999994,-92.3520584,2,3,1.5,Pharmacy
"Elgin, IA",Dyersville,68.31887013054514,42.470414,-91.11731999999999,1,3,4.0,Pharmacy
"Elgin, IA",Waterloo,77.84183741925175,42.467471,-92.32187900000001,2,-1,1.5,Pharmacy
"Elgin, IA",Cedar Falls,83.68982256142759,42.48637,-92.44001999999999,1,-1,1.0,Pharmacy
"Elgin, IA",Waterloo,75.9844613688287,42.5041,-92.3369,1,-1,4.0,Pharmacy
"Elgin, IA",Dyersville,68.18876657341875,42.4757541,-91.1115351,1,-1,1.0,Optometrist
"Elgin, IA",Waterloo,77.9394695899566,42.4662365720999,-92.32191324234009,1,2,3.0,Optometrist
"Elgin, IA",Cedar Falls,81.18948351582472,42.497099799999994,-92.4118677,3,-1,3.0,Optometrist
"Elgin, IA",Waterloo,78.32228136909309,42.465794,-92.32782900000001,4,2,4.0,Optometrist
"Elgin, IA",Cedar Falls,81.79079610298324,42.510768799999994,-92.435688,2,-1,1.0,Optometrist
"Elgin, IA",Waterloo,78.1417751653802,42.4647062390668,-92.3233360309167,3,-1,1.0,Optometrist
"Elgin, IA",Waterloo,82.9771771738374,42.468327200000004,-92.407726,3,4,1.0,Optometrist
"Elgin, IA",Cedar Falls,81.44888215740255,42.512446999999995,-92.432179,2,2,2.5,Optometrist
"Elgin, IA",Decorah,39.885800573679795,43.291934967040994,-91.79564666748051,2,2,4.5,Gas Stations
"Elgin, IA",Fredericksburg,46.069540972451456,42.965163000000004,-92.20111899999999,1,-1,4.0,Gas Stations
"Elgin, IA",Janesville,74.89188336923597,42.64982,-92.455104,2,-1,4.5,Gas Stations
"Elgin, IA",Independence,58.10497868423077,42.4689903,-91.9036407,1,-1,3.0,Gas Stations
"Elgin, IA",Lansing,56.370072882910655,43.3620414733887,-91.22537231445308,2,-1,4.0,Gas Stations
"Elgin, IA",Waterloo,77.93401167269637,42.4670016,-92.3217197,5,2,3.5,Gas Stations
"Elgin, IA",Waterloo,74.13241356206757,42.5310785802222,-92.33836554564671,1,1,3.0,Gas Stations
"Elgin, IA",Waterloo,79.85386440906547,42.504459999999995,-92.39990999999999,3,-1,3.5,Gas Stations
"Elgin, IA",Waterloo,79.6383421255876,42.46895,-92.35393,3,-1,4.5,Gas Stations
"Elgin, IA",Waterloo,77.06218108807495,42.47683676571221,-92.32089787820298,1,-1,1.0,Gas Stations
"Elgin, IA",Waterloo,77.24769871339552,42.476299299999994,-92.3233337,1,1,3.0,Gas Stations
