address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"524 1st St, Ste 1, Correctionville, IA 51016",gas stations,Correctionville,34.61504047301687,42.4819427928409,-95.7831815715701,Casey's General Store,1,"Cherokee, IA",False,1,5.0,IA
"215 S Rerick Ave, Primghar, IA 51245",gas stations,Primghar,38.49616572128593,43.086071032491,-95.6246391404494,Shortee's Pit Stop,2,"Cherokee, IA",False,1,3.5,IA
"206 8th St SE, Orange City, IA 51041",gas stations,Orange City,49.67469794767474,42.99721,-96.05674,Mulder Oil,2,"Cherokee, IA",False,-1,3.0,IA
"4727 Southern Hills Dr, Sioux City, IA 51106",gas stations,Sioux City,73.12552779005529,42.4409116279333,-96.3472460837763,Casey's General Store,2,"Cherokee, IA",False,-1,4.5,IA
"623 S Marion St, Remsen, IA 51050",gas stations,Remsen,35.21051285262708,42.8097801,-95.9768219,Mrs B's,1,"Cherokee, IA",False,2,4.0,IA
"4301 Stone Ave, Sioux City, IA 51106",gas stations,Sioux City,71.53867432083975,42.4797547415395,-96.3514964283398,Casey's General Store,1,"Cherokee, IA",False,2,5.0,IA
"1211 9th St, Lake View, IA 51450",gas stations,Lake View,63.96690360274483,42.310832,-95.040174,Sparky's One Stop-Lake View,2,"Cherokee, IA",False,-1,3.0,IA
"404 11th St, Correctionville, IA 51016",gas stations,Correctionville,34.714592904478295,42.4819107055664,-95.7852935791016,Valley Stop-Shell,1,"Cherokee, IA",False,1,1.0,IA
"800 S Grand Ave, Spencer, IA 51301",gas stations,Spencer,54.459606779073,43.1300392150879,-95.1432952880859,Casey's Carry Out Pizza,1,"Cherokee, IA",False,-1,5.0,IA
"209 Main St E, Smithland, IA 51056",gas stations,Smithland,64.9592116913435,42.2289634813961,-95.9288631007075,Smithland Country Store,1,"Cherokee, IA",False,-1,5.0,IA
"202 W Southern St, Sutherland, IA 51058",gas stations,Sutherland,25.36144087403144,42.9681664,-95.4985123,Car-Go Express/Convenience Store,2,"Cherokee, IA",False,-1,3.0,IA
"5401 Morningside Ave, Sioux City, IA 51106",gas stations,Sioux City,70.90596378314666,42.470171,-96.336898,East End Mini Max & Car Wash,1,"Cherokee, IA",False,-1,5.0,IA
"455 S 1st St, Moville, IA 51039",gas stations,Moville,51.620356617282624,42.48444,-96.07753,4 Way Stop Shop,1,"Cherokee, IA",False,-1,1.0,IA
"3241 Floyd Blvd, Sioux City, IA 51108",gas stations,Sioux City,70.66276160501658,42.5345764160156,-96.3701248168945,Floyd Food & Fuel,1,"Cherokee, IA",False,-1,1.0,IA
"3908 Floyd Blvd, Sioux City, IA 51108",gas stations,Sioux City,69.70544314429674,42.5405388,-96.3600922,Dollar General,1,"Cherokee, IA",False,-1,1.0,IA
"512 N Harlem Ave, Sioux Falls, SD 57104",gas stations,Sioux Falls,133.20691643616013,43.5545159,-96.7635551,Chris's Auto Repair,11,"Cherokee, IA",False,-1,5.0,SD
