address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"1510 S Grand Ave, Charles City, IA 50616",convenience stores,Charles City,15.052199635977473,43.04741,-92.6715399,Kwik Star,6,"Nashua, IA",False,1,3.5,IA
"16250 N Ave, Holland, IA 50642",convenience stores,Holland,56.987558244836286,42.465845,-92.767354,The Mill,5,"Nashua, IA",False,1,4.0,IA
"2019 College St, Cedar Falls, IA 50613",convenience stores,Cedar Falls,48.53907288140222,42.5189247131348,-92.4562301635742,Kwik Star # 726,5,"Nashua, IA",False,1,4.5,IA
"5925 University Ave, Cedar Falls, IA 50613",convenience stores,Cedar Falls,49.62582342171715,42.5122729142461,-92.4299175509683,Happy's Wine & Spirits,6,"Nashua, IA",False,2,4.5,IA
"1105 Cedar Bend St, Waterloo, IA 50703",convenience stores,Waterloo,49.01487381482438,42.528980255127,-92.3691864013672,Kwik Star # 724,1,"Nashua, IA",False,-1,5.0,IA
"522 Chicksaw St, Rudd, IA 50471",convenience stores,Rudd,35.50978693995003,43.12839,-92.90533,Town Mart,1,"Nashua, IA",False,2,2.0,IA
"518 Brandilynn Blvd, Cedar Falls, IA 50613",convenience stores,Cedar Falls,52.51343802985687,42.4845352172852,-92.4403457641602,Murphy USA,1,"Nashua, IA",False,-1,4.0,IA
"102 E Main St, Steamboat Rock, IA 50672",convenience stores,Steamboat Rock,73.8442353388504,42.4077033996582,-93.0618438720703,Rock Stop,1,"Nashua, IA",False,-1,5.0,IA
"706 Hwy 57, Parkersburg, IA 50665",convenience stores,Parkersburg,46.7900777008308,42.56983,-92.7852,Brothers Market,2,"Nashua, IA",False,2,4.0,IA
"3015 Kimball Ave, Waterloo, IA 50702",convenience stores,Waterloo,55.69434169680264,42.4690119,-92.3562043,Hansen Dairy,9,"Nashua, IA",False,1,4.5,IA
"1422 Flammang Dr, Waterloo, IA 50702",convenience stores,Waterloo,57.51531100032343,42.45872,-92.32791,Hy-Vee Food Stores,7,"Nashua, IA",False,2,4.5,IA
"815 Brandilynn Blvd, Cedar Falls, IA 50613",convenience stores,Cedar Falls,52.48377882947194,42.4852821975946,-92.4367848783731,Hobby Lobby,1,"Nashua, IA",False,-1,5.0,IA
"3450 4th St SW, Mason City, IA 50401",convenience stores,Mason City,61.882682766829234,43.1498,-93.25295,Target,2,"Nashua, IA",False,2,4.0,IA
"3690 318th Ave, Cresco, IA 52136",convenience stores,Cresco,71.21201981121322,43.47108,-92.02911,Harvest Farm Campground,1,"Nashua, IA",False,-1,4.0,IA
