address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"534 Main St, Plattsmouth, NE 68048",restaurants,Plattsmouth,7.2823426819495065,41.011419,-95.885853,Sisters Cafe,68,"Pacific Junction, IA",False,2,5.0,NE
"18 N Walnut St, Glenwood, IA 51534",restaurants,Glenwood,5.685413127881197,41.046836,-95.743532,Adrianos Brick Oven,16,"Pacific Junction, IA",False,2,4.5,IA
"419 East Sharp St, Glenwood, IA 51534",restaurants,Glenwood,5.709692883636911,41.0462084701865,-95.7426259294152,Buck Snort,4,"Pacific Junction, IA",False,-1,4.0,IA
"607 S Hazel St, Glenwood, IA 51534",restaurants,Glenwood,5.149900057153687,41.04004,-95.74587,Tom & Tiff's,8,"Pacific Junction, IA",False,1,3.0,IA
"612 S Locust St, Glenwood, IA 51534",restaurants,Glenwood,5.173858570882946,41.0399131774902,-95.7449569702148,El Portal Mexican Restaurant,19,"Pacific Junction, IA",False,1,4.5,IA
"60397 Kidd Rd, Glenwood, IA 51534",restaurants,Glenwood,8.081225262257396,41.0105232149363,-95.7037302106619,Bodega Victoriana Winery,5,"Pacific Junction, IA",False,-1,5.0,IA
"110 S Vine St, Glenwood, IA 51534",restaurants,Glenwood,5.725354573278392,41.0455061824275,-95.7418035220904,Gathering Place,1,"Pacific Junction, IA",False,-1,5.0,IA
"402 Main St, Plattsmouth, NE 68048",restaurants,Plattsmouth,7.126008400397647,41.0115,-95.88403,"River House Soda Fountain, Cafe, and Antiques",13,"Pacific Junction, IA",False,1,4.5,NE
"422 Main St, Plattsmouth, NE 68048",restaurants,Plattsmouth,7.153773363444773,41.0115013122559,-95.8843460083008,Mom's Cafe & Catering,27,"Pacific Junction, IA",False,1,4.0,NE
"545 Main St, Plattsmouth, NE 68048",restaurants,Plattsmouth,7.293781838059226,41.01119,-95.8859588,The Smokehouse Tavern,4,"Pacific Junction, IA",False,-1,4.0,NE
"9 1/2 N Vine St, Glenwood, IA 51534",restaurants,Glenwood,5.778898232430715,41.04661,-95.7417,Oriental Palace,2,"Pacific Junction, IA",False,-1,4.0,IA
"902 Chicago Ave, Plattsmouth, NE 68048",restaurants,Plattsmouth,8.181752465893558,41.0024261,-95.8951874,La Fiesta Mexican Restaurant,21,"Pacific Junction, IA",False,2,4.0,NE
"1003 Chicago Ave, Plattsmouth, NE 68048",restaurants,Plattsmouth,8.29941910525139,41.00106,-95.89569,Beyond BBQ,3,"Pacific Junction, IA",False,1,4.5,NE
"525 Main St, Plattsmouth, NE 68048",restaurants,Plattsmouth,7.274767722585082,41.010888,-95.885688,The Cigar Factory,3,"Pacific Junction, IA",False,1,4.5,NE
"527 Main St, Plattsmouth, NE 68048",restaurants,Plattsmouth,7.287563999158088,41.01089,-95.88584,Herban Coffee Lab,11,"Pacific Junction, IA",False,2,5.0,NE
"828 Chicago Ave, Plattsmouth, NE 68048",restaurants,Plattsmouth,8.125649550860233,41.002683,-95.89415,Golden Dragon,7,"Pacific Junction, IA",False,-1,3.5,NE
"1200 S Locust St, Glenwood, IA 51534",restaurants,Glenwood,4.747446733150051,41.0375362616224,-95.7491800671278,McDonald's,3,"Pacific Junction, IA",False,1,2.5,IA
"902 Chicago Ave, Plattsmouth, NE 68048",restaurants,Plattsmouth,8.196600759354435,41.0018768310547,-95.8950347900391,Subway,2,"Pacific Junction, IA",False,-1,4.5,NE
"710 S Locust St, Glenwood, IA 51534",restaurants,Glenwood,5.083954075821111,41.0389251708984,-95.7455520629883,Pizza Hut,5,"Pacific Junction, IA",False,2,3.0,IA
"502 S Locust St, Glenwood, IA 51534",restaurants,Glenwood,5.278488060247399,41.0416489,-95.744957,Casey's Carry-Out Pizza,2,"Pacific Junction, IA",False,-1,4.5,IA
