address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"3606 N Brady St, Davenport, IA 52806",Check Cashing,Davenport,17.049793501300382,41.55687,-90.56924,EZ Money Check Cashing,1,"Le Claire, IA",False,-1,5.0,IA
"1705 2nd Ave, Ste 100, Rock Island, IL 61201",Check Cashing,Rock Island,19.629566761525375,41.5111519,-90.5756908,Alcohol & Drug Educational Services,1,"Le Claire, IA",False,-1,1.0,IL
