address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"201 S Clinton St, Iowa City, IA 52240",pharmacy,Iowa City,8.785136642010679,41.659489,-91.53557,CVS Pharmacy,7,"Hills, IA",False,1,3.0,IA
"2214 Muscatine Ave, Iowa City, IA 52240",pharmacy,Iowa City,8.106007331568748,41.6499710083008,-91.5027160644531,Walgreens,4,"Hills, IA",False,2,3.5,IA
"102 2Nd St, Coralville, IA 52241",pharmacy,Coralville,10.212797020344262,41.6687584,-91.5666199,Walgreens,10,"Hills, IA",False,2,2.0,IA
"701 Mormon Trek Blvd, Iowa City, IA 52246",pharmacy,Iowa City,8.709952932748097,41.6520004,-91.5754166,Hartig USA Drug,2,"Hills, IA",False,2,4.0,IA
"310 N 1st Ave, Iowa City, IA 52245",pharmacy,Iowa City,9.832704745978315,41.6659056434211,-91.5018634434764,Hy Vee Drugstore,2,"Hills, IA",False,2,4.5,IA
"812 S 1st Ave, Iowa City, IA 52245",pharmacy,Iowa City,8.309715580967774,41.6514053344727,-91.5008926391602,Hy-Vee,10,"Hills, IA",False,2,3.0,IA
"113 1st St NE, Mount Vernon, IA 52314",pharmacy,Mount Vernon,39.194669540179675,41.922131,-91.416167,CarePro Pharmacy - Mount Vernon,1,"Hills, IA",False,-1,3.0,IA
"2425 Muscatine Ave, Iowa City, IA 52240",pharmacy,Iowa City,8.09879721503542,41.649111,-91.49985,CVS Pharmacy,3,"Hills, IA",False,1,2.0,IA
"625 Pacha Pkwy, North Liberty, IA 52317",pharmacy,North Liberty,19.326304150950556,41.7451181205432,-91.6072869300842,Walgreens,4,"Hills, IA",False,-1,4.0,IA
"555 W Cherry St, North Liberty, IA 52317",pharmacy,North Liberty,19.693558521598867,41.7489,-91.60624,CarePro Pharmacy - North Liberty,2,"Hills, IA",False,2,3.0,IA
"1703 Park Ave, Muscatine, IA 52761",pharmacy,Muscatine,44.5206630239088,41.4446,-91.02977,Walgreens,4,"Hills, IA",False,2,3.5,IA
"310 N 1st Ave, Iowa City, IA 52245",pharmacy,Iowa City,9.860783239724524,41.6658935546875,-91.5013732910156,Drug Town,1,"Hills, IA",False,2,4.0,IA
"2751 Heartland Dr, Coralville, IA 52241",pharmacy,Coralville,14.85109673599567,41.70104,-91.60947,Walgreens,4,"Hills, IA",False,2,3.5,IA
"324 Edgewood Rd Nw, Cedar Rapids, IA 52405",pharmacy,Cedar Rapids,46.44852681278298,41.975044,-91.716637,Walgreens,1,"Hills, IA",False,3,5.0,IA
"526 Main St, Mediapolis, IA 52637",pharmacy,Mediapolis,70.73746655508167,41.0076789855957,-91.1643218994141,Carruthers Pharmacy,1,"Hills, IA",False,2,5.0,IA
"111 W 4th St, Vinton, IA 52349",pharmacy,Vinton,77.0017979213835,42.1678428649902,-92.0250396728516,LaGrange Pharmacy,1,"Hills, IA",False,-1,5.0,IA
"514 Elm St, Williamsburg, IA 52361",pharmacy,Williamsburg,40.721918747491074,41.6611404418945,-92.0105819702148,Peterson Drug,1,"Hills, IA",False,-1,3.0,IA
"230 Scott Ct, Iowa City, IA 52245",pharmacy,Iowa City,9.647522079398005,41.65844,-91.48168,Pharmacy Matters,1,"Hills, IA",False,-1,1.0,IA
"1225 7Th Ave, Marion, IA 52302",pharmacy,Marion,50.5727919052088,42.0328369140625,-91.5963287353516,Walgreens,3,"Hills, IA",False,4,2.5,IA
"2801 Commerce Dr, Coralville, IA 52241",pharmacy,Coralville,14.561729099653775,41.697239,-91.612035,Walmart Pharmacy,1,"Hills, IA",False,-1,1.0,IA
