address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"605 S 10th Ave, Washington, IA 52353",optometrist,Washington,10.610429638190798,41.2938766479492,-91.6814727783203,Williams Ben Optometrist,1,"Ainsworth, IA",False,-1,5.0,IA
"218 E Washington St, Iowa City, IA 52240",optometrist,Iowa City,41.202845555796,41.6604309082031,-91.5323181152344,Discerning Eye,16,"Ainsworth, IA",False,3,5.0,IA
"301 S Iowa Ave, Washington, IA 52353",optometrist,Washington,11.52609813178575,41.2971458435059,-91.6921768188477,Washington Eye Care Center,1,"Ainsworth, IA",False,-1,1.0,IA
"1176 Commercial Dr, Riverside, IA 52327",optometrist,Riverside,21.949914321837575,41.4875740864398,-91.5468949824572,Iowa River Crossing,1,"Ainsworth, IA",False,-1,4.0,IA
"640 Highway 1 W, Ste 2, Iowa City, IA 52246",optometrist,Iowa City,39.804349547856006,41.648196,-91.5485,Jensen Eyecare Center,2,"Ainsworth, IA",False,-1,5.0,IA
"315 Parham St, Ste B, Muscatine, IA 52761",optometrist,Muscatine,44.545353866653635,41.43428,-91.0561,Family Eye Center,2,"Ainsworth, IA",False,-1,5.0,IA
"2900 Heartland Dr, Coralville, IA 52241",optometrist,Coralville,45.575608539698464,41.697404,-91.617348,Aria Eye Care,2,"Ainsworth, IA",False,-1,5.0,IA
"103 W Main St, New London, IA 52645",optometrist,New London,42.51600778992261,40.9255447387695,-91.4020080566406,McPheron Robert S Optometrist,2,"Ainsworth, IA",False,-1,5.0,IA
"1451 Coral Ridge Ave, Ste 518, Coralville, IA 52241",optometrist,Coralville,44.727966959320796,41.690949,-91.601543,Pearle Vision,1,"Ainsworth, IA",False,-1,5.0,IA
"1614 Sycamore St, Iowa City, IA 52240",optometrist,Iowa City,39.27033486244975,41.6428877,-91.5114851,McDonald Optical,3,"Ainsworth, IA",False,3,3.5,IA
"2056 8th St, Coralville, IA 52241",optometrist,Coralville,43.714755264013355,41.682258,-91.594198,The Looking Glass Optical,3,"Ainsworth, IA",False,2,3.5,IA
"660 W Cherry St, North Liberty, IA 52317",optometrist,North Liberty,51.28951353907529,41.74998,-91.60865,Blink Vision By Veatch,1,"Ainsworth, IA",False,-1,5.0,IA
"201 S Clinton St, Iowa City, IA 52240",optometrist,Iowa City,41.06405801788279,41.6592781,-91.5354108,Advanced Eye Care,5,"Ainsworth, IA",False,-1,2.0,IA
"1018 William St, Iowa City, IA 52240",optometrist,Iowa City,40.19824754305365,41.6493507,-91.4987203,Eye Associates,3,"Ainsworth, IA",False,-1,2.0,IA
"315 Parham St, Muscatine, IA 52761",optometrist,Muscatine,44.5457236627332,41.43428,-91.0561,Virdi Eye Clinic,1,"Ainsworth, IA",False,-1,1.0,IA
"1451 Coral Ridge Ave, Ste 104, Coralville, IA 52241",optometrist,Coralville,44.75532448882661,41.690953,-91.605091,LensCrafters,2,"Ainsworth, IA",False,2,2.5,IA
"1035 Lawrence Dr, Ste 106, Burlington, IA 52601",optometrist,Burlington,64.83256711851178,40.797684940876,-91.140743335809,All About Eyes - Burlington,2,"Ainsworth, IA",False,1,4.5,IA
"1481 Coral Ridge Ave, Coralville, IA 52241",optometrist,Coralville,45.22293185524955,41.6918716,-91.6058197,Copeland Eyacare,1,"Ainsworth, IA",False,-1,5.0,IA
"1700 Park Ave, Muscatine, IA 52761",optometrist,Muscatine,46.896407376202745,41.44465,-91.03127,Vision Center PC,1,"Ainsworth, IA",False,-1,1.0,IA
"224 E Main St, Marengo, IA 52301",optometrist,Marengo,71.0448387080888,41.8005,-92.0681,Iowa Valley Eye Care,1,"Ainsworth, IA",False,-1,5.0,IA
