address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"800 Walnut St, Fl 2, Des Moines, IA 50309",Pay-Day Loans,Des Moines,14.123811037706517,41.58498,-93.6275864,Military Family Home Loans,4,"Altoona, IA",False,-1,1.0,IA
"10520 Hickman Rd, Ste F, Clive, IA 50325",Pay-Day Loans,Clive,23.55047614702062,41.6147216,-93.7632695,Intoxalock,57,"Altoona, IA",False,-1,1.5,IA
"10315 Hickman Rd, Urbandale, IA 50322",Pay-Day Loans,Urbandale,23.23078589823436,41.6161652220534,-93.7597176161732,CarMax,13,"Altoona, IA",False,-1,3.5,IA
"2400 86th St, Ste 29, Urbandale, IA 50322",Pay-Day Loans,Urbandale,21.38656901614878,41.6164,-93.73675,The Tyler Osby Team,12,"Altoona, IA",False,-1,5.0,IA
"405 SW 5th St, Des Moines, IA 50309",Pay-Day Loans,Des Moines,13.986253644043257,41.5799110365612,-93.6210649959778,Wells Fargo Home Mortgage,7,"Altoona, IA",False,-1,1.0,IA
"700 E Lyon St, Des Moines, IA 50309",Pay-Day Loans,Des Moines,12.299684155102415,41.5938859,-93.6092304,Community Choice Credit Union,7,"Altoona, IA",False,-1,2.5,IA
"5910 University Ave, West Lakes, West Des Moines, IA 50266",Pay-Day Loans,West Des Moines,26.180301979477665,41.59992,-93.7914,Veridian Credit Union,3,"Altoona, IA",False,-1,2.5,IA
"200 SW 2nd St, Des Moines, IA 50309",Pay-Day Loans,Des Moines,13.609381141752971,41.5830643310897,-93.6184602034121,High Life Lounge,176,"Altoona, IA",False,1,4.0,IA
"1650 SE 37th St, Grimes, IA 50111",Pay-Day Loans,Grimes,24.243279363728924,41.656362,-93.776509,Toyota of Des Moines,24,"Altoona, IA",False,-1,2.5,IA
"119 Water St, Cambridge, IA 50046",Pay-Day Loans,Cambridge,27.428831636506082,41.8980946,-93.5292316,Motolab,17,"Altoona, IA",False,-1,4.5,IA
"7760 Office Plaza Dr S, West Des Moines, IA 50266",Pay-Day Loans,West Des Moines,28.417884599031318,41.5865020751953,-93.8147811889648,Nationwide Advantage Mortgage,2,"Altoona, IA",False,-1,1.0,IA
"11344 Hickman Rd, Clive, IA 50325",Pay-Day Loans,Clive,24.52815865851099,41.6137299,-93.774986,Stew Hansen Hyundai,22,"Altoona, IA",False,-1,3.0,IA
"3600 111th St, Urbandale, IA 50322",Pay-Day Loans,Urbandale,24.14589494456189,41.6269702,-93.7730891,Bob Brown Chevrolet,18,"Altoona, IA",False,-1,3.5,IA
"2401 SE 14th St, Des Moines, IA 50320",Pay-Day Loans,Des Moines,13.635047243004797,41.56368,-93.59623,Des Moines RV,8,"Altoona, IA",False,-1,2.0,IA
"700 Grand Ave, Des Moines, IA 50309",Pay-Day Loans,Des Moines,13.931615635736845,41.5870620900614,-93.626683,Des Moines Marriott Downtown,63,"Altoona, IA",False,2,3.5,IA
"1101 SE Oralabor Rd, Ankeny, IA 50021",Pay-Day Loans,Ankeny,9.439657223701788,41.70182,-93.57942,Karl Chevrolet,21,"Altoona, IA",False,-1,3.5,IA
"165 S Jordan Creek Pkwy, Ste 155, West Des Moines, IA 50266",Pay-Day Loans,West Des Moines,28.75573310291226,41.5657498687506,-93.8091632723808,Iowa Realty,3,"Altoona, IA",False,-1,2.5,IA
"1910 SW Shops Ln, Ankeny, IA 50023",Pay-Day Loans,Ankeny,12.933647705449115,41.7317884,-93.6001278,Moulton & Associates Realtors,3,"Altoona, IA",False,-1,1.0,IA
"11206 Hickman Rd, Des Moines, IA 50325",Pay-Day Loans,Des Moines,24.36173842857168,41.61401,-93.77302,Smart Honda,23,"Altoona, IA",False,-1,2.0,IA
"3055 SE Delaware Ave, Ankeny, IA 50021",Pay-Day Loans,Ankeny,9.266181905255088,41.6987,-93.5788,Dewey Ford,14,"Altoona, IA",False,-1,2.5,IA
