,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Center Point,2007.0,4.57,19.87,402.0,48352.0,89600.0,22.7,98.11,0.45,0.35,0.05,0.1,0.0,130.0,1.0,1.0,1.14,1.14
1,2002,Center Point,2007.0,4.57,19.87,402.0,48352.0,89600.0,22.7,98.11,0.45,0.35,0.05,0.1,0.0,130.0,1.0,1.0,1.13,1.13
2,2003,Center Point,2007.0,4.57,19.87,402.0,48352.0,89600.0,22.7,98.11,0.45,0.35,0.05,0.1,0.0,131.0,2.0,1.0,0.56,1.58
3,2004,Center Point,2007.0,4.57,19.87,402.0,48352.0,89600.0,22.7,98.11,0.45,0.35,0.05,0.1,0.0,131.0,1.0,1.0,0.51,1.07
4,2005,Center Point,2362.0,1.39,15.22,495.0,62171.0,129700.0,21.6,98.01,0.76,0.3,0.08,0.25,0.0,132.0,3.0,2.0,1.67,2.23
5,2006,Center Point,2362.0,1.39,15.22,495.0,62171.0,129700.0,21.6,98.01,0.76,0.3,0.08,0.25,0.0,133.0,3.0,2.0,1.66,2.22
6,2007,Center Point,2362.0,1.39,15.22,495.0,62171.0,129700.0,21.6,98.01,0.76,0.3,0.08,0.25,0.0,133.0,1.0,1.0,1.11,1.11
7,2008,Center Point,2362.0,1.39,15.22,495.0,62171.0,129700.0,21.6,98.01,0.76,0.3,0.08,0.25,0.0,134.0,1.0,1.0,0.5,0.5
8,2009,Center Point,2362.0,1.39,15.22,495.0,62171.0,129700.0,21.6,98.01,0.76,0.3,0.08,0.25,0.0,135.0,2.0,0.0,0.0,1.59
9,2010,Center Point,2421.0,1.96,18.15,652.0,66356.0,151700.0,29.5,96.86,0.91,0.41,0.37,0.33,0.0,135.0,3.0,1.0,0.55,2.13
10,2011,Center Point,2478.0,0.0,17.81,733.0,79545.0,155700.0,18.5,96.17,1.37,0.77,0.0,0.2,0.0,138.0,1.0,1.0,0.53,0.53
11,2012,Center Point,2478.0,0.0,17.81,733.0,79545.0,155700.0,18.5,96.17,1.37,0.77,0.0,0.2,0.0,142.0,1.0,1.0,0.52,0.52
12,2013,Center Point,2478.0,0.0,17.81,733.0,79545.0,155700.0,18.5,96.17,1.37,0.77,0.0,0.2,0.0,145.0,6.0,2.0,1.48,3.92
13,2014,Center Point,2478.0,0.0,17.81,733.0,79545.0,155700.0,18.5,96.17,1.37,0.77,0.0,0.2,0.0,148.0,4.0,1.0,1.0,2.44
14,2015,Center Point,2478.0,0.0,17.81,733.0,79545.0,155700.0,18.5,96.17,1.37,0.77,0.0,0.2,0.0,152.0,5.0,1.0,0.93,3.31
15,2016,Center Point,2478.0,0.0,17.81,733.0,79545.0,155700.0,18.5,96.17,1.37,0.77,0.0,0.2,0.0,155.0,1.0,1.0,0.48,0.95
