,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Monroe,1808.0,5.63,22.18,432.0,39837.0,75700.0,18.7,97.95,0.17,0.77,0.22,0.44,0.0,159.0,5.0,4.0,2.31,3.43
1,2002,Monroe,1808.0,5.63,22.18,432.0,39837.0,75700.0,18.7,97.95,0.17,0.77,0.22,0.44,0.0,159.0,4.0,1.0,0.62,2.41
2,2003,Monroe,1808.0,5.63,22.18,432.0,39837.0,75700.0,18.7,97.95,0.17,0.77,0.22,0.44,0.0,159.0,1.0,1.0,0.56,0.56
3,2004,Monroe,1808.0,5.63,22.18,432.0,39837.0,75700.0,18.7,97.95,0.17,0.77,0.22,0.44,0.0,160.0,2.0,2.0,1.17,1.17
4,2005,Monroe,1937.0,3.12,26.59,486.0,50060.0,99300.0,24.0,99.69,0.0,0.0,0.0,0.31,0.0,161.0,2.0,2.0,1.11,1.11
5,2006,Monroe,1937.0,3.12,26.59,486.0,50060.0,99300.0,24.0,99.69,0.0,0.0,0.0,0.31,0.0,161.0,1.0,0.0,0.0,0.61
6,2007,Monroe,1937.0,3.12,26.59,486.0,50060.0,99300.0,24.0,99.69,0.0,0.0,0.0,0.31,0.0,162.0,3.0,3.0,1.71,1.71
7,2008,Monroe,1937.0,3.12,26.59,486.0,50060.0,99300.0,24.0,99.69,0.0,0.0,0.0,0.31,0.0,162.0,1.0,1.0,0.55,0.55
8,2009,Monroe,1937.0,3.12,26.59,486.0,50060.0,99300.0,24.0,99.69,0.0,0.0,0.0,0.31,0.0,163.0,0.0,0.0,0.0,0.0
9,2010,Monroe,1830.0,5.31,22.34,521.0,52500.0,111300.0,21.4,98.2,0.27,0.6,0.11,0.55,0.0,164.0,2.0,2.0,1.09,1.09
10,2011,Monroe,1805.0,3.36,27.45,571.0,55714.0,108400.0,19.7,98.34,0.0,0.0,0.0,0.33,0.0,166.0,4.0,4.0,2.26,2.26
11,2012,Monroe,1805.0,3.36,27.45,571.0,55714.0,108400.0,19.7,98.34,0.0,0.0,0.0,0.33,0.0,167.0,3.0,3.0,1.61,1.61
12,2013,Monroe,1805.0,3.36,27.45,571.0,55714.0,108400.0,19.7,98.34,0.0,0.0,0.0,0.33,0.0,169.0,0.0,0.0,0.0,0.0
13,2014,Monroe,1805.0,3.36,27.45,571.0,55714.0,108400.0,19.7,98.34,0.0,0.0,0.0,0.33,0.0,169.0,4.0,1.0,0.53,2.17
14,2015,Monroe,1805.0,3.36,27.45,571.0,55714.0,108400.0,19.7,98.34,0.0,0.0,0.0,0.33,0.0,170.0,6.0,4.0,2.15,3.77
15,2016,Monroe,1805.0,3.36,27.45,571.0,55714.0,108400.0,19.7,98.34,0.0,0.0,0.0,0.33,0.0,171.0,3.0,2.0,1.09,1.67
