,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Sabula,670.0,14.41,24.35,300.0,30192.0,64200.0,20.8,98.96,0.0,1.04,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0
1,2001,Sabula,670.0,14.41,24.35,300.0,30192.0,64200.0,20.8,98.96,0.0,1.04,0.0,0.0,0.0,68.0,1.0,1.0,1.03,1.03
2,2002,Sabula,670.0,14.41,24.35,300.0,30192.0,64200.0,20.8,98.96,0.0,1.04,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0
3,2003,Sabula,670.0,14.41,24.35,300.0,30192.0,64200.0,20.8,98.96,0.0,1.04,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0
4,2004,Sabula,670.0,14.41,24.35,300.0,30192.0,64200.0,20.8,98.96,0.0,1.04,0.0,0.0,0.0,64.0,1.0,1.0,2.17,2.17
5,2005,Sabula,567.0,10.3,29.77,398.0,33594.0,77100.0,27.2,99.12,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
6,2006,Sabula,567.0,10.3,29.77,398.0,33594.0,77100.0,27.2,99.12,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
7,2007,Sabula,567.0,10.3,29.77,398.0,33594.0,77100.0,27.2,99.12,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0
8,2008,Sabula,567.0,10.3,29.77,398.0,33594.0,77100.0,27.2,99.12,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
9,2009,Sabula,567.0,10.3,29.77,398.0,33594.0,77100.0,27.2,99.12,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
10,2010,Sabula,576.0,8.02,23.7,658.0,42500.0,83400.0,26.7,98.78,0.17,0.69,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0
11,2011,Sabula,496.0,12.69,25.51,744.0,48688.0,72800.0,22.8,98.19,0.2,0.0,0.0,0.0,0.0,58.0,3.0,1.0,2.41,4.82
12,2012,Sabula,496.0,12.69,25.51,744.0,48688.0,72800.0,22.8,98.19,0.2,0.0,0.0,0.0,0.0,58.0,1.0,1.0,2.41,2.41
13,2013,Sabula,496.0,12.69,25.51,744.0,48688.0,72800.0,22.8,98.19,0.2,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
14,2014,Sabula,496.0,12.69,25.51,744.0,48688.0,72800.0,22.8,98.19,0.2,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
15,2015,Sabula,496.0,12.69,25.51,744.0,48688.0,72800.0,22.8,98.19,0.2,0.0,0.0,0.0,0.0,59.0,1.0,1.0,1.18,1.18
16,2016,Sabula,496.0,12.69,25.51,744.0,48688.0,72800.0,22.8,98.19,0.2,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
