,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Waverly,8968.0,6.25,29.06,418.0,39587.0,95800.0,20.6,96.8,1.03,0.61,0.1,0.81,0.01,931.0,1.0,1.0,0.1,0.1
1,2001,Waverly,8968.0,6.25,29.06,418.0,39587.0,95800.0,20.6,96.8,1.03,0.61,0.1,0.81,0.01,934.0,2.0,2.0,0.21,0.21
2,2002,Waverly,8968.0,6.25,29.06,418.0,39587.0,95800.0,20.6,96.8,1.03,0.61,0.1,0.81,0.01,935.0,5.0,4.0,0.42,0.52
3,2003,Waverly,8968.0,6.25,29.06,418.0,39587.0,95800.0,20.6,96.8,1.03,0.61,0.1,0.81,0.01,940.0,12.0,10.0,1.03,1.24
4,2004,Waverly,8968.0,6.25,29.06,418.0,39587.0,95800.0,20.6,96.8,1.03,0.61,0.1,0.81,0.01,943.0,8.0,5.0,0.52,0.83
5,2005,Waverly,9207.0,4.93,24.72,628.0,47374.0,131400.0,31.5,95.74,0.38,1.0,0.15,1.5,0.0,946.0,10.0,7.0,0.71,1.02
6,2006,Waverly,9207.0,4.93,24.72,628.0,47374.0,131400.0,31.5,95.74,0.38,1.0,0.15,1.5,0.0,947.0,6.0,6.0,0.61,0.61
7,2007,Waverly,9207.0,4.93,24.72,628.0,47374.0,131400.0,31.5,95.74,0.38,1.0,0.15,1.5,0.0,951.0,9.0,9.0,0.93,0.93
8,2008,Waverly,9207.0,4.93,24.72,628.0,47374.0,131400.0,31.5,95.74,0.38,1.0,0.15,1.5,0.0,955.0,5.0,5.0,0.51,0.51
9,2009,Waverly,9207.0,4.93,24.72,628.0,47374.0,131400.0,31.5,95.74,0.38,1.0,0.15,1.5,0.0,956.0,4.0,4.0,0.41,0.41
10,2010,Waverly,9874.0,3.68,27.27,599.0,61308.0,142800.0,23.4,94.54,1.62,1.34,0.04,1.23,0.0,959.0,2.0,2.0,0.2,0.2
11,2011,Waverly,10013.0,3.09,24.83,622.0,61506.0,160200.0,27.0,94.09,2.35,1.78,0.26,1.0,0.0,975.0,6.0,3.0,0.29,0.59
12,2012,Waverly,10013.0,3.09,24.83,622.0,61506.0,160200.0,27.0,94.09,2.35,1.78,0.26,1.0,0.0,988.0,4.0,3.0,0.3,0.4
13,2013,Waverly,10013.0,3.09,24.83,622.0,61506.0,160200.0,27.0,94.09,2.35,1.78,0.26,1.0,0.0,1005.0,8.0,6.0,0.58,0.77
14,2014,Waverly,10013.0,3.09,24.83,622.0,61506.0,160200.0,27.0,94.09,2.35,1.78,0.26,1.0,0.0,1018.0,5.0,4.0,0.39,0.49
15,2015,Waverly,10013.0,3.09,24.83,622.0,61506.0,160200.0,27.0,94.09,2.35,1.78,0.26,1.0,0.0,1033.0,12.0,8.0,0.76,1.13
16,2016,Waverly,10013.0,3.09,24.83,622.0,61506.0,160200.0,27.0,94.09,2.35,1.78,0.26,1.0,0.0,1047.0,12.0,10.0,0.93,1.11
