,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,St. Charles,619.0,3.97,21.54,413.0,42333.0,89000.0,17.5,99.19,0.0,0.81,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
1,2001,St. Charles,619.0,3.97,21.54,413.0,42333.0,89000.0,17.5,99.19,0.0,0.81,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
2,2002,St. Charles,619.0,3.97,21.54,413.0,42333.0,89000.0,17.5,99.19,0.0,0.81,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
3,2003,St. Charles,619.0,3.97,21.54,413.0,42333.0,89000.0,17.5,99.19,0.0,0.81,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
4,2004,St. Charles,619.0,3.97,21.54,413.0,42333.0,89000.0,17.5,99.19,0.0,0.81,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
5,2005,St. Charles,733.0,3.43,27.51,665.0,54886.0,135200.0,22.5,95.09,4.91,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
6,2006,St. Charles,733.0,3.43,27.51,665.0,54886.0,135200.0,22.5,95.09,4.91,0.0,0.0,0.0,0.0,43.0,1.0,1.0,1.09,1.09
7,2007,St. Charles,733.0,3.43,27.51,665.0,54886.0,135200.0,22.5,95.09,4.91,0.0,0.0,0.0,0.0,44.0,1.0,1.0,1.05,1.05
8,2008,St. Charles,733.0,3.43,27.51,665.0,54886.0,135200.0,22.5,95.09,4.91,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
9,2009,St. Charles,733.0,3.43,27.51,665.0,54886.0,135200.0,22.5,95.09,4.91,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
10,2010,St. Charles,653.0,3.55,30.62,619.0,62875.0,141400.0,18.8,95.71,1.68,1.53,0.0,0.0,0.0,49.0,1.0,1.0,0.95,0.95
11,2011,St. Charles,659.0,6.63,20.72,767.0,66771.0,126000.0,20.8,95.45,1.06,2.73,0.0,0.46,0.0,50.0,1.0,1.0,0.93,0.93
12,2012,St. Charles,659.0,6.63,20.72,767.0,66771.0,126000.0,20.8,95.45,1.06,2.73,0.0,0.46,0.0,51.0,1.0,1.0,1.82,1.82
13,2013,St. Charles,659.0,6.63,20.72,767.0,66771.0,126000.0,20.8,95.45,1.06,2.73,0.0,0.46,0.0,53.0,0.0,0.0,0.0,0.0
14,2014,St. Charles,659.0,6.63,20.72,767.0,66771.0,126000.0,20.8,95.45,1.06,2.73,0.0,0.46,0.0,54.0,1.0,1.0,0.87,1.74
15,2015,St. Charles,659.0,6.63,20.72,767.0,66771.0,126000.0,20.8,95.45,1.06,2.73,0.0,0.46,0.0,55.0,1.0,1.0,0.85,1.69
16,2016,St. Charles,659.0,6.63,20.72,767.0,66771.0,126000.0,20.8,95.45,1.06,2.73,0.0,0.46,0.0,56.0,1.0,1.0,0.83,1.67
