,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Audubon,2382.0,6.66,18.45,338.0,33068.0,52500.0,18.5,98.99,0.25,0.34,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0
1,2001,Audubon,2382.0,6.66,18.45,338.0,33068.0,52500.0,18.5,98.99,0.25,0.34,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0
2,2002,Audubon,2382.0,6.66,18.45,338.0,33068.0,52500.0,18.5,98.99,0.25,0.34,0.0,0.0,0.0,185.0,3.0,2.0,1.05,1.57
3,2003,Audubon,2382.0,6.66,18.45,338.0,33068.0,52500.0,18.5,98.99,0.25,0.34,0.0,0.0,0.0,185.0,2.0,2.0,1.0,1.0
4,2004,Audubon,2382.0,6.66,18.45,338.0,33068.0,52500.0,18.5,98.99,0.25,0.34,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0
5,2005,Audubon,2270.0,16.83,24.69,417.0,36969.0,57600.0,16.6,97.97,0.0,1.32,0.7,0.0,0.0,186.0,0.0,0.0,0.0,0.0
6,2006,Audubon,2270.0,16.83,24.69,417.0,36969.0,57600.0,16.6,97.97,0.0,1.32,0.7,0.0,0.0,184.0,0.0,0.0,0.0,0.0
7,2007,Audubon,2270.0,16.83,24.69,417.0,36969.0,57600.0,16.6,97.97,0.0,1.32,0.7,0.0,0.0,184.0,1.0,1.0,0.53,0.53
8,2008,Audubon,2270.0,16.83,24.69,417.0,36969.0,57600.0,16.6,97.97,0.0,1.32,0.7,0.0,0.0,184.0,3.0,3.0,1.55,1.55
9,2009,Audubon,2270.0,16.83,24.69,417.0,36969.0,57600.0,16.6,97.97,0.0,1.32,0.7,0.0,0.0,182.0,4.0,3.0,1.55,2.07
10,2010,Audubon,2176.0,10.5,19.56,499.0,40750.0,54900.0,13.9,98.21,0.23,0.74,0.28,0.23,0.05,182.0,1.0,1.0,0.52,0.52
11,2011,Audubon,2054.0,8.48,15.29,575.0,37983.0,51100.0,26.1,96.25,0.05,1.41,0.44,0.54,0.0,183.0,1.0,1.0,0.49,0.49
12,2012,Audubon,2054.0,8.48,15.29,575.0,37983.0,51100.0,26.1,96.25,0.05,1.41,0.44,0.54,0.0,186.0,3.0,2.0,1.02,1.53
13,2013,Audubon,2054.0,8.48,15.29,575.0,37983.0,51100.0,26.1,96.25,0.05,1.41,0.44,0.54,0.0,188.0,0.0,0.0,0.0,0.0
14,2014,Audubon,2054.0,8.48,15.29,575.0,37983.0,51100.0,26.1,96.25,0.05,1.41,0.44,0.54,0.0,189.0,0.0,0.0,0.0,0.0
15,2015,Audubon,2054.0,8.48,15.29,575.0,37983.0,51100.0,26.1,96.25,0.05,1.41,0.44,0.54,0.0,192.0,5.0,2.0,1.01,2.49
16,2016,Audubon,2054.0,8.48,15.29,575.0,37983.0,51100.0,26.1,96.25,0.05,1.41,0.44,0.54,0.0,193.0,0.0,0.0,0.0,0.0
