,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Batavia,500.0,3.49,17.35,354.0,33333.0,44100.0,22.9,97.2,0.0,1.8,0.4,0.2,0.0,40.0,0.0,0.0,0.0,0.0
1,2001,Batavia,500.0,3.49,17.35,354.0,33333.0,44100.0,22.9,97.2,0.0,1.8,0.4,0.2,0.0,43.0,1.0,1.0,0.73,0.73
2,2002,Batavia,500.0,3.49,17.35,354.0,33333.0,44100.0,22.9,97.2,0.0,1.8,0.4,0.2,0.0,45.0,0.0,0.0,0.0,0.0
3,2003,Batavia,500.0,3.49,17.35,354.0,33333.0,44100.0,22.9,97.2,0.0,1.8,0.4,0.2,0.0,47.0,1.0,1.0,0.66,0.66
4,2004,Batavia,500.0,3.49,17.35,354.0,33333.0,44100.0,22.9,97.2,0.0,1.8,0.4,0.2,0.0,50.0,1.0,1.0,0.63,1.26
5,2005,Batavia,550.0,1.4,23.33,655.0,44063.0,56400.0,17.1,95.27,0.0,4.73,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
6,2006,Batavia,550.0,1.4,23.33,655.0,44063.0,56400.0,17.1,95.27,0.0,4.73,0.0,0.0,0.0,54.0,1.0,1.0,1.72,1.72
7,2007,Batavia,550.0,1.4,23.33,655.0,44063.0,56400.0,17.1,95.27,0.0,4.73,0.0,0.0,0.0,57.0,1.0,1.0,0.55,0.55
8,2008,Batavia,550.0,1.4,23.33,655.0,44063.0,56400.0,17.1,95.27,0.0,4.73,0.0,0.0,0.0,59.0,1.0,1.0,0.53,0.53
9,2009,Batavia,550.0,1.4,23.33,655.0,44063.0,56400.0,17.1,95.27,0.0,4.73,0.0,0.0,0.0,61.0,1.0,1.0,1.02,2.03
10,2010,Batavia,499.0,4.24,22.69,758.0,47083.0,60000.0,36.1,95.79,0.0,3.61,0.2,0.0,0.0,64.0,1.0,1.0,1.47,1.47
11,2011,Batavia,669.0,19.87,22.43,647.0,39808.0,68500.0,31.3,97.61,0.0,2.39,0.0,0.0,0.0,64.0,1.0,1.0,0.49,0.49
12,2012,Batavia,669.0,19.87,22.43,647.0,39808.0,68500.0,31.3,97.61,0.0,2.39,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0
13,2013,Batavia,669.0,19.87,22.43,647.0,39808.0,68500.0,31.3,97.61,0.0,2.39,0.0,0.0,0.0,66.0,1.0,1.0,0.48,0.48
14,2014,Batavia,669.0,19.87,22.43,647.0,39808.0,68500.0,31.3,97.61,0.0,2.39,0.0,0.0,0.0,66.0,1.0,1.0,1.42,1.42
15,2015,Batavia,669.0,19.87,22.43,647.0,39808.0,68500.0,31.3,97.61,0.0,2.39,0.0,0.0,0.0,67.0,1.0,1.0,0.93,0.93
16,2016,Batavia,669.0,19.87,22.43,647.0,39808.0,68500.0,31.3,97.61,0.0,2.39,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0
