,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Jefferson,4626.0,7.34,24.72,342.0,32818.0,58900.0,22.5,96.91,0.11,1.73,0.19,0.39,0.02,472.0,0.0,0.0,0.0,0.0
1,2001,Jefferson,4626.0,7.34,24.72,342.0,32818.0,58900.0,22.5,96.91,0.11,1.73,0.19,0.39,0.02,476.0,2.0,1.0,0.21,0.41
2,2002,Jefferson,4626.0,7.34,24.72,342.0,32818.0,58900.0,22.5,96.91,0.11,1.73,0.19,0.39,0.02,476.0,4.0,4.0,0.75,0.75
3,2003,Jefferson,4626.0,7.34,24.72,342.0,32818.0,58900.0,22.5,96.91,0.11,1.73,0.19,0.39,0.02,480.0,5.0,5.0,0.97,0.97
4,2004,Jefferson,4626.0,7.34,24.72,342.0,32818.0,58900.0,22.5,96.91,0.11,1.73,0.19,0.39,0.02,482.0,5.0,5.0,0.96,0.96
5,2005,Jefferson,4218.0,2.51,26.76,482.0,39167.0,83300.0,24.4,96.75,0.0,3.25,0.0,0.0,0.0,486.0,6.0,5.0,0.95,1.3
6,2006,Jefferson,4218.0,2.51,26.76,482.0,39167.0,83300.0,24.4,96.75,0.0,3.25,0.0,0.0,0.0,488.0,6.0,5.0,1.1,1.25
7,2007,Jefferson,4218.0,2.51,26.76,482.0,39167.0,83300.0,24.4,96.75,0.0,3.25,0.0,0.0,0.0,490.0,4.0,4.0,0.8,0.8
8,2008,Jefferson,4218.0,2.51,26.76,482.0,39167.0,83300.0,24.4,96.75,0.0,3.25,0.0,0.0,0.0,493.0,5.0,5.0,1.0,1.0
9,2009,Jefferson,4218.0,2.51,26.76,482.0,39167.0,83300.0,24.4,96.75,0.0,3.25,0.0,0.0,0.0,494.0,6.0,5.0,1.05,1.19
10,2010,Jefferson,4345.0,7.62,28.0,524.0,44049.0,80300.0,30.4,96.59,0.12,2.28,0.12,0.18,0.0,497.0,5.0,5.0,0.97,0.97
11,2011,Jefferson,4272.0,11.38,27.99,586.0,44184.0,91700.0,31.2,94.01,0.09,3.07,0.0,0.73,0.07,499.0,9.0,5.0,0.94,1.82
12,2012,Jefferson,4272.0,11.38,27.99,586.0,44184.0,91700.0,31.2,94.01,0.09,3.07,0.0,0.73,0.07,499.0,6.0,6.0,1.16,1.16
13,2013,Jefferson,4272.0,11.38,27.99,586.0,44184.0,91700.0,31.2,94.01,0.09,3.07,0.0,0.73,0.07,500.0,5.0,4.0,0.73,0.93
14,2014,Jefferson,4272.0,11.38,27.99,586.0,44184.0,91700.0,31.2,94.01,0.09,3.07,0.0,0.73,0.07,499.0,15.0,11.0,2.15,2.92
15,2015,Jefferson,4272.0,11.38,27.99,586.0,44184.0,91700.0,31.2,94.01,0.09,3.07,0.0,0.73,0.07,501.0,7.0,5.0,1.03,1.43
16,2016,Jefferson,4272.0,11.38,27.99,586.0,44184.0,91700.0,31.2,94.01,0.09,3.07,0.0,0.73,0.07,501.0,2.0,2.0,0.48,0.48
