,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Everly,647.0,3.0,20.94,465.0,35278.0,56500.0,19.0,99.23,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0
1,2001,Everly,647.0,3.0,20.94,465.0,35278.0,56500.0,19.0,99.23,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
2,2002,Everly,647.0,3.0,20.94,465.0,35278.0,56500.0,19.0,99.23,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
3,2003,Everly,647.0,3.0,20.94,465.0,35278.0,56500.0,19.0,99.23,0.0,0.0,0.0,0.0,0.0,59.0,2.0,1.0,1.43,2.86
4,2004,Everly,647.0,3.0,20.94,465.0,35278.0,56500.0,19.0,99.23,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
5,2005,Everly,581.0,12.97,30.0,508.0,39205.0,66600.0,21.1,99.31,0.0,0.69,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
6,2006,Everly,581.0,12.97,30.0,508.0,39205.0,66600.0,21.1,99.31,0.0,0.69,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0
7,2007,Everly,581.0,12.97,30.0,508.0,39205.0,66600.0,21.1,99.31,0.0,0.69,0.0,0.0,0.0,56.0,1.0,1.0,1.52,1.52
8,2008,Everly,581.0,12.97,30.0,508.0,39205.0,66600.0,21.1,99.31,0.0,0.69,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
9,2009,Everly,581.0,12.97,30.0,508.0,39205.0,66600.0,21.1,99.31,0.0,0.69,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0
10,2010,Everly,603.0,9.74,20.0,531.0,40536.0,78100.0,21.0,98.67,0.0,1.0,0.17,0.0,0.0,54.0,0.0,0.0,0.0,0.0
11,2011,Everly,564.0,11.46,17.8,675.0,56250.0,81400.0,32.0,98.94,0.0,1.06,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
12,2012,Everly,564.0,11.46,17.8,675.0,56250.0,81400.0,32.0,98.94,0.0,1.06,0.0,0.0,0.0,55.0,2.0,0.0,0.0,3.08
13,2013,Everly,564.0,11.46,17.8,675.0,56250.0,81400.0,32.0,98.94,0.0,1.06,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0
14,2014,Everly,564.0,11.46,17.8,675.0,56250.0,81400.0,32.0,98.94,0.0,1.06,0.0,0.0,0.0,55.0,1.0,1.0,1.54,1.54
15,2015,Everly,564.0,11.46,17.8,675.0,56250.0,81400.0,32.0,98.94,0.0,1.06,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
16,2016,Everly,564.0,11.46,17.8,675.0,56250.0,81400.0,32.0,98.94,0.0,1.06,0.0,0.0,0.0,56.0,1.0,1.0,1.52,1.52
