,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Pocahontas,1970.0,9.12,16.53,312.0,30865.0,48700.0,20.3,98.48,0.25,0.51,0.15,0.1,0.0,170.0,0.0,0.0,0.0,0.0
1,2001,Pocahontas,1970.0,9.12,16.53,312.0,30865.0,48700.0,20.3,98.48,0.25,0.51,0.15,0.1,0.0,170.0,7.0,3.0,1.59,3.93
2,2002,Pocahontas,1970.0,9.12,16.53,312.0,30865.0,48700.0,20.3,98.48,0.25,0.51,0.15,0.1,0.0,169.0,1.0,1.0,0.42,0.42
3,2003,Pocahontas,1970.0,9.12,16.53,312.0,30865.0,48700.0,20.3,98.48,0.25,0.51,0.15,0.1,0.0,169.0,1.0,1.0,0.59,0.59
4,2004,Pocahontas,1970.0,9.12,16.53,312.0,30865.0,48700.0,20.3,98.48,0.25,0.51,0.15,0.1,0.0,169.0,0.0,0.0,0.0,0.0
5,2005,Pocahontas,1847.0,1.01,17.37,452.0,40768.0,60200.0,24.5,97.51,0.6,0.11,1.73,0.0,0.0,169.0,2.0,2.0,1.17,1.17
6,2006,Pocahontas,1847.0,1.01,17.37,452.0,40768.0,60200.0,24.5,97.51,0.6,0.11,1.73,0.0,0.0,169.0,28.0,28.0,16.72,16.72
7,2007,Pocahontas,1847.0,1.01,17.37,452.0,40768.0,60200.0,24.5,97.51,0.6,0.11,1.73,0.0,0.0,169.0,5.0,5.0,3.2,3.2
8,2008,Pocahontas,1847.0,1.01,17.37,452.0,40768.0,60200.0,24.5,97.51,0.6,0.11,1.73,0.0,0.0,169.0,0.0,0.0,0.0,0.0
9,2009,Pocahontas,1847.0,1.01,17.37,452.0,40768.0,60200.0,24.5,97.51,0.6,0.11,1.73,0.0,0.0,169.0,0.0,0.0,0.0,0.0
10,2010,Pocahontas,1789.0,5.86,20.31,493.0,37292.0,53100.0,26.0,97.48,0.34,1.34,0.06,0.06,0.11,169.0,1.0,1.0,0.43,0.43
11,2011,Pocahontas,1717.0,6.04,21.4,533.0,41447.0,64800.0,18.4,97.44,1.57,0.23,0.0,0.0,0.0,170.0,3.0,2.0,1.26,1.85
12,2012,Pocahontas,1717.0,6.04,21.4,533.0,41447.0,64800.0,18.4,97.44,1.57,0.23,0.0,0.0,0.0,172.0,2.0,1.0,0.58,0.99
13,2013,Pocahontas,1717.0,6.04,21.4,533.0,41447.0,64800.0,18.4,97.44,1.57,0.23,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0
14,2014,Pocahontas,1717.0,6.04,21.4,533.0,41447.0,64800.0,18.4,97.44,1.57,0.23,0.0,0.0,0.0,175.0,2.0,1.0,0.57,1.13
15,2015,Pocahontas,1717.0,6.04,21.4,533.0,41447.0,64800.0,18.4,97.44,1.57,0.23,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0
16,2016,Pocahontas,1717.0,6.04,21.4,533.0,41447.0,64800.0,18.4,97.44,1.57,0.23,0.0,0.0,0.0,179.0,2.0,2.0,1.11,1.11
