,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Denison,7339.0,12.09,34.97,379.0,33187.0,72500.0,20.9,79.52,1.43,17.36,0.22,0.82,0.01,915.0,0.0,0.0,0.0,0.0
1,2001,Denison,7339.0,12.09,34.97,379.0,33187.0,72500.0,20.9,79.52,1.43,17.36,0.22,0.82,0.01,924.0,10.0,4.0,0.48,1.12
2,2002,Denison,7339.0,12.09,34.97,379.0,33187.0,72500.0,20.9,79.52,1.43,17.36,0.22,0.82,0.01,936.0,12.0,9.0,0.97,1.28
3,2003,Denison,7339.0,12.09,34.97,379.0,33187.0,72500.0,20.9,79.52,1.43,17.36,0.22,0.82,0.01,945.0,5.0,2.0,0.19,0.49
4,2004,Denison,7339.0,12.09,34.97,379.0,33187.0,72500.0,20.9,79.52,1.43,17.36,0.22,0.82,0.01,956.0,11.0,10.0,1.0,1.18
5,2005,Denison,7214.0,5.38,33.47,468.0,44238.0,94300.0,25.1,61.27,1.14,36.86,0.29,0.17,0.0,966.0,6.0,5.0,0.49,0.67
6,2006,Denison,7214.0,5.38,33.47,468.0,44238.0,94300.0,25.1,61.27,1.14,36.86,0.29,0.17,0.0,974.0,7.0,6.0,0.65,0.73
7,2007,Denison,7214.0,5.38,33.47,468.0,44238.0,94300.0,25.1,61.27,1.14,36.86,0.29,0.17,0.0,985.0,5.0,5.0,0.48,0.48
8,2008,Denison,7214.0,5.38,33.47,468.0,44238.0,94300.0,25.1,61.27,1.14,36.86,0.29,0.17,0.0,994.0,4.0,4.0,0.43,0.43
9,2009,Denison,7214.0,5.38,33.47,468.0,44238.0,94300.0,25.1,61.27,1.14,36.86,0.29,0.17,0.0,1006.0,4.0,1.0,0.09,0.37
10,2010,Denison,8298.0,12.01,36.29,472.0,43898.0,87600.0,26.9,53.88,2.15,42.06,0.19,1.0,0.08,1015.0,5.0,4.0,0.35,0.53
11,2011,Denison,8383.0,19.98,32.01,542.0,44622.0,98300.0,25.0,48.92,1.38,45.71,1.17,0.61,0.0,1020.0,8.0,7.0,0.67,0.75
12,2012,Denison,8383.0,19.98,32.01,542.0,44622.0,98300.0,25.0,48.92,1.38,45.71,1.17,0.61,0.0,1025.0,5.0,4.0,0.42,0.52
13,2013,Denison,8383.0,19.98,32.01,542.0,44622.0,98300.0,25.0,48.92,1.38,45.71,1.17,0.61,0.0,1029.0,4.0,3.0,0.33,0.42
14,2014,Denison,8383.0,19.98,32.01,542.0,44622.0,98300.0,25.0,48.92,1.38,45.71,1.17,0.61,0.0,1030.0,9.0,8.0,0.75,0.84
15,2015,Denison,8383.0,19.98,32.01,542.0,44622.0,98300.0,25.0,48.92,1.38,45.71,1.17,0.61,0.0,1035.0,8.0,7.0,0.71,0.8
16,2016,Denison,8383.0,19.98,32.01,542.0,44622.0,98300.0,25.0,48.92,1.38,45.71,1.17,0.61,0.0,1040.0,5.0,5.0,0.44,0.44
