,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Mapleton,1416.0,11.21,21.13,405.0,29479.0,54100.0,21.3,98.38,0.07,0.56,0.14,0.14,0.0,125.0,0.0,0.0,0.0,0.0
1,2001,Mapleton,1416.0,11.21,21.13,405.0,29479.0,54100.0,21.3,98.38,0.07,0.56,0.14,0.14,0.0,125.0,1.0,1.0,0.65,0.65
2,2002,Mapleton,1416.0,11.21,21.13,405.0,29479.0,54100.0,21.3,98.38,0.07,0.56,0.14,0.14,0.0,125.0,5.0,4.0,3.12,3.64
3,2003,Mapleton,1416.0,11.21,21.13,405.0,29479.0,54100.0,21.3,98.38,0.07,0.56,0.14,0.14,0.0,124.0,1.0,1.0,0.65,0.65
4,2004,Mapleton,1416.0,11.21,21.13,405.0,29479.0,54100.0,21.3,98.38,0.07,0.56,0.14,0.14,0.0,124.0,1.0,1.0,0.53,0.53
5,2005,Mapleton,1338.0,6.4,18.32,490.0,35625.0,58400.0,23.8,97.53,0.0,2.47,0.0,0.0,0.0,124.0,4.0,1.0,1.05,3.15
6,2006,Mapleton,1338.0,6.4,18.32,490.0,35625.0,58400.0,23.8,97.53,0.0,2.47,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0
7,2007,Mapleton,1338.0,6.4,18.32,490.0,35625.0,58400.0,23.8,97.53,0.0,2.47,0.0,0.0,0.0,123.0,1.0,1.0,0.53,0.53
8,2008,Mapleton,1338.0,6.4,18.32,490.0,35625.0,58400.0,23.8,97.53,0.0,2.47,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0
9,2009,Mapleton,1338.0,6.4,18.32,490.0,35625.0,58400.0,23.8,97.53,0.0,2.47,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0
10,2010,Mapleton,1224.0,10.34,23.84,544.0,38456.0,63200.0,29.3,94.93,0.9,1.55,0.82,0.16,0.0,122.0,2.0,2.0,1.32,1.32
11,2011,Mapleton,1430.0,9.54,25.82,558.0,40294.0,81800.0,20.0,97.27,0.0,2.73,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0
12,2012,Mapleton,1430.0,9.54,25.82,558.0,40294.0,81800.0,20.0,97.27,0.0,2.73,0.0,0.0,0.0,121.0,1.0,1.0,0.54,0.54
13,2013,Mapleton,1430.0,9.54,25.82,558.0,40294.0,81800.0,20.0,97.27,0.0,2.73,0.0,0.0,0.0,121.0,1.0,1.0,0.54,0.54
14,2014,Mapleton,1430.0,9.54,25.82,558.0,40294.0,81800.0,20.0,97.27,0.0,2.73,0.0,0.0,0.0,120.0,1.0,1.0,0.67,0.67
15,2015,Mapleton,1430.0,9.54,25.82,558.0,40294.0,81800.0,20.0,97.27,0.0,2.73,0.0,0.0,0.0,120.0,1.0,1.0,0.54,0.54
16,2016,Mapleton,1430.0,9.54,25.82,558.0,40294.0,81800.0,20.0,97.27,0.0,2.73,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0
