,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Correctionville,851.0,17.37,19.83,346.0,24615.0,50800.0,27.3,95.53,0.0,3.88,0.12,0.24,0.0,71.0,1.0,1.0,0.48,0.96
1,2002,Correctionville,851.0,17.37,19.83,346.0,24615.0,50800.0,27.3,95.53,0.0,3.88,0.12,0.24,0.0,70.0,1.0,1.0,1.06,1.06
2,2003,Correctionville,851.0,17.37,19.83,346.0,24615.0,50800.0,27.3,95.53,0.0,3.88,0.12,0.24,0.0,69.0,1.0,1.0,0.98,0.98
3,2004,Correctionville,851.0,17.37,19.83,346.0,24615.0,50800.0,27.3,95.53,0.0,3.88,0.12,0.24,0.0,68.0,2.0,2.0,3.26,3.26
4,2005,Correctionville,826.0,17.03,14.86,471.0,40700.0,53800.0,43.8,100.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,1.0,2.11,2.11
5,2006,Correctionville,826.0,17.03,14.86,471.0,40700.0,53800.0,43.8,100.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,1.0,1.12,2.25
6,2007,Correctionville,826.0,17.03,14.86,471.0,40700.0,53800.0,43.8,100.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,1.0,2.27,2.79
7,2008,Correctionville,826.0,17.03,14.86,471.0,40700.0,53800.0,43.8,100.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,1.0,1.06,1.06
8,2009,Correctionville,826.0,17.03,14.86,471.0,40700.0,53800.0,43.8,100.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,1.0,1.17,1.17
9,2010,Correctionville,821.0,17.96,17.22,500.0,36875.0,56000.0,27.2,95.74,0.24,2.31,0.12,0.85,0.0,63.0,0.0,0.0,0.0,0.0
10,2011,Correctionville,806.0,10.28,13.82,496.0,40119.0,60900.0,22.1,92.93,0.0,3.97,0.0,0.87,0.0,64.0,1.0,1.0,1.16,1.16
11,2012,Correctionville,806.0,10.28,13.82,496.0,40119.0,60900.0,22.1,92.93,0.0,3.97,0.0,0.87,0.0,65.0,0.0,0.0,0.0,0.0
12,2013,Correctionville,806.0,10.28,13.82,496.0,40119.0,60900.0,22.1,92.93,0.0,3.97,0.0,0.87,0.0,67.0,2.0,1.0,1.52,2.53
13,2014,Correctionville,806.0,10.28,13.82,496.0,40119.0,60900.0,22.1,92.93,0.0,3.97,0.0,0.87,0.0,68.0,0.0,0.0,0.0,0.0
14,2015,Correctionville,806.0,10.28,13.82,496.0,40119.0,60900.0,22.1,92.93,0.0,3.97,0.0,0.87,0.0,69.0,0.0,0.0,0.0,0.0
15,2016,Correctionville,806.0,10.28,13.82,496.0,40119.0,60900.0,22.1,92.93,0.0,3.97,0.0,0.87,0.0,71.0,0.0,0.0,0.0,0.0
