,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Pleasantville,1539.0,7.1,25.69,400.0,40000.0,78400.0,21.7,96.95,0.06,1.49,0.39,0.65,0.0,152.0,0.0,0.0,0.0,0.0
1,2001,Pleasantville,1539.0,7.1,25.69,400.0,40000.0,78400.0,21.7,96.95,0.06,1.49,0.39,0.65,0.0,154.0,6.0,5.0,3.04,3.62
2,2002,Pleasantville,1539.0,7.1,25.69,400.0,40000.0,78400.0,21.7,96.95,0.06,1.49,0.39,0.65,0.0,158.0,3.0,1.0,0.61,1.75
3,2003,Pleasantville,1539.0,7.1,25.69,400.0,40000.0,78400.0,21.7,96.95,0.06,1.49,0.39,0.65,0.0,160.0,4.0,4.0,2.33,2.33
4,2004,Pleasantville,1539.0,7.1,25.69,400.0,40000.0,78400.0,21.7,96.95,0.06,1.49,0.39,0.65,0.0,161.0,2.0,2.0,1.11,1.11
5,2005,Pleasantville,1612.0,5.56,20.18,610.0,52500.0,106300.0,30.8,99.75,0.0,0.0,0.0,0.0,0.0,165.0,5.0,5.0,2.84,2.84
6,2006,Pleasantville,1612.0,5.56,20.18,610.0,52500.0,106300.0,30.8,99.75,0.0,0.0,0.0,0.0,0.0,167.0,7.0,6.0,3.34,3.92
7,2007,Pleasantville,1612.0,5.56,20.18,610.0,52500.0,106300.0,30.8,99.75,0.0,0.0,0.0,0.0,0.0,169.0,2.0,2.0,1.06,1.06
8,2008,Pleasantville,1612.0,5.56,20.18,610.0,52500.0,106300.0,30.8,99.75,0.0,0.0,0.0,0.0,0.0,171.0,6.0,6.0,3.23,3.23
9,2009,Pleasantville,1612.0,5.56,20.18,610.0,52500.0,106300.0,30.8,99.75,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0
10,2010,Pleasantville,1694.0,10.02,28.04,579.0,46250.0,105000.0,25.6,96.4,0.3,1.71,0.12,0.71,0.0,176.0,4.0,2.0,1.02,2.03
11,2011,Pleasantville,1819.0,8.6,30.45,581.0,48100.0,108700.0,19.7,95.27,0.0,1.21,0.0,1.65,0.0,179.0,1.0,1.0,0.5,0.5
12,2012,Pleasantville,1819.0,8.6,30.45,581.0,48100.0,108700.0,19.7,95.27,0.0,1.21,0.0,1.65,0.0,182.0,4.0,3.0,1.52,2.05
13,2013,Pleasantville,1819.0,8.6,30.45,581.0,48100.0,108700.0,19.7,95.27,0.0,1.21,0.0,1.65,0.0,184.0,3.0,1.0,0.52,1.53
14,2014,Pleasantville,1819.0,8.6,30.45,581.0,48100.0,108700.0,19.7,95.27,0.0,1.21,0.0,1.65,0.0,187.0,1.0,1.0,0.48,0.48
15,2015,Pleasantville,1819.0,8.6,30.45,581.0,48100.0,108700.0,19.7,95.27,0.0,1.21,0.0,1.65,0.0,190.0,4.0,2.0,0.95,1.89
16,2016,Pleasantville,1819.0,8.6,30.45,581.0,48100.0,108700.0,19.7,95.27,0.0,1.21,0.0,1.65,0.0,193.0,3.0,1.0,0.47,1.43
