,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Northwood,2050.0,7.9,26.37,340.0,33030.0,57200.0,19.3,96.39,0.1,2.39,0.1,0.2,0.0,232.0,0.0,0.0,0.0,0.0
1,2001,Northwood,2050.0,7.9,26.37,340.0,33030.0,57200.0,19.3,96.39,0.1,2.39,0.1,0.2,0.0,230.0,0.0,0.0,0.0,0.0
2,2002,Northwood,2050.0,7.9,26.37,340.0,33030.0,57200.0,19.3,96.39,0.1,2.39,0.1,0.2,0.0,228.0,2.0,1.0,0.42,1.01
3,2003,Northwood,2050.0,7.9,26.37,340.0,33030.0,57200.0,19.3,96.39,0.1,2.39,0.1,0.2,0.0,227.0,2.0,2.0,0.69,0.69
4,2004,Northwood,2050.0,7.9,26.37,340.0,33030.0,57200.0,19.3,96.39,0.1,2.39,0.1,0.2,0.0,224.0,2.0,2.0,0.82,0.82
5,2005,Northwood,1894.0,12.63,21.15,519.0,38250.0,83500.0,24.4,94.83,1.8,2.75,0.0,0.0,0.0,224.0,1.0,1.0,0.4,0.4
6,2006,Northwood,1894.0,12.63,21.15,519.0,38250.0,83500.0,24.4,94.83,1.8,2.75,0.0,0.0,0.0,221.0,2.0,2.0,1.04,1.04
7,2007,Northwood,1894.0,12.63,21.15,519.0,38250.0,83500.0,24.4,94.83,1.8,2.75,0.0,0.0,0.0,219.0,3.0,3.0,1.3,1.3
8,2008,Northwood,1894.0,12.63,21.15,519.0,38250.0,83500.0,24.4,94.83,1.8,2.75,0.0,0.0,0.0,217.0,5.0,3.0,1.23,2.1
9,2009,Northwood,1894.0,12.63,21.15,519.0,38250.0,83500.0,24.4,94.83,1.8,2.75,0.0,0.0,0.0,216.0,3.0,3.0,1.27,1.27
10,2010,Northwood,1989.0,8.72,24.75,500.0,43681.0,89900.0,24.9,95.98,0.45,2.26,0.15,0.1,0.0,213.0,3.0,3.0,1.33,1.33
11,2011,Northwood,2028.0,17.13,28.76,572.0,39583.0,95700.0,28.4,93.93,2.96,1.78,0.1,0.0,0.0,214.0,2.0,2.0,0.89,0.89
12,2012,Northwood,2028.0,17.13,28.76,572.0,39583.0,95700.0,28.4,93.93,2.96,1.78,0.1,0.0,0.0,215.0,2.0,2.0,0.75,0.75
13,2013,Northwood,2028.0,17.13,28.76,572.0,39583.0,95700.0,28.4,93.93,2.96,1.78,0.1,0.0,0.0,216.0,2.0,2.0,1.13,1.13
14,2014,Northwood,2028.0,17.13,28.76,572.0,39583.0,95700.0,28.4,93.93,2.96,1.78,0.1,0.0,0.0,217.0,6.0,2.0,0.85,2.6
15,2015,Northwood,2028.0,17.13,28.76,572.0,39583.0,95700.0,28.4,93.93,2.96,1.78,0.1,0.0,0.0,218.0,2.0,2.0,0.84,0.84
16,2016,Northwood,2028.0,17.13,28.76,572.0,39583.0,95700.0,28.4,93.93,2.96,1.78,0.1,0.0,0.0,218.0,1.0,0.0,0.0,0.31
