,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Sac City,2368.0,13.56,25.88,297.0,30300.0,46600.0,22.6,98.14,0.3,0.93,0.04,0.08,0.0,271.0,0.0,0.0,0.0,0.0
1,2001,Sac City,2368.0,13.56,25.88,297.0,30300.0,46600.0,22.6,98.14,0.3,0.93,0.04,0.08,0.0,270.0,0.0,0.0,0.0,0.0
2,2002,Sac City,2368.0,13.56,25.88,297.0,30300.0,46600.0,22.6,98.14,0.3,0.93,0.04,0.08,0.0,271.0,0.0,0.0,0.0,0.0
3,2003,Sac City,2368.0,13.56,25.88,297.0,30300.0,46600.0,22.6,98.14,0.3,0.93,0.04,0.08,0.0,269.0,1.0,1.0,0.37,0.37
4,2004,Sac City,2368.0,13.56,25.88,297.0,30300.0,46600.0,22.6,98.14,0.3,0.93,0.04,0.08,0.0,269.0,1.0,1.0,0.19,0.19
5,2005,Sac City,2383.0,8.77,27.56,560.0,37212.0,61100.0,34.5,100.0,0.0,0.0,0.0,0.0,0.0,271.0,1.0,1.0,0.37,0.37
6,2006,Sac City,2383.0,8.77,27.56,560.0,37212.0,61100.0,34.5,100.0,0.0,0.0,0.0,0.0,0.0,270.0,34.0,33.0,12.03,12.72
7,2007,Sac City,2383.0,8.77,27.56,560.0,37212.0,61100.0,34.5,100.0,0.0,0.0,0.0,0.0,0.0,270.0,5.0,4.0,1.65,1.99
8,2008,Sac City,2383.0,8.77,27.56,560.0,37212.0,61100.0,34.5,100.0,0.0,0.0,0.0,0.0,0.0,269.0,1.0,1.0,0.37,0.37
9,2009,Sac City,2383.0,8.77,27.56,560.0,37212.0,61100.0,34.5,100.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0
10,2010,Sac City,2220.0,3.03,28.19,548.0,42750.0,72800.0,24.5,98.11,0.14,0.23,0.0,0.23,0.0,269.0,0.0,0.0,0.0,0.0
11,2011,Sac City,2232.0,3.58,24.44,621.0,45528.0,68100.0,31.0,96.86,0.36,0.54,0.09,0.0,0.0,269.0,1.0,1.0,0.35,0.35
12,2012,Sac City,2232.0,3.58,24.44,621.0,45528.0,68100.0,31.0,96.86,0.36,0.54,0.09,0.0,0.0,268.0,1.0,1.0,0.37,0.37
13,2013,Sac City,2232.0,3.58,24.44,621.0,45528.0,68100.0,31.0,96.86,0.36,0.54,0.09,0.0,0.0,271.0,1.0,1.0,0.34,0.34
14,2014,Sac City,2232.0,3.58,24.44,621.0,45528.0,68100.0,31.0,96.86,0.36,0.54,0.09,0.0,0.0,271.0,1.0,0.0,0.0,0.34
15,2015,Sac City,2232.0,3.58,24.44,621.0,45528.0,68100.0,31.0,96.86,0.36,0.54,0.09,0.0,0.0,271.0,1.0,1.0,0.18,0.18
16,2016,Sac City,2232.0,3.58,24.44,621.0,45528.0,68100.0,31.0,96.86,0.36,0.54,0.09,0.0,0.0,271.0,1.0,1.0,0.37,0.37
