,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Fruitland,703.0,2.4,5.79,563.0,57250.0,114700.0,28.8,95.87,0.0,3.7,0.14,0.28,0.0,31.0,2.0,2.0,7.53,7.53
1,2002,Fruitland,703.0,2.4,5.79,563.0,57250.0,114700.0,28.8,95.87,0.0,3.7,0.14,0.28,0.0,31.0,3.0,2.0,7.31,8.19
2,2003,Fruitland,703.0,2.4,5.79,563.0,57250.0,114700.0,28.8,95.87,0.0,3.7,0.14,0.28,0.0,31.0,5.0,3.0,10.57,16.66
3,2004,Fruitland,703.0,2.4,5.79,563.0,57250.0,114700.0,28.8,95.87,0.0,3.7,0.14,0.28,0.0,31.0,1.0,1.0,3.58,3.58
4,2005,Fruitland,1191.0,7.5,6.08,438.0,71250.0,147800.0,50.0,95.13,0.0,3.86,0.0,1.01,0.0,32.0,3.0,1.0,3.55,7.95
5,2006,Fruitland,1191.0,7.5,6.08,438.0,71250.0,147800.0,50.0,95.13,0.0,3.86,0.0,1.01,0.0,32.0,5.0,3.0,9.59,14.75
6,2007,Fruitland,1191.0,7.5,6.08,438.0,71250.0,147800.0,50.0,95.13,0.0,3.86,0.0,1.01,0.0,32.0,5.0,4.0,12.33,16.58
7,2008,Fruitland,1191.0,7.5,6.08,438.0,71250.0,147800.0,50.0,95.13,0.0,3.86,0.0,1.01,0.0,32.0,1.0,1.0,2.67,3.51
8,2009,Fruitland,1191.0,7.5,6.08,438.0,71250.0,147800.0,50.0,95.13,0.0,3.86,0.0,1.01,0.0,32.0,5.0,4.0,11.25,15.43
9,2010,Fruitland,977.0,6.23,4.23,933.0,72188.0,154300.0,41.7,94.68,0.0,4.4,0.1,0.41,0.0,33.0,1.0,1.0,0.83,2.48
10,2011,Fruitland,1281.0,1.5,4.4,763.0,80217.0,149200.0,32.5,93.99,0.0,5.54,0.0,0.0,0.0,33.0,1.0,1.0,2.61,2.61
11,2012,Fruitland,1281.0,1.5,4.4,763.0,80217.0,149200.0,32.5,93.99,0.0,5.54,0.0,0.0,0.0,34.0,3.0,2.0,6.84,8.58
12,2013,Fruitland,1281.0,1.5,4.4,763.0,80217.0,149200.0,32.5,93.99,0.0,5.54,0.0,0.0,0.0,34.0,3.0,2.0,6.7,8.32
13,2014,Fruitland,1281.0,1.5,4.4,763.0,80217.0,149200.0,32.5,93.99,0.0,5.54,0.0,0.0,0.0,34.0,3.0,2.0,5.09,8.45
14,2015,Fruitland,1281.0,1.5,4.4,763.0,80217.0,149200.0,32.5,93.99,0.0,5.54,0.0,0.0,0.0,34.0,3.0,2.0,5.75,9.81
15,2016,Fruitland,1281.0,1.5,4.4,763.0,80217.0,149200.0,32.5,93.99,0.0,5.54,0.0,0.0,0.0,34.0,4.0,2.0,6.54,10.59
