,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Bayard,536.0,23.21,23.53,225.0,24444.0,32300.0,20.2,98.13,0.0,1.12,0.0,0.19,0.0,51.0,1.0,1.0,0.82,1.64
1,2001,Bayard,536.0,23.21,23.53,225.0,24444.0,32300.0,20.2,98.13,0.0,1.12,0.0,0.19,0.0,50.0,1.0,0.0,0.0,0.83
2,2002,Bayard,536.0,23.21,23.53,225.0,24444.0,32300.0,20.2,98.13,0.0,1.12,0.0,0.19,0.0,49.0,0.0,0.0,0.0,0.0
3,2003,Bayard,536.0,23.21,23.53,225.0,24444.0,32300.0,20.2,98.13,0.0,1.12,0.0,0.19,0.0,48.0,1.0,1.0,0.86,0.86
4,2004,Bayard,536.0,23.21,23.53,225.0,24444.0,32300.0,20.2,98.13,0.0,1.12,0.0,0.19,0.0,47.0,0.0,0.0,0.0,0.0
5,2005,Bayard,378.0,6.35,26.63,392.0,33125.0,33400.0,19.1,100.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,1.79,1.79
6,2006,Bayard,378.0,6.35,26.63,392.0,33125.0,33400.0,19.1,100.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,0.91,0.91
7,2007,Bayard,378.0,6.35,26.63,392.0,33125.0,33400.0,19.1,100.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1.0,0.93,0.93
8,2008,Bayard,378.0,6.35,26.63,392.0,33125.0,33400.0,19.1,100.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
9,2009,Bayard,378.0,6.35,26.63,392.0,33125.0,33400.0,19.1,100.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0
10,2010,Bayard,471.0,13.77,22.28,564.0,41731.0,42500.0,32.5,97.88,0.21,1.06,0.0,0.42,0.0,42.0,1.0,0.0,0.0,0.98
11,2011,Bayard,470.0,20.33,17.13,580.0,47721.0,40400.0,42.5,99.15,0.21,0.0,0.43,0.0,0.0,43.0,1.0,0.0,0.0,0.97
12,2012,Bayard,470.0,20.33,17.13,580.0,47721.0,40400.0,42.5,99.15,0.21,0.0,0.43,0.0,0.0,43.0,1.0,0.0,0.0,0.97
13,2013,Bayard,470.0,20.33,17.13,580.0,47721.0,40400.0,42.5,99.15,0.21,0.0,0.43,0.0,0.0,43.0,0.0,0.0,0.0,0.0
14,2014,Bayard,470.0,20.33,17.13,580.0,47721.0,40400.0,42.5,99.15,0.21,0.0,0.43,0.0,0.0,44.0,0.0,0.0,0.0,0.0
15,2015,Bayard,470.0,20.33,17.13,580.0,47721.0,40400.0,42.5,99.15,0.21,0.0,0.43,0.0,0.0,44.0,1.0,1.0,0.95,0.95
16,2016,Bayard,470.0,20.33,17.13,580.0,47721.0,40400.0,42.5,99.15,0.21,0.0,0.43,0.0,0.0,44.0,1.0,1.0,0.94,0.94
