,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Albion,592.0,15.95,14.41,428.0,36875.0,52000.0,19.4,97.97,0.0,1.01,0.0,0.68,0.0,31.0,1.0,1.0,2.17,2.17
1,2002,Albion,592.0,15.95,14.41,428.0,36875.0,52000.0,19.4,97.97,0.0,1.01,0.0,0.68,0.0,31.0,1.0,1.0,4.35,4.35
2,2003,Albion,592.0,15.95,14.41,428.0,36875.0,52000.0,19.4,97.97,0.0,1.01,0.0,0.68,0.0,30.0,0.0,0.0,0.0,0.0
3,2004,Albion,592.0,15.95,14.41,428.0,36875.0,52000.0,19.4,97.97,0.0,1.01,0.0,0.68,0.0,30.0,1.0,1.0,2.22,2.22
4,2005,Albion,530.0,6.33,17.35,750.0,39145.0,75000.0,16.4,94.72,0.0,2.45,0.0,0.0,0.0,30.0,1.0,1.0,4.44,4.44
5,2006,Albion,530.0,6.33,17.35,750.0,39145.0,75000.0,16.4,94.72,0.0,2.45,0.0,0.0,0.0,30.0,1.0,1.0,4.44,4.44
6,2007,Albion,530.0,6.33,17.35,750.0,39145.0,75000.0,16.4,94.72,0.0,2.45,0.0,0.0,0.0,30.0,1.0,1.0,4.44,4.44
7,2008,Albion,530.0,6.33,17.35,750.0,39145.0,75000.0,16.4,94.72,0.0,2.45,0.0,0.0,0.0,30.0,3.0,3.0,9.09,9.09
8,2009,Albion,530.0,6.33,17.35,750.0,39145.0,75000.0,16.4,94.72,0.0,2.45,0.0,0.0,0.0,30.0,1.0,1.0,4.55,4.55
9,2010,Albion,505.0,1.57,16.5,716.0,49659.0,69400.0,15.6,96.04,0.2,1.78,0.0,0.0,0.4,30.0,1.0,1.0,2.27,2.27
10,2011,Albion,468.0,0.0,4.08,600.0,53750.0,75300.0,32.5,92.74,0.0,1.5,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
11,2012,Albion,468.0,0.0,4.08,600.0,53750.0,75300.0,32.5,92.74,0.0,1.5,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
12,2013,Albion,468.0,0.0,4.08,600.0,53750.0,75300.0,32.5,92.74,0.0,1.5,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
13,2014,Albion,468.0,0.0,4.08,600.0,53750.0,75300.0,32.5,92.74,0.0,1.5,0.0,0.0,0.0,32.0,1.0,1.0,2.13,2.13
14,2015,Albion,468.0,0.0,4.08,600.0,53750.0,75300.0,32.5,92.74,0.0,1.5,0.0,0.0,0.0,32.0,1.0,1.0,2.13,2.13
15,2016,Albion,468.0,0.0,4.08,600.0,53750.0,75300.0,32.5,92.74,0.0,1.5,0.0,0.0,0.0,32.0,1.0,1.0,4.17,4.17
