,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Pacific Junction,507.0,7.63,11.73,583.0,36563.0,61000.0,31.7,96.06,0.0,0.99,0.2,0.59,0.39,25.0,0.0,0.0,0.0,0.0
1,2001,Pacific Junction,507.0,7.63,11.73,583.0,36563.0,61000.0,31.7,96.06,0.0,0.99,0.2,0.59,0.39,27.0,1.0,1.0,1.85,1.85
2,2002,Pacific Junction,507.0,7.63,11.73,583.0,36563.0,61000.0,31.7,96.06,0.0,0.99,0.2,0.59,0.39,28.0,1.0,1.0,5.26,5.26
3,2003,Pacific Junction,507.0,7.63,11.73,583.0,36563.0,61000.0,31.7,96.06,0.0,0.99,0.2,0.59,0.39,30.0,1.0,1.0,1.64,3.28
4,2004,Pacific Junction,507.0,7.63,11.73,583.0,36563.0,61000.0,31.7,96.06,0.0,0.99,0.2,0.59,0.39,32.0,1.0,1.0,3.08,3.08
5,2005,Pacific Junction,420.0,3.36,9.58,942.0,44375.0,74100.0,19.4,99.05,0.0,0.0,0.0,0.0,0.0,34.0,1.0,1.0,1.45,1.45
6,2006,Pacific Junction,420.0,3.36,9.58,942.0,44375.0,74100.0,19.4,99.05,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
7,2007,Pacific Junction,420.0,3.36,9.58,942.0,44375.0,74100.0,19.4,99.05,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,2.63,2.63
8,2008,Pacific Junction,420.0,3.36,9.58,942.0,44375.0,74100.0,19.4,99.05,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
9,2009,Pacific Junction,420.0,3.36,9.58,942.0,44375.0,74100.0,19.4,99.05,0.0,0.0,0.0,0.0,0.0,41.0,1.0,1.0,2.41,2.41
10,2010,Pacific Junction,471.0,16.92,18.88,772.0,41071.0,80500.0,32.5,95.54,0.0,2.12,0.64,0.0,0.42,43.0,1.0,1.0,1.15,1.15
11,2011,Pacific Junction,350.0,14.81,26.45,792.0,39688.0,71400.0,28.1,92.29,4.0,3.71,0.0,0.0,0.0,45.0,1.0,1.0,2.22,2.22
12,2012,Pacific Junction,350.0,14.81,26.45,792.0,39688.0,71400.0,28.1,92.29,4.0,3.71,0.0,0.0,0.0,46.0,1.0,1.0,1.09,3.26
13,2013,Pacific Junction,350.0,14.81,26.45,792.0,39688.0,71400.0,28.1,92.29,4.0,3.71,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
14,2014,Pacific Junction,350.0,14.81,26.45,792.0,39688.0,71400.0,28.1,92.29,4.0,3.71,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
15,2015,Pacific Junction,350.0,14.81,26.45,792.0,39688.0,71400.0,28.1,92.29,4.0,3.71,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
16,2016,Pacific Junction,350.0,14.81,26.45,792.0,39688.0,71400.0,28.1,92.29,4.0,3.71,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0
