,city name,total jobs,Age [0-29],Age [30-54],Age [55+],"Salary, Monthly [0-1250]","Salary, Monthly [1251-3333]","Salary, Monthly [3334+]",Jobs: Goods Producing,"Jobs: Trade, Transport, Utilities",Jobs: Other,work cities
266,"Hartley, IA",747,180,398,169,241,313,193,169,172,406,"['Sergeant Bluff, IA', 'Dickens, IA', 'Marcus, IA', 'Rock Rapids, IA', 'Peterson, IA', 'Panora, IA', 'Huxley, IA', 'Spencer, IA', 'Rock Valley, IA', 'Melcher-Dallas, IA', 'Maquoketa, IA', 'Pocahontas, IA', 'Sioux City, IA', 'Sioux Center, IA', 'Whittemore, IA', 'Osceola, IA', 'Dayton, IA', 'Dawson, IA', 'Jefferson, IA', 'Ida Grove, IA', 'Decorah, IA', 'Manning, IA', 'Cushing, IA', 'Waukee, IA', 'Linden, IA', 'Estherville, IA', 'Mason City, IA', 'Cedar Rapids, IA', 'Everly, IA', 'Independence, IA', 'Terril, IA', 'Superior, IA', 'Hartley, IA', 'Emmetsburg, IA', 'Carroll, IA', 'Maurice, IA', 'Webb, IA', 'Elk Run Heights, IA', 'Hospers, IA', 'Sutherland, IA', 'Norwalk, IA', 'Humboldt, IA', 'Boyden, IA', 'Red Oak, IA', 'Wahpeton, IA', 'Oelwein, IA', 'Lakeside, IA', 'Missouri Valley, IA', 'Greenville, IA', 'Eagle Grove, IA', 'Alton, IA', 'Ocheyedan, IA', 'Ashton, IA', 'Ruthven, IA', 'Albert City, IA', 'Harvey, IA', 'Aurelia, IA', 'Floyd, IA', 'Algona, IA', 'Clear Lake, IA', 'Carlisle, IA', 'Denison, IA', 'Clive, IA', 'Doon, IA', 'Altoona, IA', 'Exira, IA', 'Laurens, IA', 'Ankeny, IA', 'Ames, IA', 'Wall Lake, IA', 'Royal, IA', 'Vinton, IA', 'Orange City, IA', 'Paullina, IA', 'Cresco, IA', 'Hawarden, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Crystal Lake, IA', 'Sibley, IA', 'Meriden, IA', 'Storm Lake, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Lake Park, IA', 'Fruitland, IA', 'Le Mars, IA', 'Des Moines, IA', 'Fostoria, IA', 'Conesville, IA', 'Sanborn, IA', 'Cherokee, IA', 'Spirit Lake, IA', 'Ireton, IA', 'Milford, IA', 'Webster City, IA', 'Sheldon, IA', 'Harris, IA', 'Battle Creek, IA', 'Arnolds Park, IA', 'Primghar, IA', 'Albia, IA', 'Riverside, IA', 'Oxford, IA', 'Mount Pleasant, IA']"
267,"Hartwick, IA",381,78,240,63,97,137,147,103,92,186,"['Pella, IA', 'Muscatine, IA', 'New Hampton, IA', 'Tiffin, IA', 'Washington, IA', 'Ladora, IA', 'Creston, IA', 'Fort Dodge, IA', 'Belle Plaine, IA', 'Wilton, IA', 'Urbandale, IA', 'Hedrick, IA', 'Waukee, IA', 'Williamsburg, IA', 'Grinnell, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Fairfax, IA', 'Riverside, IA', 'Rathbun, IA', 'Spencer, IA', 'West Union, IA', 'Hills, IA', 'Davenport, IA', 'Mason City, IA', 'Van Horne, IA', 'Victor, IA', 'Algona, IA', 'Des Moines, IA', 'Parkersburg, IA', 'Blairstown, IA', 'University Heights, IA', 'Martelle, IA', 'Cedar Rapids, IA', 'Shueyville, IA', 'Wapello, IA', 'Chariton, IA', 'Coralville, IA', 'Lynnville, IA', 'Denison, IA', 'Clive, IA', 'Sigourney, IA', 'Osceola, IA', 'Marengo, IA', 'Tipton, IA', 'West Branch, IA', 'Iowa City, IA', 'Dubuque, IA', 'Bertram, IA', 'Bettendorf, IA', 'Robins, IA', 'Altoona, IA', 'Hiawatha, IA', 'Malcom, IA', 'Walford, IA', 'Riverdale, IA', 'Hartwick, IA', 'Marshalltown, IA', 'Ankeny, IA', 'Dawson, IA', 'Newton, IA', 'Anamosa, IA', 'Ames, IA', 'Clinton, IA', 'Windsor Heights, IA', 'Andover, IA', 'North Liberty, IA', 'Cedar Falls, IA', 'Guernsey, IA', 'Ely, IA', 'Bloomfield, IA', 'Monticello, IA', 'Toledo, IA', 'Brooklyn, IA', 'Elberon, IA', 'North English, IA', 'Oxford, IA', 'Mount Pleasant, IA']"
268,"Harvey, IA",1442,326,829,287,359,518,565,433,231,778,"['Sergeant Bluff, IA', 'Fort Madison, IA', 'Hedrick, IA', 'Atlantic, IA', 'Huxley, IA', 'Murray, IA', 'Indianola, IA', 'Spencer, IA', 'Davenport, IA', 'Patterson, IA', 'Mitchellville, IA', 'Melcher-Dallas, IA', 'Sioux City, IA', 'Kirkville, IA', 'Lacona, IA', 'Baxter, IA', 'Waterloo, IA', 'Camanche, IA', 'Sioux Center, IA', 'Osceola, IA', 'Marysville, IA', 'Iowa City, IA', 'De Soto, IA', 'Iowa Falls, IA', 'Keokuk, IA', 'Hiawatha, IA', 'What Cheer, IA', 'Windsor Heights, IA', 'Oskaloosa, IA', 'Prairie City, IA', 'Pella, IA', 'Muscatine, IA', 'Tiffin, IA', 'Waukee, IA', 'Mount Union, IA', 'Estherville, IA', 'West Burlington, IA', 'Fairfax, IA', 'Mason City, IA', 'Bussey, IA', 'Centerville, IA', 'Boxholm, IA', 'Cedar Rapids, IA', 'Chariton, IA', 'Grinnell, IA', 'Carroll, IA', 'Panorama Park, IA', 'Morley, IA', 'Bettendorf, IA', 'Robins, IA', 'Elk Run Heights, IA', 'Gilman, IA', 'Corning, IA', 'Asbury, IA', 'Norwalk, IA', 'Humboldt, IA', 'Red Oak, IA', 'Oelwein, IA', 'Lakeside, IA', 'Missouri Valley, IA', 'Bondurant, IA', 'Eagle Grove, IA', 'Clearfield, IA', 'Ottumwa, IA', 'Montezuma, IA', 'Harvey, IA', 'Williamsburg, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Pleasantville, IA', 'Shueyville, IA', 'Afton, IA', 'Carlisle, IA', 'Coralville, IA', 'Runnells, IA', 'Ackworth, IA', 'Clive, IA', 'Diagonal, IA', 'Gray, IA', 'Waverly, IA', 'Grimes, IA', 'University Park, IA', 'Altoona, IA', 'Ankeny, IA', 'Boone, IA', 'Swan, IA', 'Ames, IA', 'Council Bluffs, IA', 'Cedar Falls, IA', 'Britt, IA', 'West Des Moines, IA', 'Crystal Lake, IA', 'Winterset, IA', 'Brooklyn, IA', 'Kellogg, IA', 'Reasnor, IA', 'Meriden, IA', 'Washington, IA', 'Storm Lake, IA', 'Creston, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Evansdale, IA', 'New Sharon, IA', 'Bonaparte, IA', 'Des Moines, IA', 'Logan, IA', 'Lynnville, IA', 'Randalia, IA', 'Bertram, IA', 'Marshalltown, IA', 'Knoxville, IA', 'Newton, IA', 'Clinton, IA', 'Eddyville, IA', 'Kamrar, IA', 'Colfax, IA', 'Albia, IA', 'Monroe, IA', 'Mount Pleasant, IA']"
269,"Hastings, IA",184,38,79,67,50,87,47,21,38,125,"['Sergeant Bluff, IA', 'Creston, IA', 'Elkader, IA', 'Belle Plaine, IA', 'Fort Dodge, IA', 'Hastings, IA', 'Glenwood, IA', 'Malvern, IA', 'Sidney, IA', 'Atlantic, IA', 'Davenport, IA', 'Des Moines, IA', 'Cedar Rapids, IA', 'Sioux City, IA', 'Logan, IA', 'Essex, IA', 'Waterloo, IA', 'Denison, IA', 'Perry, IA', 'Clive, IA', 'Shenandoah, IA', 'Pacific Junction, IA', 'East Peru, IA', 'Bettendorf, IA', 'Sanborn, IA', 'Hiawatha, IA', 'Clarinda, IA', 'Imogene, IA', 'Ankeny, IA', 'Boone, IA', 'Webster City, IA', 'Ames, IA', 'Colo, IA', 'Silver City, IA', 'Orange City, IA', 'Council Bluffs, IA', 'Farragut, IA', 'Windsor Heights, IA', 'Onawa, IA', 'Red Oak, IA', 'Oelwein, IA', 'Macedonia, IA', 'Carter Lake, IA', 'Decorah, IA', 'Hamburg, IA']"
270,"Havelock, IA",770,188,409,173,278,312,180,152,177,441,"['Sergeant Bluff, IA', 'Dickens, IA', 'Rock Rapids, IA', 'Rutland, IA', 'Atlantic, IA', 'Swea City, IA', 'Spencer, IA', 'Alden, IA', 'Clarion, IA', 'Pocahontas, IA', 'Sioux City, IA', 'Manson, IA', 'Waterloo, IA', 'Bellevue, IA', 'Whittemore, IA', 'East Peru, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Hiawatha, IA', 'Dawson, IA', 'Jefferson, IA', 'Quimby, IA', 'Windsor Heights, IA', 'Ida Grove, IA', 'Toledo, IA', 'Gravity, IA', 'Cushing, IA', 'Morrison, IA', 'Ottosen, IA', 'Granger, IA', 'Waukee, IA', 'Clutier, IA', 'Corwith, IA', 'Mason City, IA', 'Fonda, IA', 'Emmetsburg, IA', 'Carroll, IA', 'Maurice, IA', 'Early, IA', 'Webb, IA', 'Rockwell City, IA', 'Allison, IA', 'Elk Run Heights, IA', 'Grand Junction, IA', 'Lake City, IA', 'Asbury, IA', 'Norwalk, IA', 'Grundy Center, IA', 'Humboldt, IA', 'Lakeside, IA', 'West Bend, IA', 'Woden, IA', 'Eagle Grove, IA', 'Marion, IA', 'Ottumwa, IA', 'Ruthven, IA', 'Albert City, IA', 'Nevada, IA', 'Johnston, IA', 'Palmer, IA', 'Dunlap, IA', 'Knierim, IA', 'Algona, IA', 'Newell, IA', 'Parkersburg, IA', 'Clear Lake, IA', 'Carlisle, IA', 'Coralville, IA', 'Corydon, IA', 'Denison, IA', 'Garner, IA', 'Perry, IA', 'Clive, IA', 'Shenandoah, IA', 'Ellsworth, IA', 'Altoona, IA', 'Laurens, IA', 'Curlew, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Audubon, IA', 'Pomeroy, IA', 'Wall Lake, IA', 'Plano, IA', 'Sac City, IA', 'Council Bluffs, IA', 'Traer, IA', 'Hawarden, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Roland, IA', 'Slater, IA', 'Storm Lake, IA', 'Creston, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Le Mars, IA', 'Belmond, IA', 'Des Moines, IA', 'Havelock, IA', 'Story City, IA', 'Rinard, IA', 'Wellsburg, IA', 'Fraser, IA', 'Stratford, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Knoxville, IA', 'Webster City, IA', 'Dakota City, IA', 'Arcadia, IA', 'Farnhamville, IA']"
271,"Haverhill, IA",480,102,260,118,111,173,196,128,98,254,"['Albion, IA', 'Indianola, IA', 'Davenport, IA', 'West Liberty, IA', 'Mitchellville, IA', 'Maquoketa, IA', 'Baxter, IA', 'Waterloo, IA', 'Sigourney, IA', 'Iowa City, IA', 'Hampton, IA', 'Iowa Falls, IA', 'Hiawatha, IA', 'Windsor Heights, IA', 'Eldridge, IA', 'Toledo, IA', 'Oskaloosa, IA', 'Pella, IA', 'Muscatine, IA', 'Tiffin, IA', 'Waukee, IA', 'Sheffield, IA', 'Mason City, IA', 'Webster, IA', 'Grinnell, IA', 'Blairstown, IA', 'Cedar Rapids, IA', 'Independence, IA', 'Janesville, IA', 'Conrad, IA', 'Liscomb, IA', 'Allison, IA', 'Elk Run Heights, IA', 'Robins, IA', 'Gilman, IA', 'Gilbert, IA', 'Norwalk, IA', 'Colo, IA', 'Denver, IA', 'Ottumwa, IA', 'Springville, IA', 'Nevada, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Maxwell, IA', 'Parkersburg, IA', 'Shueyville, IA', 'Coralville, IA', 'Columbus Junction, IA', 'Clive, IA', 'Burlington, IA', 'Fairfield, IA', 'University Park, IA', 'Altoona, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Haverhill, IA', 'Ferguson, IA', 'Vinton, IA', 'Lambs Grove, IA', 'Cresco, IA', 'Guernsey, IA', 'Cedar Falls, IA', 'Garwin, IA', 'West Des Moines, IA', 'Tama, IA', 'Slater, IA', 'Reasnor, IA', 'Rhodes, IA', 'Urbandale, IA', 'Melbourne, IA', 'Des Moines, IA', 'Urbana, IA', 'Steamboat Rock, IA', 'University Heights, IA', 'Lynnville, IA', 'Wyoming, IA', 'Story City, IA', 'Bertram, IA', 'Le Grand, IA', 'Readlyn, IA', 'Marshalltown, IA', 'Webster City, IA', 'Newton, IA', 'Clinton, IA', 'Dyersville, IA', 'North Liberty, IA', 'Albia, IA', 'State Center, IA', 'Mount Pleasant, IA', 'Hudson, IA']"
272,"Hawarden, IA",1156,275,624,257,368,515,273,425,255,476,"['Sergeant Bluff, IA', 'Dickens, IA', 'Marcus, IA', 'Rock Rapids, IA', 'Peterson, IA', 'Panora, IA', 'Spencer, IA', 'Rock Valley, IA', 'Melcher-Dallas, IA', 'Pocahontas, IA', 'Sioux City, IA', 'Hinton, IA', 'Reinbeck, IA', 'Waterloo, IA', 'Sioux Center, IA', 'Whittemore, IA', 'De Soto, IA', 'Protivin, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Hiawatha, IA', 'Akron, IA', 'Dawson, IA', 'Harlan, IA', 'Jefferson, IA', 'Windsor Heights, IA', 'Ida Grove, IA', 'Schleswig, IA', 'Pella, IA', 'Waukee, IA', 'Estherville, IA', 'West Burlington, IA', 'Forest City, IA', 'Mason City, IA', 'Low Moor, IA', 'Cedar Rapids, IA', 'Polk City, IA', 'Grinnell, IA', 'Carroll, IA', 'Maurice, IA', 'Rockwell City, IA', 'Bettendorf, IA', 'Robins, IA', 'Elk Run Heights, IA', 'Hospers, IA', 'Corning, IA', 'Merrill, IA', 'Norwalk, IA', 'Boyden, IA', 'Remsen, IA', 'Eagle Grove, IA', 'Alton, IA', 'Ocheyedan, IA', 'Ashton, IA', 'Larrabee, IA', 'Ruthven, IA', 'Glenwood, IA', 'Hull, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Fayette, IA', 'Aurelia, IA', 'Inwood, IA', 'Algona, IA', 'Clear Lake, IA', 'Shueyville, IA', 'Sloan, IA', 'Coralville, IA', 'Denison, IA', 'Clive, IA', 'Ellsworth, IA', 'Doon, IA', 'Grimes, IA', 'Burlington, IA', 'Nora Springs, IA', 'Altoona, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Orange City, IA', 'Sac City, IA', 'Paullina, IA', 'Council Bluffs, IA', 'Westfield, IA', 'Hawarden, IA', 'West Des Moines, IA', 'Crystal Lake, IA', 'Sibley, IA', 'Meriden, IA', 'Storm Lake, IA', 'Fort Dodge, IA', 'Le Mars, IA', 'Des Moines, IA', 'Larchwood, IA', 'Charles City, IA', 'Dolliver, IA', 'Stanhope, IA', 'Dubuque, IA', 'Conesville, IA', 'Cherokee, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Ireton, IA', 'Webster City, IA', 'Sheldon, IA', 'Harris, IA', 'Primghar, IA', 'Onawa, IA', 'Riverside, IA']"
273,"Hawkeye, IA",319,89,158,72,97,137,85,64,103,152,"['Morrison, IA', 'St. Ansgar, IA', 'New Hampton, IA', 'Raymond, IA', 'Elkader, IA', 'La Porte City, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Marquette, IA', 'Lincoln, IA', 'Nevada, IA', 'Johnston, IA', 'Fayette, IA', 'Hazleton, IA', 'Postville, IA', 'West Union, IA', 'Fairbank, IA', 'Ackley, IA', 'Mason City, IA', 'Mount Pleasant, IA', 'Bussey, IA', 'Des Moines, IA', 'Kalona, IA', 'Cedar Rapids, IA', 'Sioux City, IA', 'Eldora, IA', 'Independence, IA', 'Shueyville, IA', 'Kiron, IA', 'Waukon, IA', 'Randalia, IA', 'Waterloo, IA', 'Shell Rock, IA', 'Carroll, IA', 'St. Lucas, IA', 'Castalia, IA', 'Clive, IA', 'Marengo, IA', 'Ridgeway, IA', 'Fort Atkinson, IA', 'Iowa City, IA', 'Protivin, IA', 'Dubuque, IA', 'Waverly, IA', 'Hampton, IA', 'Waucoma, IA', 'Elk Run Heights, IA', 'Elgin, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Readlyn, IA', 'Hiawatha, IA', 'Arlington, IA', 'University Park, IA', 'Altoona, IA', 'Nashua, IA', 'Marshalltown, IA', 'Hawkeye, IA', 'Frederika, IA', 'Ankeny, IA', 'Stacyville, IA', 'Ames, IA', 'Vinton, IA', 'Fredericksburg, IA', 'Stanley, IA', 'Windsor Heights, IA', 'Cresco, IA', 'Lawler, IA', 'Cedar Falls, IA', 'Britt, IA', 'Slater, IA', 'Oelwein, IA', 'Winterset, IA', 'Decorah, IA', 'Sumner, IA', 'Luana, IA', 'Reasnor, IA', 'Guttenberg, IA']"
274,"Hazleton, IA",1171,259,676,236,319,454,398,337,265,569,"['Lisbon, IA', 'St. Ansgar, IA', 'Fort Madison, IA', 'Otho, IA', 'Panora, IA', 'Indianola, IA', 'Davenport, IA', 'Brandon, IA', 'Fairbank, IA', 'Clarion, IA', 'Pocahontas, IA', 'Sioux City, IA', 'Eldora, IA', 'Waterloo, IA', 'Bellevue, IA', 'Sioux Center, IA', 'Sigourney, IA', 'Iowa City, IA', 'Casey, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Hiawatha, IA', 'Hawkeye, IA', 'Clarksville, IA', 'Ryan, IA', 'Eldridge, IA', 'Toledo, IA', 'Monticello, IA', 'Decorah, IA', 'Mount Auburn, IA', 'Pella, IA', 'Morrison, IA', 'Muscatine, IA', 'New Hampton, IA', 'Center Point, IA', 'Waukee, IA', 'West Burlington, IA', 'Fairfax, IA', 'Forest City, IA', 'Mason City, IA', 'Dunkerton, IA', 'Blairstown, IA', 'Cedar Rapids, IA', 'Independence, IA', 'Jesup, IA', 'McIntire, IA', 'Northwood, IA', 'St. Lucas, IA', 'Castalia, IA', 'Randolph, IA', 'Morley, IA', 'Pacific Junction, IA', 'Bettendorf, IA', 'Robins, IA', 'Elk Run Heights, IA', 'Hospers, IA', 'Asbury, IA', 'Norwalk, IA', 'Grundy Center, IA', 'Denver, IA', 'Oelwein, IA', 'Luana, IA', 'Palo, IA', 'Guttenberg, IA', 'Marion, IA', 'Bristow, IA', 'Ottumwa, IA', 'Williamsburg, IA', 'Johnston, IA', 'Fayette, IA', 'Floyd, IA', 'Parkersburg, IA', 'Clear Lake, IA', 'Carlisle, IA', 'Waukon, IA', 'Corydon, IA', 'Garner, IA', 'Clive, IA', 'Shenandoah, IA', 'Kensett, IA', 'Waverly, IA', 'Grimes, IA', 'Walker, IA', 'St. Olaf, IA', 'Nora Springs, IA', 'Elgin, IA', 'University Park, IA', 'Ankeny, IA', 'Boone, IA', 'Wadena, IA', 'Ames, IA', 'Vinton, IA', 'Mount Vernon, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Traer, IA', 'Cedar Falls, IA', 'Britt, IA', 'West Des Moines, IA', 'Garwin, IA', 'Harpers Ferry, IA', 'Strawberry Point, IA', 'Aredale, IA', 'Creston, IA', 'Fort Dodge, IA', 'La Porte City, IA', 'Urbandale, IA', 'Lincoln, IA', 'Winthrop, IA', 'Evansdale, IA', 'Postville, IA', 'Hazleton, IA', 'West Union, IA', 'Urbana, IA', 'Des Moines, IA', 'Rake, IA', 'Farmersburg, IA', 'Farley, IA', 'Dallas Center, IA', 'Charles City, IA', 'Randalia, IA', 'Rinard, IA', 'Wellsburg, IA', 'Marengo, IA', 'Fort Atkinson, IA', 'Dubuque, IA', 'Bertram, IA', 'Sanborn, IA', 'Readlyn, IA', 'Riverdale, IA', 'Gilbertville, IA', 'Bennett, IA', 'Marshalltown, IA', 'Webster City, IA', 'New Albin, IA', 'Sheldon, IA', 'Dyersville, IA', 'Stanley, IA', 'Primghar, IA', 'Osage, IA', 'Duncombe, IA', 'Ely, IA', 'Preston, IA', 'Aurora, IA', 'Sumner, IA', 'Edgewood, IA', 'Mount Pleasant, IA']"
275,"Hedrick, IA",333,88,183,62,102,151,80,71,71,191,"['Tiffin, IA', 'Washington, IA', 'Ottumwa, IA', 'Belle Plaine, IA', 'Leon, IA', 'Urbandale, IA', 'Hedrick, IA', 'Harvey, IA', 'Waukee, IA', 'Williamsburg, IA', 'Johnston, IA', 'Le Mars, IA', 'West Burlington, IA', 'Franklin, IA', 'Rathbun, IA', 'New Sharon, IA', 'Spring Hill, IA', 'Mason City, IA', 'Eldon, IA', 'Webster, IA', 'Packwood, IA', 'Bussey, IA', 'Centerville, IA', 'Blairstown, IA', 'Cedar Rapids, IA', 'Chariton, IA', 'Fremont, IA', 'Melcher-Dallas, IA', 'Des Moines, IA', 'Polk City, IA', 'Grinnell, IA', 'Kirkville, IA', 'Carlisle, IA', 'Conrad, IA', 'Waterloo, IA', 'Carroll, IA', 'Denison, IA', 'Columbus Junction, IA', 'Clive, IA', 'Sigourney, IA', 'Pleasant Plain, IA', 'Clio, IA', 'Iowa City, IA', 'Waverly, IA', 'Conesville, IA', 'Burlington, IA', 'Elk Run Heights, IA', 'Mediapolis, IA', 'Iowa Falls, IA', 'Fairfield, IA', 'University Park, IA', 'Moulton, IA', 'De Witt, IA', 'Gilman, IA', 'Kalona, IA', 'Marshalltown, IA', 'Ankeny, IA', 'Knoxville, IA', 'Batavia, IA', 'Webster City, IA', 'Newton, IA', 'Ames, IA', 'Kinross, IA', 'Sageville, IA', 'Vinton, IA', 'Middletown, IA', 'Eddyville, IA', 'Windsor Heights, IA', 'Council Bluffs, IA', 'Traer, IA', 'North Liberty, IA', 'Cedar Falls, IA', 'Onawa, IA', 'West Des Moines, IA', 'Tama, IA', 'Keosauqua, IA', 'Keota, IA', 'Oskaloosa, IA', 'Richland, IA', 'North English, IA', 'Oxford, IA', 'Mount Pleasant, IA', 'South English, IA']"
276,"Henderson, IA",364,105,183,76,123,142,99,48,97,219,"['New Hampton, IA', 'Creston, IA', 'Ottumwa, IA', 'Oakland, IA', 'Urbandale, IA', 'Nodaway, IA', 'Glenwood, IA', 'Malvern, IA', 'Granger, IA', 'McClelland, IA', 'Hull, IA', 'Lamoni, IA', 'Atlantic, IA', 'Estherville, IA', 'Le Mars, IA', 'Johnston, IA', 'Davenport, IA', 'Bussey, IA', 'Low Moor, IA', 'Algona, IA', 'Des Moines, IA', 'Cedar Rapids, IA', 'Melcher-Dallas, IA', 'Logan, IA', 'Minden, IA', 'Grinnell, IA', 'Afton, IA', 'Henderson, IA', 'Orient, IA', 'Coralville, IA', 'Sioux City, IA', 'Waterloo, IA', 'Carroll, IA', 'Denison, IA', 'Guthrie Center, IA', 'Woodbine, IA', 'Clive, IA', 'Perry, IA', 'Randolph, IA', 'Shenandoah, IA', 'Sioux Center, IA', 'Iowa City, IA', 'Dubuque, IA', 'Pacific Junction, IA', 'Grimes, IA', 'Tennant, IA', 'Elk Run Heights, IA', 'New London, IA', 'Altoona, IA', 'Clarinda, IA', 'Marshalltown, IA', 'Asbury, IA', 'Ankeny, IA', 'Newton, IA', 'Ames, IA', 'Hancock, IA', 'Jefferson, IA', 'Sheldon, IA', 'Silver City, IA', 'Vinton, IA', 'Manilla, IA', 'Council Bluffs, IA', 'Windsor Heights, IA', 'Onawa, IA', 'Shelby, IA', 'Red Oak, IA', 'West Des Moines, IA', 'Bloomfield, IA', 'Crescent, IA', 'Carter Lake, IA', 'Missouri Valley, IA', 'Decorah, IA', 'Hamburg, IA', 'Carson, IA']"
