,city name,total jobs,Age [0-29],Age [30-54],Age [55+],"Salary, Monthly [0-1250]","Salary, Monthly [1251-3333]","Salary, Monthly [3334+]",Jobs: Goods Producing,"Jobs: Trade, Transport, Utilities",Jobs: Other,work cities
254,"Guernsey, IA",818,186,451,181,228,314,276,244,186,388,"['Lisbon, IA', 'Albion, IA', 'Fort Madison, IA', 'Huxley, IA', 'Davenport, IA', 'Alden, IA', 'Van Horne, IA', 'Melcher-Dallas, IA', 'Maquoketa, IA', 'Eldora, IA', 'Waterloo, IA', 'Iowa City, IA', 'New London, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Keokuk, IA', 'Hiawatha, IA', 'Walcott, IA', 'Nashua, IA', 'Clarksville, IA', 'What Cheer, IA', 'Windsor Heights, IA', 'Eldridge, IA', 'Toledo, IA', 'Monticello, IA', 'Oskaloosa, IA', 'Pella, IA', 'Muscatine, IA', 'Tiffin, IA', 'Le Claire, IA', 'Waukee, IA', 'Fairfax, IA', 'Mason City, IA', 'Bussey, IA', 'Webster, IA', 'Blairstown, IA', 'Martelle, IA', 'Cedar Rapids, IA', 'Fonda, IA', 'Grinnell, IA', 'Independence, IA', 'West Branch, IA', 'Tennant, IA', 'Liscomb, IA', 'Allison, IA', 'Gilman, IA', 'Asbury, IA', 'Fredericksburg, IA', 'Mechanicsville, IA', 'Bondurant, IA', 'Palo, IA', 'Ottumwa, IA', 'Montezuma, IA', 'Harvey, IA', 'Williamsburg, IA', 'Nevada, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Shueyville, IA', 'Coralville, IA', 'Waukon, IA', 'Denison, IA', 'Perry, IA', 'Clive, IA', 'Tipton, IA', 'Atkins, IA', 'Waverly, IA', 'Grimes, IA', 'Fairfield, IA', 'University Park, IA', 'Altoona, IA', 'Sully, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Vinton, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Guernsey, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Bloomfield, IA', 'Tama, IA', 'Slater, IA', 'Brooklyn, IA', 'North English, IA', 'Ladora, IA', 'Cambridge, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Melbourne, IA', 'Hills, IA', 'New Sharon, IA', 'Victor, IA', 'Des Moines, IA', 'University Heights, IA', 'Lynnville, IA', 'Story City, IA', 'Marengo, IA', 'Wellsburg, IA', 'Dubuque, IA', 'Jewell Junction, IA', 'Malcom, IA', 'Marshalltown, IA', 'Knoxville, IA', 'Webster City, IA', 'Minburn, IA', 'Newton, IA', 'Lockridge, IA', 'Clinton, IA', 'North Liberty, IA', 'Albia, IA', 'Ely, IA', 'Nichols, IA', 'Keota, IA', 'Oxford, IA', 'Mount Pleasant, IA']"
255,"Guthrie Center, IA",921,207,484,230,305,374,242,192,175,554,"['Sergeant Bluff, IA', 'Rock Rapids, IA', 'Panora, IA', 'Atlantic, IA', 'Huxley, IA', 'Wiota, IA', 'Spencer, IA', 'Westside, IA', 'Patterson, IA', 'Melcher-Dallas, IA', 'Moorhead, IA', 'Sioux City, IA', 'Eldora, IA', 'Avoca, IA', 'Madrid, IA', 'Osceola, IA', 'De Soto, IA', 'Casey, IA', 'Iowa Falls, IA', 'Clarksville, IA', 'Dawson, IA', 'Harlan, IA', 'Bedford, IA', 'Jefferson, IA', 'Quimby, IA', 'Rippey, IA', 'Stuart, IA', 'Windsor Heights, IA', 'Toledo, IA', 'Redfield, IA', 'Pella, IA', 'Waukee, IA', 'Linden, IA', 'Forest City, IA', 'Mason City, IA', 'Polk City, IA', 'Carroll, IA', 'Early, IA', 'Shannon City, IA', 'Bettendorf, IA', 'Tennant, IA', 'Greenfield, IA', 'Allison, IA', 'Adair, IA', 'Hospers, IA', 'Yetter, IA', 'Schaller, IA', 'Boyden, IA', 'Red Oak, IA', 'Lakeside, IA', 'Missouri Valley, IA', 'Larrabee, IA', 'Glenwood, IA', 'Massena, IA', 'Harvey, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Algona, IA', 'Clear Lake, IA', 'Willey, IA', 'Guthrie Center, IA', 'Woodbine, IA', 'Denison, IA', 'Perry, IA', 'Clive, IA', 'Van Meter, IA', 'Adel, IA', 'Shenandoah, IA', 'Grimes, IA', 'Altoona, IA', 'Exira, IA', 'Laurens, IA', 'Ankeny, IA', 'Boone, IA', 'Woodward, IA', 'Ames, IA', 'Audubon, IA', 'Pomeroy, IA', 'Wall Lake, IA', 'Council Bluffs, IA', 'Shelby, IA', 'West Des Moines, IA', 'Carter Lake, IA', 'Reasnor, IA', 'Lidderdale, IA', 'Storm Lake, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Nodaway, IA', 'Le Mars, IA', 'Des Moines, IA', 'Anita, IA', 'Lynnville, IA', 'Dallas Center, IA', 'Story City, IA', 'Rinard, IA', 'Stanhope, IA', 'Coon Rapids, IA', 'Jewell Junction, IA', 'Dexter, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Cumberland, IA', 'Webster City, IA', 'Newton, IA', 'Sheldon, IA', 'Arnolds Park, IA', 'Onawa, IA']"
256,"Guttenberg, IA",1430,316,787,327,436,638,356,340,325,765,"['Lisbon, IA', 'Marquette, IA', 'Garnavillo, IA', 'Atlantic, IA', 'Huxley, IA', 'Indianola, IA', 'Spencer, IA', 'Davenport, IA', 'West Liberty, IA', 'Pocahontas, IA', 'Maquoketa, IA', 'Sioux City, IA', 'Worthington, IA', 'Hopkinton, IA', 'Waterloo, IA', 'Sioux Center, IA', 'Sigourney, IA', 'Osceola, IA', 'Danbury, IA', 'Iowa City, IA', 'Hampton, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Hiawatha, IA', 'Nashua, IA', 'Harlan, IA', 'Delaware, IA', 'Windsor Heights, IA', 'Farragut, IA', 'Lawler, IA', 'Eldridge, IA', 'Monticello, IA', 'Decorah, IA', 'Morrison, IA', 'Muscatine, IA', 'New Hampton, IA', 'Elkader, IA', 'Linden, IA', 'Fairfax, IA', 'Mason City, IA', 'Dunkerton, IA', 'Cedar Rapids, IA', 'Grinnell, IA', 'Independence, IA', 'New Vienna, IA', 'Janesville, IA', 'Jesup, IA', 'McIntire, IA', 'Castalia, IA', 'Panorama Park, IA', 'West Branch, IA', 'Bettendorf, IA', 'Allison, IA', 'Elk Run Heights, IA', 'Robins, IA', 'Grand Junction, IA', 'Asbury, IA', 'Grundy Center, IA', 'Denver, IA', 'Oelwein, IA', 'Lakeside, IA', 'Solon, IA', 'Luana, IA', 'Palo, IA', 'Guttenberg, IA', 'Marion, IA', 'Epworth, IA', 'Ottumwa, IA', 'Lansing, IA', 'Glenwood, IA', 'Harvey, IA', 'Nevada, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Floyd, IA', 'Parkersburg, IA', 'Shueyville, IA', 'Carlisle, IA', 'Coralville, IA', 'Waukon, IA', 'Corydon, IA', 'Garner, IA', 'Perry, IA', 'Clive, IA', 'Adel, IA', 'Ellsworth, IA', 'Waverly, IA', 'Grimes, IA', 'St. Olaf, IA', 'Burlington, IA', 'Nora Springs, IA', 'Elgin, IA', 'Altoona, IA', 'Ankeny, IA', 'Boone, IA', 'Wadena, IA', 'Panama, IA', 'Ames, IA', 'Sageville, IA', 'Vinton, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Tama, IA', 'Brooklyn, IA', 'Harpers Ferry, IA', 'Strawberry Point, IA', 'Washington, IA', 'Creston, IA', 'Fort Dodge, IA', 'La Porte City, IA', 'Urbandale, IA', 'Evansdale, IA', 'Hazleton, IA', 'Postville, IA', 'West Union, IA', 'Urbana, IA', 'Des Moines, IA', 'University Heights, IA', 'Farmersburg, IA', 'Farley, IA', 'Charles City, IA', 'Randalia, IA', 'Cascade, IA', 'Monona, IA', 'Dubuque, IA', 'Bertram, IA', 'Peosta, IA', 'Readlyn, IA', 'Greeley, IA', 'Marshalltown, IA', 'Newton, IA', 'New Albin, IA', 'Anamosa, IA', 'Clinton, IA', 'Sheldon, IA', 'Dyersville, IA', 'North Liberty, IA', 'Osage, IA', 'Ely, IA', 'Riverside, IA', 'Edgewood, IA', 'Fort Atkinson, IA']"
257,"Hamburg, IA",734,154,389,191,196,309,229,120,202,412,"['Blanchard, IA', 'Sergeant Bluff, IA', 'Stanton, IA', 'Atlantic, IA', 'Indianola, IA', 'Rathbun, IA', 'Spencer, IA', 'Davenport, IA', 'Sioux City, IA', 'Eldora, IA', 'Hinton, IA', 'Waterloo, IA', 'Bellevue, IA', 'Portsmouth, IA', 'Macksburg, IA', 'Iowa City, IA', 'Casey, IA', 'Keokuk, IA', 'Hiawatha, IA', 'Harlan, IA', 'Windsor Heights, IA', 'Farragut, IA', 'Lenox, IA', 'Oskaloosa, IA', 'Carson, IA', 'Morrison, IA', 'Tiffin, IA', 'Waukee, IA', 'West Burlington, IA', 'Mason City, IA', 'Low Moor, IA', 'Cedar Rapids, IA', 'Chariton, IA', 'Underwood, IA', 'Carroll, IA', 'Randolph, IA', 'Pacific Junction, IA', 'Greenfield, IA', 'Elk Run Heights, IA', 'Clarinda, IA', 'Grundy Center, IA', 'Humboldt, IA', 'Red Oak, IA', 'Lakeside, IA', 'Missouri Valley, IA', 'Glenwood, IA', 'Malvern, IA', 'Nevada, IA', 'Sidney, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Algona, IA', 'Coralville, IA', 'Charter Oak, IA', 'Denison, IA', 'Clive, IA', 'Shenandoah, IA', 'Waverly, IA', 'Exira, IA', 'Grandview, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Hancock, IA', 'Audubon, IA', 'Council Bluffs, IA', 'Shelby, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Bloomfield, IA', 'Carter Lake, IA', 'New Hartford, IA', 'Hamburg, IA', 'Washington, IA', 'Storm Lake, IA', 'Creston, IA', 'Fort Dodge, IA', 'Oakland, IA', 'Urbandale, IA', 'Evansdale, IA', 'Des Moines, IA', 'Anita, IA', 'Dallas Center, IA', 'Story City, IA', 'Marengo, IA', 'Dubuque, IA', 'Dexter, IA', 'Walnut, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Webster City, IA', 'Sheldon, IA', 'Silver City, IA', 'Primghar, IA', 'Onawa, IA', 'Duncombe, IA', 'Riverside, IA', 'Oxford, IA']"
258,"Hampton, IA",2151,480,1123,548,655,988,508,520,423,1208,"['St. Ansgar, IA', 'Sergeant Bluff, IA', 'Marcus, IA', 'Fort Madison, IA', 'Rock Rapids, IA', 'Riverside, IA', 'Atlantic, IA', 'Indianola, IA', 'Spencer, IA', 'Davenport, IA', 'Fairbank, IA', 'Alden, IA', 'Geneva, IA', 'Clarion, IA', 'Sioux City, IA', 'Maquoketa, IA', 'Eldora, IA', 'Waterloo, IA', 'Bellevue, IA', 'Sigourney, IA', 'Osceola, IA', 'Iowa City, IA', 'Hampton, IA', 'Sioux Rapids, IA', 'Iowa Falls, IA', 'Morning Sun, IA', 'Hiawatha, IA', 'Joice, IA', 'Clarksville, IA', 'What Cheer, IA', 'Akron, IA', 'Delaware, IA', 'Stacyville, IA', 'Windsor Heights, IA', 'Greene, IA', 'Eldridge, IA', 'Toledo, IA', 'Schleswig, IA', 'Decorah, IA', 'Oskaloosa, IA', 'Dougherty, IA', 'Morrison, IA', 'Muscatine, IA', 'New Hampton, IA', 'Tiffin, IA', 'Ottosen, IA', 'Elkader, IA', 'Waukee, IA', 'Zearing, IA', 'Estherville, IA', 'Corwith, IA', 'Fairfax, IA', 'Sheffield, IA', 'Forest City, IA', 'Ackley, IA', 'Mason City, IA', 'Low Moor, IA', 'Centerville, IA', 'Cedar Rapids, IA', 'Grinnell, IA', 'Chariton, IA', 'Independence, IA', 'New Vienna, IA', 'Janesville, IA', 'Grant, IA', 'Emmetsburg, IA', 'Northwood, IA', 'Carroll, IA', 'Woolstock, IA', 'Morley, IA', 'Webb, IA', 'Owasa, IA', 'Bettendorf, IA', 'Waucoma, IA', 'Greenfield, IA', 'Allison, IA', 'Elk Run Heights, IA', 'Thornton, IA', 'Robins, IA', 'Gilbert, IA', 'Hospers, IA', 'Asbury, IA', 'Merrill, IA', 'Norwalk, IA', 'Grundy Center, IA', 'Humboldt, IA', 'Oelwein, IA', 'Solon, IA', 'Luana, IA', 'Woden, IA', 'Eagle Grove, IA', 'Bristow, IA', 'West Okoboji, IA', 'Ottumwa, IA', 'Goldfield, IA', 'Renwick, IA', 'Nevada, IA', 'Williamsburg, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Armstrong, IA', 'Coulter, IA', 'Floyd, IA', 'Algona, IA', 'Parkersburg, IA', 'Clear Lake, IA', 'Coralville, IA', 'Waukon, IA', 'Denison, IA', 'Garner, IA', 'Clive, IA', 'Wallingford, IA', 'Tipton, IA', 'Ellsworth, IA', 'Waverly, IA', 'Grimes, IA', 'Burlington, IA', 'Nora Springs, IA', 'Altoona, IA', 'Exira, IA', 'Frederika, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Sageville, IA', 'Audubon, IA', 'Orange City, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Traer, IA', 'Cedar Falls, IA', 'Britt, IA', 'West Des Moines, IA', 'Bloomfield, IA', 'Roland, IA', 'Tama, IA', 'Crystal Lake, IA', 'Chester, IA', 'Popejoy, IA', 'New Hartford, IA', 'Aredale, IA', 'Storm Lake, IA', 'Fort Dodge, IA', 'Urbandale, IA', 'Lake Park, IA', 'Fruitland, IA', 'Evansdale, IA', 'Belmond, IA', 'Des Moines, IA', 'Rake, IA', 'University Heights, IA', 'Charles City, IA', 'Story City, IA', 'Williams, IA', 'Marengo, IA', 'Wellsburg, IA', 'Lake Mills, IA', 'Fort Atkinson, IA', 'Coon Rapids, IA', 'Dubuque, IA', 'Le Grand, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Webster City, IA', 'Newton, IA', 'Clinton, IA', 'Dyersville, IA', 'Eddyville, IA', 'Arnolds Park, IA', 'North Liberty, IA', 'Duncombe, IA', 'Osage, IA', 'Ely, IA', 'Onawa, IA', 'Rockford, IA', 'Mount Pleasant, IA']"
259,"Hancock, IA",445,135,205,105,122,213,110,112,117,216,"['Pella, IA', 'Morrison, IA', 'Sergeant Bluff, IA', 'Creston, IA', 'Elkader, IA', 'Oakland, IA', 'Ottumwa, IA', 'Urbandale, IA', 'McClelland, IA', 'Williamsburg, IA', 'Stanton, IA', 'Atlantic, IA', 'Le Mars, IA', 'West Burlington, IA', 'Evansdale, IA', 'Postville, IA', 'Fairfax, IA', 'Indianola, IA', 'Wiota, IA', 'Spencer, IA', 'Lewis, IA', 'Davenport, IA', 'Mason City, IA', 'Algona, IA', 'Des Moines, IA', 'Cedar Rapids, IA', 'Pocahontas, IA', 'Minden, IA', 'Sioux City, IA', 'Blue Grass, IA', 'Henderson, IA', 'Avoca, IA', 'Willey, IA', 'Grant, IA', 'Charles City, IA', 'Waterloo, IA', 'Carroll, IA', 'Denison, IA', 'Woodbine, IA', 'Columbus Junction, IA', 'Clive, IA', 'Randolph, IA', 'Osceola, IA', 'Shenandoah, IA', 'Iowa City, IA', 'Dubuque, IA', 'Coon Rapids, IA', 'Dexter, IA', 'Pacific Junction, IA', 'Bettendorf, IA', 'Tennant, IA', 'Walnut, IA', 'Elk Run Heights, IA', 'University Park, IA', 'Hiawatha, IA', 'Clarinda, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Kirkman, IA', 'Yetter, IA', 'Ankeny, IA', 'Harlan, IA', 'Panama, IA', 'Ames, IA', 'Hancock, IA', 'Bedford, IA', 'Silver City, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Onawa, IA', 'Cedar Falls, IA', 'Red Oak, IA', 'West Des Moines, IA', 'Shelby, IA', 'Bagley, IA', 'Carter Lake, IA', 'Missouri Valley, IA', 'Manning, IA', 'Mount Pleasant, IA', 'Carson, IA']"
260,"Hanlontown, IA",272,66,149,57,75,99,98,49,58,165,"['Sergeant Bluff, IA', 'Ottumwa, IA', 'Coggon, IA', 'Fort Dodge, IA', 'Rockwell, IA', 'Urbandale, IA', 'Colwell, IA', 'Waukee, IA', 'Williamsburg, IA', 'Atlantic, IA', 'Estherville, IA', 'Fairfax, IA', 'Sheffield, IA', 'Spencer, IA', 'Davenport, IA', 'Forest City, IA', 'Belmond, IA', 'Mason City, IA', 'Des Moines, IA', 'Clarion, IA', 'Cedar Rapids, IA', 'Maquoketa, IA', 'Sioux City, IA', 'Clear Lake, IA', 'Manly, IA', 'Milton, IA', 'Northwood, IA', 'Waterloo, IA', 'Garner, IA', 'Clive, IA', 'Lake Mills, IA', 'Stanhope, IA', 'Iowa City, IA', 'Dubuque, IA', 'Hampton, IA', 'Bettendorf, IA', 'Burlington, IA', 'Nora Springs, IA', 'Stratford, IA', 'Iowa Falls, IA', 'Manchester, IA', 'Robins, IA', 'Moulton, IA', 'Altoona, IA', 'Spirit Lake, IA', 'Ankeny, IA', 'Webster City, IA', 'Norwalk, IA', 'Ames, IA', 'Windsor Heights, IA', 'Arnolds Park, IA', 'Osage, IA', 'Cedar Falls, IA', 'Albia, IA', 'Crystal Lake, IA']"
261,"Harcourt, IA",218,52,127,39,58,87,73,42,49,127,"['Ottosen, IA', 'Ottumwa, IA', 'Fort Dodge, IA', 'Otho, IA', 'Pleasant Hill, IA', 'Murray, IA', 'Palmer, IA', 'Spencer, IA', 'Davenport, IA', 'Alden, IA', 'Mason City, IA', 'Knierim, IA', 'Des Moines, IA', 'Boxholm, IA', 'Blairstown, IA', 'Cedar Rapids, IA', 'Sioux City, IA', 'Lynnville, IA', 'Charles City, IA', 'Manson, IA', 'Emmetsburg, IA', 'Waterloo, IA', 'Carroll, IA', 'Sioux Center, IA', 'Garner, IA', 'Shenandoah, IA', 'Adel, IA', 'Rinard, IA', 'Lake Mills, IA', 'Iowa City, IA', 'Dubuque, IA', 'Lehigh, IA', 'Grimes, IA', 'Le Grand, IA', 'Dayton, IA', 'Callender, IA', 'Stratford, IA', 'De Witt, IA', 'Grand Junction, IA', 'Marshalltown, IA', 'Lake City, IA', 'Ankeny, IA', 'Dawson, IA', 'Boone, IA', 'Webster City, IA', 'Newton, IA', 'Norwalk, IA', 'Ames, IA', 'Humboldt, IA', 'Windsor Heights, IA', 'Cedar Falls, IA', 'Red Oak, IA', 'Ida Grove, IA', 'West Des Moines, IA', 'Bagley, IA', 'Duncombe, IA', 'Farnhamville, IA', 'Eagle Grove, IA']"
262,"Hardy, IA",300,69,177,54,92,120,88,69,75,156,"['Livermore, IA', 'Ottosen, IA', 'Storm Lake, IA', 'Fort Dodge, IA', 'Larrabee, IA', 'Goldfield, IA', 'Urbandale, IA', 'Rutland, IA', 'Nevada, IA', 'Johnston, IA', 'Agency, IA', 'Corwith, IA', 'Eagle Grove, IA', 'Swea City, IA', 'Sheffield, IA', 'Mason City, IA', 'Algona, IA', 'Des Moines, IA', 'Clarion, IA', 'Sioux City, IA', 'Eldora, IA', 'Hardy, IA', 'Manson, IA', 'Carroll, IA', 'Denison, IA', 'Garner, IA', 'Havelock, IA', 'Clive, IA', 'Whittemore, IA', 'Shenandoah, IA', 'Hampton, IA', 'Curlew, IA', 'Ogden, IA', 'Cherokee, IA', 'Hospers, IA', 'Marshalltown, IA', 'Ankeny, IA', 'Boone, IA', 'Webster City, IA', 'Ames, IA', 'Sheldon, IA', 'Wall Lake, IA', 'Pomeroy, IA', 'Battle Creek, IA', 'Dakota City, IA', 'Humboldt, IA', 'Council Bluffs, IA', 'Shelby, IA', 'Duncombe, IA', 'Lakeside, IA', 'West Bend, IA', 'Woden, IA', 'Meriden, IA']"
263,"Harlan, IA",2026,449,1042,535,693,843,490,321,532,1173,"['Sergeant Bluff, IA', 'Marcus, IA', 'Atlantic, IA', 'Indianola, IA', 'Wiota, IA', 'Davenport, IA', 'Rock Valley, IA', 'Melcher-Dallas, IA', 'Minden, IA', 'Sioux City, IA', 'Henderson, IA', 'Avoca, IA', 'Waterloo, IA', 'Portsmouth, IA', 'Osceola, IA', 'Danbury, IA', 'Iowa City, IA', 'De Soto, IA', 'Casey, IA', 'Hiawatha, IA', 'Kirkman, IA', 'Harlan, IA', 'Bedford, IA', 'Windsor Heights, IA', 'Farragut, IA', 'Stuart, IA', 'Ida Grove, IA', 'Schleswig, IA', 'Decorah, IA', 'Manning, IA', 'Muscatine, IA', 'McClelland, IA', 'Waukee, IA', 'Forest City, IA', 'Mason City, IA', 'Bussey, IA', 'Low Moor, IA', 'Kalona, IA', 'Centerville, IA', 'Blairstown, IA', 'Cedar Rapids, IA', 'Independence, IA', 'Underwood, IA', 'Carroll, IA', 'Bettendorf, IA', 'Tennant, IA', 'Greenfield, IA', 'Robins, IA', 'Elk Run Heights, IA', 'Clarinda, IA', 'Hospers, IA', 'Lake City, IA', 'Corning, IA', 'Magnolia, IA', 'Defiance, IA', 'Norwalk, IA', 'Red Oak, IA', 'Macedonia, IA', 'Lakeside, IA', 'Missouri Valley, IA', 'Eagle Grove, IA', 'Marion, IA', 'Larrabee, IA', 'Glenwood, IA', 'Harvey, IA', 'Williamsburg, IA', 'Hull, IA', 'Johnston, IA', 'Pleasant Hill, IA', 'Algona, IA', 'Orient, IA', 'Woodbine, IA', 'Charter Oak, IA', 'Denison, IA', 'Guthrie Center, IA', 'Perry, IA', 'Clive, IA', 'Shenandoah, IA', 'Adel, IA', 'Gray, IA', 'Waverly, IA', 'Elk Horn, IA', 'Fairfield, IA', 'Altoona, IA', 'Exira, IA', 'Soldier, IA', 'Ankeny, IA', 'Boone, IA', 'Kingsley, IA', 'Panama, IA', 'Hancock, IA', 'Ames, IA', 'Audubon, IA', 'Wall Lake, IA', 'Orange City, IA', 'Sac City, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Shelby, IA', 'Cedar Falls, IA', 'Britt, IA', 'West Des Moines, IA', 'Carter Lake, IA', 'Hamburg, IA', 'Meriden, IA', 'Aredale, IA', 'Storm Lake, IA', 'Creston, IA', 'Fort Dodge, IA', 'Oakland, IA', 'Urbandale, IA', 'Nodaway, IA', 'Le Mars, IA', 'West Union, IA', 'Deloit, IA', 'Belmond, IA', 'Victor, IA', 'Des Moines, IA', 'Anita, IA', 'University Heights, IA', 'Logan, IA', 'Kimballton, IA', 'Coon Rapids, IA', 'Dubuque, IA', 'Conesville, IA', 'Walnut, IA', 'Cherokee, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Ireton, IA', 'Milford, IA', 'Cumberland, IA', 'Knoxville, IA', 'Newton, IA', 'Silver City, IA', 'Buck Grove, IA', 'Manilla, IA', 'Kamrar, IA', 'Onawa, IA', 'Little Sioux, IA', 'Irwin, IA']"
264,"Harpers Ferry, IA",652,137,360,155,208,281,163,149,152,351,"['Marquette, IA', 'Davenport, IA', 'Sioux City, IA', 'Maquoketa, IA', 'Reinbeck, IA', 'Manly, IA', 'Worthington, IA', 'Hopkinton, IA', 'Waterloo, IA', 'Bellevue, IA', 'Osceola, IA', 'Iowa City, IA', 'Protivin, IA', 'Hampton, IA', 'Manchester, IA', 'Hiawatha, IA', 'Hawkeye, IA', 'Clarksville, IA', 'Delaware, IA', 'Marble Rock, IA', 'Eldridge, IA', 'Monticello, IA', 'Decorah, IA', 'Dougherty, IA', 'Andrew, IA', 'Mount Auburn, IA', 'Muscatine, IA', 'New Hampton, IA', 'Ottosen, IA', 'Elkader, IA', 'Waukee, IA', 'Fairfax, IA', 'Mason City, IA', 'Centerville, IA', 'Blairstown, IA', 'Cedar Rapids, IA', 'Grinnell, IA', 'Independence, IA', 'St. Lucas, IA', 'Castalia, IA', 'Luther, IA', 'Allison, IA', 'Elk Run Heights, IA', 'Robins, IA', 'Asbury, IA', 'Norwalk, IA', 'Denver, IA', 'Red Oak, IA', 'West Chester, IA', 'Oelwein, IA', 'Luana, IA', 'Guttenberg, IA', 'Lansing, IA', 'Springville, IA', 'Colwell, IA', 'Harvey, IA', 'Williamsburg, IA', 'Johnston, IA', 'Floyd, IA', 'Parkersburg, IA', 'Clear Lake, IA', 'Coralville, IA', 'Waukon, IA', 'Shell Rock, IA', 'Garner, IA', 'Perry, IA', 'Clive, IA', 'Waverly, IA', 'St. Olaf, IA', 'Elgin, IA', 'Ankeny, IA', 'Ames, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Cedar Falls, IA', 'West Des Moines, IA', 'Dysart, IA', 'Lime Springs, IA', 'Harpers Ferry, IA', 'La Porte City, IA', 'Urbandale, IA', 'Winthrop, IA', 'Evansdale, IA', 'Postville, IA', 'West Union, IA', 'Des Moines, IA', 'Steamboat Rock, IA', 'University Heights, IA', 'Randalia, IA', 'Springbrook, IA', 'Monona, IA', 'Dubuque, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'New Albin, IA', 'Anamosa, IA', 'Dyersville, IA', 'North Liberty, IA', 'Ely, IA', 'Fort Atkinson, IA']"
265,"Harris, IA",1134,262,645,227,331,534,269,351,241,542,"['Sergeant Bluff, IA', 'Rock Rapids, IA', 'Stanton, IA', 'Atlantic, IA', 'Spencer, IA', 'Davenport, IA', 'Rock Valley, IA', 'George, IA', 'Sioux City, IA', 'Clarion, IA', 'Manson, IA', 'Waterloo, IA', 'Sioux Center, IA', 'Whittemore, IA', 'Hampton, IA', 'Hiawatha, IA', 'Quimby, IA', 'Windsor Heights, IA', 'Toledo, IA', 'Decorah, IA', 'Muscatine, IA', 'New Hampton, IA', 'Ottosen, IA', 'Estherville, IA', 'Forest City, IA', 'Mason City, IA', 'Cedar Rapids, IA', 'Grinnell, IA', 'Everly, IA', 'Independence, IA', 'Terril, IA', 'Superior, IA', 'Hartley, IA', 'Emmetsburg, IA', 'Carroll, IA', 'Maurice, IA', 'Tennant, IA', 'Elk Run Heights, IA', 'Hospers, IA', 'Lake City, IA', 'Sutherland, IA', 'Schaller, IA', 'Boyden, IA', 'Wahpeton, IA', 'Lakeside, IA', 'Missouri Valley, IA', 'Arthur, IA', 'Greenville, IA', 'Eagle Grove, IA', 'Alton, IA', 'Lawton, IA', 'Ocheyedan, IA', 'Ashton, IA', 'West Okoboji, IA', 'Larrabee, IA', 'Glenwood, IA', 'Hull, IA', 'Johnston, IA', 'Armstrong, IA', 'Algona, IA', 'Sloan, IA', 'Denison, IA', 'Clive, IA', 'Doon, IA', 'Grimes, IA', 'Altoona, IA', 'Curlew, IA', 'Ankeny, IA', 'Boone, IA', 'Ames, IA', 'Wall Lake, IA', 'Royal, IA', 'Orange City, IA', 'Sac City, IA', 'Council Bluffs, IA', 'Cresco, IA', 'Shelby, IA', 'Cedar Falls, IA', 'Hawarden, IA', 'Bloomfield, IA', 'Carter Lake, IA', 'Sibley, IA', 'Rhodes, IA', 'Storm Lake, IA', 'Creston, IA', 'Fort Dodge, IA', 'Lake Park, IA', 'Le Mars, IA', 'Belmond, IA', 'Des Moines, IA', 'Rake, IA', 'Little Rock, IA', 'Charles City, IA', 'Fostoria, IA', 'Lake Mills, IA', 'Dubuque, IA', 'Conesville, IA', 'Sanborn, IA', 'Cherokee, IA', 'Lester, IA', 'Spirit Lake, IA', 'Marshalltown, IA', 'Ireton, IA', 'Milford, IA', 'Le Roy, IA', 'Webster City, IA', 'Newton, IA', 'Sheldon, IA', 'Harris, IA', 'Arnolds Park, IA', 'Primghar, IA', 'Onawa, IA', 'Colfax, IA', 'Ely, IA', 'Farnhamville, IA']"
