,Census Block ID,Lat,Lon,Distance to City Center,City
0,190130026032,42.55441202941174,-92.48759905882352,4.819654780955261,"Cedar Falls, IA"
1,190130026033,42.53452377777778,-92.46995061111113,2.288553007474872,"Cedar Falls, IA"
2,190130026034,42.49999961538461,-92.48252838461538,3.9549017050157564,"Cedar Falls, IA"
3,190130026042,42.58793405263159,-92.36514052631578,9.683636806960624,"Denver, IA"
4,190130026045,42.53973281249999,-92.43046431249998,2.2266688372749464,"Cedar Falls, IA"
5,190130028002,42.57097283333333,-92.16799308333333,0.718964067286877,"Dunkerton, IA"
6,190130029023,42.307723342857145,-92.13087485714284,4.781896011035575,"La Porte City, IA"
7,190150202001,42.068220350000004,-93.86095505,2.2267589262000014,"Boone, IA"
8,190150202002,42.07290983333333,-93.88662733333332,1.311360764012577,"Boone, IA"
9,190150203002,42.040946545454545,-93.86779345454543,2.704669811803222,"Boone, IA"
10,190150205003,41.88440833333333,-93.818438625,0.9913016195054818,"Madrid, IA"
11,190150207002,42.04478214285715,-94.02769307142857,0.5817974175685157,"Ogden, IA"
12,190170040002,42.728999272727265,-92.47714545454545,0.30049125856707065,"Waverly, IA"
13,190170043001,42.7042016,-92.2277333,0.14658680287675485,"Readlyn, IA"
14,190170045001,42.854433812499984,-92.4901448125,3.7999976383809724,"Plainfield, IA"
15,190170046002,42.659560866666666,-92.36492999999999,2.912718983605273,"Denver, IA"
16,190199502001,42.61096075000001,-91.89868617857142,1.048444814553017,"Hazleton, IA"
17,190199503002,42.474101545454545,-92.06865827272726,0.5201168299868099,"Jesup, IA"
18,190199505001,42.483098588235286,-91.89534499999999,1.428939105576608,"Independence, IA"
19,190219601001,42.85105337499998,-95.04095531249999,4.946371643595333,"Marathon, IA"
20,190219601002,42.77688157142857,-94.94134828571427,0.8721448307022586,"Albert City, IA"
21,190219603002,42.60520291666666,-94.98552166666667,1.3739730991528252,"Newell, IA"
22,190219604003,42.63508649999999,-95.19664083333332,1.0418238028117215,"Storm Lake, IA"
23,190219605004,42.63610027272727,-95.20556363636364,0.885580870030252,"Storm Lake, IA"
24,190230702002,42.81818445833333,-92.96308537499999,3.8832805947187223,"Aredale, IA"
25,190230703003,42.89749659090909,-92.81009340909088,0.5524108944720104,"Greene, IA"
26,190230705003,42.569445363636355,-92.64604031818182,2.039064174615575,"New Hartford, IA"
27,190259504003,42.25949513636363,-94.75602804545453,1.9499396207231772,"Lake City, IA"
28,190279601002,42.05842492307693,-94.73073107692306,0.19902859098473893,"Glidden, IA"
29,190279602002,42.07250318749999,-95.00887843749999,3.432850965489268,"Arcadia, IA"
30,190279603003,42.07762666666666,-94.86993944444444,0.9555964078775898,"Carroll, IA"
31,190279604001,42.0678774,-94.86650449999999,0.1738236903771948,"Carroll, IA"
32,190279605002,41.883621857142856,-94.66336195238094,1.657205590532471,"Coon Rapids, IA"
33,190279606002,41.90425040740741,-95.00712092592593,4.688851175592493,"Manning, IA"
34,190430704003,42.74200149633466,-91.06203704666031,4.357806741561814,"Millville, IA"
35,190450001001,41.84918193853251,-90.18972473030712,1.474123613516765,"Clinton, IA"
36,190450002002,41.82918616666666,-90.20557975000001,1.9766215608967947,"Clinton, IA"
37,190450003002,41.838736636363635,-90.20127418181818,1.036367402079126,"Clinton, IA"
38,190450004004,41.8157579375,-90.229766625,3.9373783581643567,"Clinton, IA"
39,190450005001,41.85435611111111,-90.18755688888888,1.8289029094884937,"Clinton, IA"
40,190450006002,41.871130727399866,-90.18432720708168,3.291291486612348,"Clinton, IA"
41,190450007003,41.87689327720129,-90.17945111413,4.047768690279592,"Clinton, IA"
42,190450009001,41.84029600000001,-90.55250499999997,2.1065596177504617,"De Witt, IA"
43,190450010004,41.835398772727274,-90.83503095454546,0.46769176296410664,"Wheatland, IA"
44,190450011003,41.997798571428575,-90.82921564285714,3.859354386118447,"Lost Nation, IA"
45,190450012005,41.987588589743574,-90.46359292307692,2.9845732591370537,"Charlotte, IA"
46,190470702001,42.16005019999999,-95.4454612,0.9506533796106572,"Schleswig, IA"
47,190470704001,42.021090090909084,-95.35074636363638,0.4309189800182881,"Denison, IA"
48,190470704005,42.016408111111105,-95.35943555555554,0.6954684380485229,"Denison, IA"
49,190470704006,42.014747875,-95.35249325,0.297532873039171,"Denison, IA"
50,190470705002,41.89488171428571,-95.24684214285716,1.3753276463606254,"Manilla, IA"
51,190490503001,41.85334075,-94.10548925,1.5503037209112376,"Perry, IA"
52,190490503004,41.82959464285714,-94.09572114285713,1.2091411659426077,"Perry, IA"
53,190490506003,41.51812711111111,-94.21335088888888,1.192308487162522,"Dexter, IA"
54,190490507002,41.60364232,-94.04766452,2.605466367404236,"Adel, IA"
55,190490508051,41.621162,-93.82311022222223,3.769804750615336,"Waukee, IA"
56,190490508053,41.602936,-93.82098824999998,3.183661231799251,"Clive, IA"
57,190490508092,41.589805473684216,-93.81777542105264,3.112613945954305,"Clive, IA"
