,index,0
0,"Maquoketa, IA",42.05143369767441
1,"Elk Horn, IA",41.566813999999994
2,"Seymour, IA",40.67846144444444
3,"Janesville, IA",42.58566971764708
4,"Rippey, IA",41.95264103157894
5,"Pocahontas, IA",42.73257749999999
6,"Fonda, IA",42.57702724999999
7,"Lamoni, IA",40.6175267
8,"Story City, IA",42.178753999999984
9,"Bonaparte, IA",40.66576537389646
10,"Albion, IA",42.12728913636362
11,"Patterson, IA",41.368070366336624
12,"Exline, IA",40.63958224414817
13,"Long Grove, IA",41.68959464583333
14,"Independence, IA",42.45720006666666
15,"Goldfield, IA",42.75319077777778
16,"Hastings, IA",40.96401509090909
17,"Salix, IA",42.30362600270697
18,"Windsor Heights, IA",41.6052015
19,"Larrabee, IA",42.80799792207792
20,"Donahue, IA",41.70479006741572
21,"Radcliffe, IA",42.25172305263158
22,"Jesup, IA",42.4746319
23,"Riverside, IA",41.488100796296294
24,"Brunsville, IA",42.79018748333335
25,"Ruthven, IA",43.140239659090895
26,"Arispe, IA",40.971717184210526
27,"Luana, IA",43.02061787096774
28,"Rolfe, IA",42.82002843333333
29,"Ossian, IA",43.19417750632912
30,"Pulaski, IA",40.68966886559339
31,"Rock Rapids, IA",43.405131544952766
32,"Clinton, IA",41.911670380166086
33,"Greenville, IA",43.047853303030315
34,"Hawarden, IA",43.01582506504345
35,"Corwith, IA",43.01150572727272
36,"Laurens, IA",42.83006746666667
37,"Urbana, IA",42.20952121874999
38,"Pleasant Plain, IA",41.09511724096385
39,"Dumont, IA",42.75999633333333
40,"Walford, IA",41.79137514285716
41,"Valeria, IA",41.73306751351352
42,"Arlington, IA",42.75165609259258
43,"Hills, IA",41.51179540833333
44,"Correctionville, IA",42.425486558139525
45,"St. Paul, IA",40.760855847826086
46,"Carson, IA",41.25320614285715
47,"Arion, IA",41.97665617307692
48,"Sergeant Bluff, IA",42.393425797879544
49,"Baxter, IA",41.83087066666667
50,"Farnhamville, IA",42.260887000000004
51,"Birmingham, IA",40.84662794444448
52,"Milo, IA",41.253988641025636
53,"Spirit Lake, IA",43.38830911111112
54,"Guthrie Center, IA",41.6644454528302
55,"Huxley, IA",41.91057292000001
56,"Andrew, IA",42.105647540229924
57,"Sigourney, IA",41.331122
58,"Cumming, IA",41.467685205128205
59,"Orleans, IA",43.45333559844094
60,"Winfield, IA",41.123792076923074
61,"Keokuk, IA",40.39971214285714
62,"Goose Lake, IA",41.985458095238094
63,"Mitchell, IA",43.28753453535353
64,"Waukon, IA",43.202959571428565
65,"Strawberry Point, IA",42.71644968421053
66,"Battle Creek, IA",42.279023703125006
67,"Toledo, IA",41.981937863636354
68,"Grandview, IA",41.26885974545456
69,"Winthrop, IA",42.506025412698435
70,"Rodman, IA",42.98031334999999
71,"Emmetsburg, IA",43.0992488
72,"Monticello, IA",42.249969333333325
73,"Danville, IA",40.91083653488372
74,"Keystone, IA",41.974576727272726
75,"Waverly, IA",42.72233988888888
76,"Dyersville, IA",42.46323689655172
77,"Lakeside, IA",42.62845752941176
78,"Duncombe, IA",42.52413694736842
79,"Grand Junction, IA",42.03280666666665
80,"Dysart, IA",42.231276263157895
81,"Victor, IA",41.728384176470584
82,"Larchwood, IA",43.45030375
83,"Hudson, IA",42.35887155555555
84,"Atlantic, IA",41.37953447058823
85,"Buck Grove, IA",41.94657346534654
86,"Linn Grove, IA",42.8594041025641
87,"Waterville, IA",43.17355377397262
88,"Popejoy, IA",42.634539749999995
89,"Rutland, IA",42.7666581081081
90,"Riverton, IA",40.66654202696921
91,"Quasqueton, IA",42.38309881967213
92,"Wayland, IA",41.10135310344827
93,"Westfield, IA",42.65756360323947
94,"Stuart, IA",41.51671
95,"Elkhart, IA",41.77759346938776
96,"Palmer, IA",42.650911774193546
97,"Olin, IA",42.017121269230785
98,"Packwood, IA",41.104247965517224
99,"Adel, IA",41.58710522033898
100,"Dakota City, IA",42.709528999999996
101,"Kellerton, IA",40.66666548774843
102,"Alta, IA",42.613907947368425
103,"Everly, IA",43.15594363636364
104,"Jolley, IA",42.47535122727272
105,"Gilman, IA",41.88085099999999
106,"Clutier, IA",42.055124088235274
107,"Lake City, IA",42.28334306521739
108,"Moorland, IA",42.40260130769231
109,"Maynard, IA",42.72118942857142
110,"Wellman, IA",41.46666514583333
111,"Central City, IA",42.19601730769231
112,"Center Point, IA",42.18033213157894
113,"Gilbert, IA",42.10939466666666
114,"University Park, IA",41.28898066666666
115,"Bertram, IA",41.91796991935484
116,"St. Olaf, IA",42.93945019999998
117,"Fraser, IA",42.13184625714285
118,"Le Grand, IA",42.00247638235293
119,"La Porte City, IA",42.32554011627907
120,"Harlan, IA",41.61752833333332
121,"Luxemburg, IA",42.588430179487176
122,"Traer, IA",42.209311230769224
123,"Gravity, IA",40.80139859677419
124,"Ventura, IA",43.0847967111111
125,"Manilla, IA",41.89488171428571
126,"Auburn, IA",42.27865608
127,"Ireton, IA",43.00476057894737
128,"Cherokee, IA",42.68135071084339
