,City,destination,km distance,label,num reviews,rating
341,"Albia, IA"," Des Moines, IA ",86.42959493613014,convenience stores,2,2.5
342,"Albia, IA"," Des Moines, IA ",86.8259150918715,convenience stores,12,4.0
343,"Albia, IA"," Des Moines, IA ",86.73984080827896,convenience stores,9,2.5
344,"Albia, IA"," Des Moines, IA ",92.22272922665395,convenience stores,17,4.5
345,"Albia, IA"," Des Moines, IA ",88.5534702323502,convenience stores,10,3.5
346,"Albia, IA"," Des Moines, IA ",89.85584215342102,convenience stores,7,5.0
347,"Albia, IA"," Des Moines, IA ",88.20967984846325,convenience stores,1,5.0
348,"Albia, IA"," Des Moines, IA ",89.50394176875065,convenience stores,1,1.0
349,"Albia, IA"," Des Moines, IA ",87.9697189726684,convenience stores,2,2.0
350,"Albia, IA"," Des Moines, IA ",91.12397494584185,convenience stores,2,4.5
351,"Albia, IA"," Des Moines, IA ",90.30984196481388,convenience stores,73,4.5
352,"Albion, IA"," Marshalltown, IA ",9.787316351891173,optometrist,1,4.0
353,"Albion, IA"," Grinnell, IA ",46.379371238931896,optometrist,3,2.5
354,"Albion, IA"," Ames, IA ",54.67600972891234,optometrist,9,4.0
355,"Albion, IA"," Ames, IA ",52.28696612434933,optometrist,1,5.0
356,"Albion, IA"," Cedar Falls, IA ",64.107883272256,optometrist,3,4.5
357,"Albion, IA"," Ames, IA ",50.012722525449895,optometrist,1,5.0
358,"Albion, IA"," Ankeny, IA ",68.31290099760389,optometrist,6,4.0
359,"Albion, IA"," Ames, IA ",52.07167509302658,optometrist,1,4.0
360,"Albion, IA"," Ames, IA ",54.61214181944258,optometrist,1,5.0
361,"Albion, IA"," Pleasant Hill, IA ",71.6852426033126,optometrist,5,3.5
362,"Albion, IA"," Ankeny, IA ",65.6106411800597,optometrist,2,5.0
363,"Albion, IA"," Ames, IA ",52.689109830455706,optometrist,1,1.0
364,"Albion, IA"," Ames, IA ",56.97665214859639,optometrist,2,1.0
365,"Albion, IA"," Cedar Falls, IA ",63.863864676220125,optometrist,3,3.0
366,"Albion, IA"," Urbandale, IA ",80.83549421453834,optometrist,3,5.0
367,"Albion, IA"," Des Moines, IA ",78.85555790861986,optometrist,3,5.0
368,"Albion, IA"," Ankeny, IA ",69.61849156989842,optometrist,1,5.0
369,"Albion, IA"," Ankeny, IA ",65.7293453895476,optometrist,4,4.0
370,"Albion, IA"," West Des Moines, IA ",85.14916306085745,optometrist,10,4.5
371,"Albion, IA"," Grimes, IA ",80.01047187928991,optometrist,3,4.5
372,"Albion, IA"," Marshalltown, IA ",12.18031675686496,pharmacy,1,5.0
373,"Albion, IA"," Ames, IA ",52.68996990000443,pharmacy,5,4.5
374,"Albion, IA"," Eldora, IA ",29.190998621853534,pharmacy,1,4.0
375,"Albion, IA"," Newton, IA ",46.08768074135829,pharmacy,1,1.0
376,"Albion, IA"," Des Moines, IA ",78.8203264306341,pharmacy,6,3.5
377,"Albion, IA"," Story City, IA ",50.67227917216834,pharmacy,1,3.0
378,"Albion, IA"," Waterloo, IA ",65.29955942059613,pharmacy,3,3.0
379,"Albion, IA"," Grundy Center, IA ",32.96839106026245,pharmacy,1,1.0
380,"Albion, IA"," Cedar Falls, IA ",63.594729953886755,pharmacy,1,1.0
381,"Albion, IA"," Ames, IA ",54.70457100968521,pharmacy,2,4.5
382,"Albion, IA"," Colfax, IA ",52.804117917536495,pharmacy,3,3.5
383,"Albion, IA"," Newton, IA ",46.23682760590728,pharmacy,1,5.0
384,"Albion, IA"," Ankeny, IA ",67.03145462321837,pharmacy,3,5.0
385,"Albion, IA"," West Des Moines, IA ",89.35294926677071,pharmacy,6,3.5
386,"Albion, IA"," Ames, IA ",53.109076740740306,pharmacy,12,4.0
