,Census Block ID,Lat,Lon,Distance to City Center,City
0,190130026032,42.547096999999994,-92.462562,2.9362829096567764,"Cedar Falls, IA"
1,190130026033,42.534026000000004,-92.473465,2.511191806969331,"Cedar Falls, IA"
2,190130026034,42.521421000000004,-92.465533,1.5891840036957572,"Cedar Falls, IA"
3,190130026042,42.642304,-92.36366600000001,4.112346010435681,"Denver, IA"
4,190130026045,42.539144,-92.416545,3.0048902139718106,"Cedar Falls, IA"
5,190130028002,42.555351,-92.140987,2.1251735533851277,"Dunkerton, IA"
6,190130029023,42.297335,-92.093879,4.456842992223483,"Mount Auburn, IA"
7,190150202001,42.078237,-93.854483,3.2357583186762358,"Boone, IA"
8,190150202002,42.070019,-93.880073,1.1085539115843674,"Boone, IA"
9,190150203002,42.034693,-93.85397,3.9610352219358216,"Boone, IA"
10,190150205003,41.883025,-93.815672,0.9036287099957973,"Madrid, IA"
11,190150207002,42.049064,-94.038197,1.1888602141677758,"Ogden, IA"
12,190170040002,42.725764,-92.471983,0.2881774732712181,"Waverly, IA"
13,190170043001,42.700599,-92.230847,0.4747574693362313,"Readlyn, IA"
14,190170045001,42.828817,-92.43615600000001,8.249630207293379,"Plainfield, IA"
15,190170046002,42.642296,-92.396423,5.458396811330783,"Janesville, IA"
16,190199502001,42.576835,-91.845547,6.812618002441398,"Hazleton, IA"
17,190199503002,42.468208000000004,-92.072495,1.1640975244749892,"Jesup, IA"
18,190199505001,42.475753000000005,-91.900334,0.8064872982593232,"Independence, IA"
19,190219601001,42.909702,-94.992598,4.5523705618178365,"Albert City, IA"
20,190219601002,42.792382,-94.950999,1.2837978875031006,"Albert City, IA"
21,190219603002,42.618789,-95.013581,1.6889946878059394,"Newell, IA"
22,190219604003,42.647472,-95.195446,0.6838665538929855,"Storm Lake, IA"
23,190219605004,42.636492,-95.201027,0.7942458541383639,"Storm Lake, IA"
24,190230702002,42.907494,-92.965906,6.362909563479303,"Dougherty, IA"
25,190230703003,42.90731,-92.805214,1.1006094649026352,"Greene, IA"
26,190230705003,42.555801,-92.67302,4.425459308582005,"New Hartford, IA"
27,190259504003,42.275173,-94.785488,4.161001611617719,"Lake City, IA"
28,190279601002,42.055282,-94.735863,0.7095390172083181,"Glidden, IA"
29,190279602002,42.107592,-94.975551,6.229210672979456,"Arcadia, IA"
30,190279603003,42.073083000000004,-94.871884,0.6086591126214351,"Carroll, IA"
31,190279604001,42.071762,-94.87242,0.5617461379203387,"Carroll, IA"
32,190279605002,41.877351000000004,-94.629026,3.9915944728753336,"Bayard, IA"
33,190279606002,41.863024,-95.014912,3.7127318275234575,"Gray, IA"
34,190430704003,42.79596880178249,-91.07559992671459,2.377355151966457,"Guttenberg, IA"
35,190450001001,41.853114,-90.183426,2.0915833026522885,"Clinton, IA"
36,190450002002,41.829927000000005,-90.20188,1.94099302166706,"Clinton, IA"
37,190450003002,41.838898,-90.207159,0.8932411921785742,"Clinton, IA"
38,190450004004,41.811133,-90.231796,3.612092680259489,"Camanche, IA"
39,190450005001,41.851806,-90.192287,1.3527798206999315,"Clinton, IA"
40,190450006002,41.87090751086839,-90.17150531257481,3.9850943893363215,"Clinton, IA"
41,190450007003,41.8783521849748,-90.16874364262269,4.730607936475748,"Clinton, IA"
42,190450009001,41.845951,-90.548574,2.6182190495696296,"De Witt, IA"
43,190450010004,41.829513,-90.845466,0.6182622805155963,"Wheatland, IA"
44,190450011003,42.003801,-90.781818,5.302922932521841,"Lost Nation, IA"
45,190450012005,42.033408,-90.42342,3.0263241359416844,"Preston, IA"
46,190470702001,42.13845,-95.439548,2.819846370183366,"Schleswig, IA"
47,190470704001,42.020008000000004,-95.3438,0.6800606133120882,"Denison, IA"
48,190470704005,42.012372,-95.355286,0.640012300921378,"Denison, IA"
49,190470704006,42.012345,-95.349695,0.5540234279979692,"Denison, IA"
50,190470705002,41.907214,-95.231255,2.1012845773502185,"Manilla, IA"
51,190490503001,41.856623,-94.096673,1.8668814903267172,"Perry, IA"
52,190490503004,41.826027,-94.106426,1.6412122088684875,"Perry, IA"
53,190490506003,41.510815,-94.19973,2.3545775743430934,"Dexter, IA"
54,190490507002,41.614903000000005,-94.042148,1.718031479062911,"Adel, IA"
55,190490508051,41.614756,-93.8235,3.542881794647049,"Waukee, IA"
56,190490508053,41.603031,-93.814268,2.6283248038093445,"Clive, IA"
57,190490508092,41.580416,-93.834214,4.087778896866522,"Waukee, IA"
58,190490509011,41.614992,-93.891442,2.283547879497,"Waukee, IA"
59,190510801002,40.769051,-92.17846800000001,10.753723643168259,"Milton, IA"
60,190539602002,40.638162,-93.901274,3.241779284252902,"Lamoni, IA"
61,190539602003,40.614562,-93.919944,1.4540526929221294,"Lamoni, IA"
62,190559501001,42.578236,-91.252713,7.341212838317735,"Greeley, IA"
63,190559503001,42.502662,-91.46423,1.9268355137944766,"Manchester, IA"
64,190559504002,42.303314,-91.213225,5.368621921184029,"Hopkinton, IA"
65,190559504004,42.296445,-91.363263,8.242513281349268,"Prairieburg, IA"
66,190570002002,40.825794,-91.108005,2.077074846422887,"Burlington, IA"
67,190570003002,40.82242,-91.129683,1.9771303368793367,"Burlington, IA"
68,190570004001,40.807568,-91.110735,0.4333694192008929,"Burlington, IA"
69,190570005004,40.795035,-91.120046,1.4895395413569632,"Burlington, IA"
70,190570006001,40.792095,-91.107451,1.9087185853665487,"Burlington, IA"
71,190570007001,40.807637,-91.127092,0.9514371767693618,"Burlington, IA"
72,190570008002,40.825948,-91.146637,1.6284221328751445,"West Burlington, IA"
73,190570010002,41.007761,-91.150575,1.191624059495645,"Mediapolis, IA"
74,190570012003,40.696278690879396,-91.1124335845794,12.416529403263867,"Burlington, IA"
75,190594505003,43.428106,-95.094651,0.953120194167452,"Spirit Lake, IA"
76,190594511001,43.392964,-95.180371,2.394083306074659,"Lake Park, IA"
