,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Missouri Valley,2992.0,5.57,33.55,458.0,36594.0,74500.0,27.6,98.56,0.0,0.7,0.03,0.07,0.0,379.0,5.0,5.0,1.21,1.21
1,2001,Missouri Valley,2992.0,5.57,33.55,458.0,36594.0,74500.0,27.6,98.56,0.0,0.7,0.03,0.07,0.0,379.0,6.0,6.0,1.64,1.64
2,2002,Missouri Valley,2992.0,5.57,33.55,458.0,36594.0,74500.0,27.6,98.56,0.0,0.7,0.03,0.07,0.0,381.0,11.0,10.0,2.51,2.98
3,2003,Missouri Valley,2992.0,5.57,33.55,458.0,36594.0,74500.0,27.6,98.56,0.0,0.7,0.03,0.07,0.0,383.0,12.0,12.0,3.15,3.15
4,2004,Missouri Valley,2992.0,5.57,33.55,458.0,36594.0,74500.0,27.6,98.56,0.0,0.7,0.03,0.07,0.0,384.0,6.0,6.0,1.47,1.47
5,2005,Missouri Valley,2789.0,2.77,43.17,538.0,35353.0,102200.0,29.6,94.91,0.36,3.91,0.0,0.0,0.0,385.0,11.0,9.0,2.28,2.95
6,2006,Missouri Valley,2789.0,2.77,43.17,538.0,35353.0,102200.0,29.6,94.91,0.36,3.91,0.0,0.0,0.0,385.0,10.0,10.0,2.48,2.68
7,2007,Missouri Valley,2789.0,2.77,43.17,538.0,35353.0,102200.0,29.6,94.91,0.36,3.91,0.0,0.0,0.0,387.0,4.0,4.0,1.13,1.13
8,2008,Missouri Valley,2789.0,2.77,43.17,538.0,35353.0,102200.0,29.6,94.91,0.36,3.91,0.0,0.0,0.0,388.0,3.0,3.0,0.87,0.87
9,2009,Missouri Valley,2789.0,2.77,43.17,538.0,35353.0,102200.0,29.6,94.91,0.36,3.91,0.0,0.0,0.0,390.0,6.0,2.0,0.51,1.6
10,2010,Missouri Valley,2838.0,6.89,36.03,529.0,44474.0,89700.0,25.8,96.16,0.32,2.15,0.32,0.07,0.0,391.0,9.0,7.0,1.71,2.31
11,2011,Missouri Valley,2723.0,9.45,40.07,615.0,44150.0,82200.0,25.1,98.31,0.0,1.32,0.0,0.37,0.0,395.0,9.0,4.0,1.1,2.18
12,2012,Missouri Valley,2723.0,9.45,40.07,615.0,44150.0,82200.0,25.1,98.31,0.0,1.32,0.0,0.37,0.0,396.0,10.0,6.0,1.56,2.41
13,2013,Missouri Valley,2723.0,9.45,40.07,615.0,44150.0,82200.0,25.1,98.31,0.0,1.32,0.0,0.37,0.0,400.0,6.0,4.0,1.09,1.54
14,2014,Missouri Valley,2723.0,9.45,40.07,615.0,44150.0,82200.0,25.1,98.31,0.0,1.32,0.0,0.37,0.0,404.0,5.0,4.0,0.91,1.16
15,2015,Missouri Valley,2723.0,9.45,40.07,615.0,44150.0,82200.0,25.1,98.31,0.0,1.32,0.0,0.37,0.0,406.0,7.0,5.0,1.34,1.75
16,2016,Missouri Valley,2723.0,9.45,40.07,615.0,44150.0,82200.0,25.1,98.31,0.0,1.32,0.0,0.37,0.0,410.0,7.0,7.0,1.71,1.71
