,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Clarinda,5690.0,16.28,31.43,404.0,35871.0,68300.0,23.8,91.27,4.53,1.41,0.6,1.09,0.04,628.0,2.0,2.0,0.3,0.3
1,2001,Clarinda,5690.0,16.28,31.43,404.0,35871.0,68300.0,23.8,91.27,4.53,1.41,0.6,1.09,0.04,626.0,11.0,11.0,1.68,1.83
2,2002,Clarinda,5690.0,16.28,31.43,404.0,35871.0,68300.0,23.8,91.27,4.53,1.41,0.6,1.09,0.04,622.0,5.0,4.0,0.62,0.77
3,2003,Clarinda,5690.0,16.28,31.43,404.0,35871.0,68300.0,23.8,91.27,4.53,1.41,0.6,1.09,0.04,621.0,3.0,3.0,0.48,0.48
4,2004,Clarinda,5690.0,16.28,31.43,404.0,35871.0,68300.0,23.8,91.27,4.53,1.41,0.6,1.09,0.04,617.0,6.0,6.0,0.95,0.95
5,2005,Clarinda,5453.0,9.56,27.43,439.0,36439.0,77500.0,25.7,86.03,7.76,2.75,1.39,1.28,0.0,615.0,6.0,6.0,0.94,0.94
6,2006,Clarinda,5453.0,9.56,27.43,439.0,36439.0,77500.0,25.7,86.03,7.76,2.75,1.39,1.28,0.0,612.0,1.0,1.0,0.16,0.16
7,2007,Clarinda,5453.0,9.56,27.43,439.0,36439.0,77500.0,25.7,86.03,7.76,2.75,1.39,1.28,0.0,609.0,3.0,3.0,0.47,0.47
8,2008,Clarinda,5453.0,9.56,27.43,439.0,36439.0,77500.0,25.7,86.03,7.76,2.75,1.39,1.28,0.0,607.0,9.0,8.0,1.3,1.47
9,2009,Clarinda,5453.0,9.56,27.43,439.0,36439.0,77500.0,25.7,86.03,7.76,2.75,1.39,1.28,0.0,604.0,12.0,12.0,1.93,1.93
10,2010,Clarinda,5572.0,6.36,31.59,503.0,40236.0,75000.0,22.0,87.28,5.49,3.23,0.9,1.51,0.05,601.0,5.0,4.0,0.65,0.81
11,2011,Clarinda,5476.0,12.94,31.42,504.0,42551.0,80700.0,21.5,90.63,6.04,2.08,0.38,0.49,0.0,607.0,6.0,5.0,0.8,0.97
12,2012,Clarinda,5476.0,12.94,31.42,504.0,42551.0,80700.0,21.5,90.63,6.04,2.08,0.38,0.49,0.0,611.0,2.0,2.0,0.31,0.31
13,2013,Clarinda,5476.0,12.94,31.42,504.0,42551.0,80700.0,21.5,90.63,6.04,2.08,0.38,0.49,0.0,618.0,3.0,3.0,0.48,0.48
14,2014,Clarinda,5476.0,12.94,31.42,504.0,42551.0,80700.0,21.5,90.63,6.04,2.08,0.38,0.49,0.0,622.0,8.0,7.0,1.12,1.28
15,2015,Clarinda,5476.0,12.94,31.42,504.0,42551.0,80700.0,21.5,90.63,6.04,2.08,0.38,0.49,0.0,627.0,6.0,6.0,0.94,0.94
16,2016,Clarinda,5476.0,12.94,31.42,504.0,42551.0,80700.0,21.5,90.63,6.04,2.08,0.38,0.49,0.0,632.0,13.0,11.0,1.73,2.02
