,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Wellsburg,716.0,5.99,15.68,281.0,30417.0,37600.0,16.6,98.88,0.0,0.0,0.0,0.42,0.0,54.0,0.0,0.0,0.0,0.0
1,2001,Wellsburg,716.0,5.99,15.68,281.0,30417.0,37600.0,16.6,98.88,0.0,0.0,0.0,0.42,0.0,53.0,0.0,0.0,0.0,0.0
2,2002,Wellsburg,716.0,5.99,15.68,281.0,30417.0,37600.0,16.6,98.88,0.0,0.0,0.0,0.42,0.0,53.0,1.0,0.0,0.0,1.69
3,2003,Wellsburg,716.0,5.99,15.68,281.0,30417.0,37600.0,16.6,98.88,0.0,0.0,0.0,0.42,0.0,53.0,0.0,0.0,0.0,0.0
4,2004,Wellsburg,716.0,5.99,15.68,281.0,30417.0,37600.0,16.6,98.88,0.0,0.0,0.0,0.42,0.0,53.0,0.0,0.0,0.0,0.0
5,2005,Wellsburg,624.0,1.55,18.62,494.0,50365.0,64200.0,17.9,95.83,0.0,4.17,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
6,2006,Wellsburg,624.0,1.55,18.62,494.0,50365.0,64200.0,17.9,95.83,0.0,4.17,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0
7,2007,Wellsburg,624.0,1.55,18.62,494.0,50365.0,64200.0,17.9,95.83,0.0,4.17,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0
8,2008,Wellsburg,624.0,1.55,18.62,494.0,50365.0,64200.0,17.9,95.83,0.0,4.17,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
9,2009,Wellsburg,624.0,1.55,18.62,494.0,50365.0,64200.0,17.9,95.83,0.0,4.17,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
10,2010,Wellsburg,707.0,5.19,15.02,525.0,51000.0,77900.0,17.6,97.03,0.0,2.12,0.0,0.28,0.0,49.0,0.0,0.0,0.0,0.0
11,2011,Wellsburg,939.0,8.18,15.09,555.0,47019.0,76300.0,18.6,96.49,0.0,0.43,0.0,0.75,0.0,50.0,0.0,0.0,0.0,0.0
12,2012,Wellsburg,939.0,8.18,15.09,555.0,47019.0,76300.0,18.6,96.49,0.0,0.43,0.0,0.75,0.0,50.0,0.0,0.0,0.0,0.0
13,2013,Wellsburg,939.0,8.18,15.09,555.0,47019.0,76300.0,18.6,96.49,0.0,0.43,0.0,0.75,0.0,51.0,0.0,0.0,0.0,0.0
14,2014,Wellsburg,939.0,8.18,15.09,555.0,47019.0,76300.0,18.6,96.49,0.0,0.43,0.0,0.75,0.0,52.0,0.0,0.0,0.0,0.0
15,2015,Wellsburg,939.0,8.18,15.09,555.0,47019.0,76300.0,18.6,96.49,0.0,0.43,0.0,0.75,0.0,52.0,0.0,0.0,0.0,0.0
16,2016,Wellsburg,939.0,8.18,15.09,555.0,47019.0,76300.0,18.6,96.49,0.0,0.43,0.0,0.75,0.0,53.0,0.0,0.0,0.0,0.0
