,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Calmar,1058.0,9.64,30.53,341.0,36250.0,67800.0,18.4,98.77,0.19,0.47,0.0,0.19,0.0,120.0,0.0,0.0,0.0,0.0
1,2001,Calmar,1058.0,9.64,30.53,341.0,36250.0,67800.0,18.4,98.77,0.19,0.47,0.0,0.19,0.0,119.0,0.0,0.0,0.0,0.0
2,2002,Calmar,1058.0,9.64,30.53,341.0,36250.0,67800.0,18.4,98.77,0.19,0.47,0.0,0.19,0.0,119.0,0.0,0.0,0.0,0.0
3,2003,Calmar,1058.0,9.64,30.53,341.0,36250.0,67800.0,18.4,98.77,0.19,0.47,0.0,0.19,0.0,119.0,0.0,0.0,0.0,0.0
4,2004,Calmar,1058.0,9.64,30.53,341.0,36250.0,67800.0,18.4,98.77,0.19,0.47,0.0,0.19,0.0,119.0,0.0,0.0,0.0,0.0
5,2005,Calmar,1040.0,8.05,25.0,492.0,38378.0,101100.0,18.9,95.77,2.98,0.29,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0
6,2006,Calmar,1040.0,8.05,25.0,492.0,38378.0,101100.0,18.9,95.77,2.98,0.29,0.0,0.0,0.0,118.0,1.0,1.0,1.05,1.05
7,2007,Calmar,1040.0,8.05,25.0,492.0,38378.0,101100.0,18.9,95.77,2.98,0.29,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0
8,2008,Calmar,1040.0,8.05,25.0,492.0,38378.0,101100.0,18.9,95.77,2.98,0.29,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0
9,2009,Calmar,1040.0,8.05,25.0,492.0,38378.0,101100.0,18.9,95.77,2.98,0.29,0.0,0.0,0.0,118.0,1.0,1.0,1.05,1.05
10,2010,Calmar,978.0,14.09,28.6,576.0,47917.0,92200.0,21.0,96.73,0.31,2.04,0.0,0.1,0.0,117.0,0.0,0.0,0.0,0.0
11,2011,Calmar,1049.0,11.85,33.4,573.0,44297.0,105800.0,21.7,96.28,1.72,2.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0
12,2012,Calmar,1049.0,11.85,33.4,573.0,44297.0,105800.0,21.7,96.28,1.72,2.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0
13,2013,Calmar,1049.0,11.85,33.4,573.0,44297.0,105800.0,21.7,96.28,1.72,2.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0
14,2014,Calmar,1049.0,11.85,33.4,573.0,44297.0,105800.0,21.7,96.28,1.72,2.0,0.0,0.0,0.0,124.0,1.0,0.0,0.0,1.09
15,2015,Calmar,1049.0,11.85,33.4,573.0,44297.0,105800.0,21.7,96.28,1.72,2.0,0.0,0.0,0.0,126.0,1.0,1.0,0.54,0.54
16,2016,Calmar,1049.0,11.85,33.4,573.0,44297.0,105800.0,21.7,96.28,1.72,2.0,0.0,0.0,0.0,128.0,1.0,1.0,0.44,0.44
