,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Eagle Grove,3712.0,5.7,26.27,399.0,35505.0,44200.0,20.2,97.04,0.16,2.05,0.05,0.08,0.0,399.0,3.0,3.0,0.73,0.73
1,2002,Eagle Grove,3712.0,5.7,26.27,399.0,35505.0,44200.0,20.2,97.04,0.16,2.05,0.05,0.08,0.0,409.0,3.0,2.0,0.48,0.72
2,2003,Eagle Grove,3712.0,5.7,26.27,399.0,35505.0,44200.0,20.2,97.04,0.16,2.05,0.05,0.08,0.0,417.0,8.0,5.0,1.18,1.88
3,2004,Eagle Grove,3712.0,5.7,26.27,399.0,35505.0,44200.0,20.2,97.04,0.16,2.05,0.05,0.08,0.0,426.0,5.0,5.0,1.15,1.15
4,2005,Eagle Grove,3350.0,13.8,24.18,535.0,36290.0,53100.0,25.9,88.51,0.0,10.69,0.0,0.0,0.0,434.0,7.0,5.0,1.13,1.58
5,2006,Eagle Grove,3350.0,13.8,24.18,535.0,36290.0,53100.0,25.9,88.51,0.0,10.69,0.0,0.0,0.0,441.0,8.0,7.0,1.57,1.8
6,2007,Eagle Grove,3350.0,13.8,24.18,535.0,36290.0,53100.0,25.9,88.51,0.0,10.69,0.0,0.0,0.0,452.0,5.0,4.0,0.87,1.09
7,2008,Eagle Grove,3350.0,13.8,24.18,535.0,36290.0,53100.0,25.9,88.51,0.0,10.69,0.0,0.0,0.0,459.0,0.0,0.0,0.0,0.0
8,2009,Eagle Grove,3350.0,13.8,24.18,535.0,36290.0,53100.0,25.9,88.51,0.0,10.69,0.0,0.0,0.0,470.0,8.0,7.0,1.47,1.68
9,2010,Eagle Grove,3583.0,4.85,32.07,585.0,44081.0,55600.0,21.6,89.39,0.36,8.9,0.0,0.14,0.0,476.0,10.0,6.0,1.23,2.06
10,2011,Eagle Grove,3483.0,6.81,28.49,595.0,39654.0,59200.0,36.0,85.01,0.29,13.18,0.0,0.0,0.4,478.0,4.0,4.0,0.82,0.82
11,2012,Eagle Grove,3483.0,6.81,28.49,595.0,39654.0,59200.0,36.0,85.01,0.29,13.18,0.0,0.0,0.4,481.0,3.0,3.0,0.61,0.61
12,2013,Eagle Grove,3483.0,6.81,28.49,595.0,39654.0,59200.0,36.0,85.01,0.29,13.18,0.0,0.0,0.4,484.0,6.0,6.0,1.22,1.22
13,2014,Eagle Grove,3483.0,6.81,28.49,595.0,39654.0,59200.0,36.0,85.01,0.29,13.18,0.0,0.0,0.4,485.0,1.0,1.0,0.21,0.21
14,2015,Eagle Grove,3483.0,6.81,28.49,595.0,39654.0,59200.0,36.0,85.01,0.29,13.18,0.0,0.0,0.4,489.0,6.0,6.0,1.2,1.2
15,2016,Eagle Grove,3483.0,6.81,28.49,595.0,39654.0,59200.0,36.0,85.01,0.29,13.18,0.0,0.0,0.4,490.0,9.0,5.0,1.0,1.8
