,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Hartley,1733.0,9.5,22.04,384.0,31016.0,48500.0,19.6,92.96,0.81,4.67,0.06,0.4,0.0,163.0,0.0,0.0,0.0,0.0
1,2001,Hartley,1733.0,9.5,22.04,384.0,31016.0,48500.0,19.6,92.96,0.81,4.67,0.06,0.4,0.0,164.0,1.0,1.0,0.58,0.58
2,2002,Hartley,1733.0,9.5,22.04,384.0,31016.0,48500.0,19.6,92.96,0.81,4.67,0.06,0.4,0.0,163.0,1.0,1.0,0.6,0.6
3,2003,Hartley,1733.0,9.5,22.04,384.0,31016.0,48500.0,19.6,92.96,0.81,4.67,0.06,0.4,0.0,164.0,1.0,1.0,0.59,0.59
4,2004,Hartley,1733.0,9.5,22.04,384.0,31016.0,48500.0,19.6,92.96,0.81,4.67,0.06,0.4,0.0,163.0,2.0,2.0,1.18,1.18
5,2005,Hartley,1663.0,11.88,24.34,529.0,40587.0,55300.0,28.3,87.43,0.6,9.14,0.0,0.84,0.0,164.0,1.0,1.0,0.59,0.59
6,2006,Hartley,1663.0,11.88,24.34,529.0,40587.0,55300.0,28.3,87.43,0.6,9.14,0.0,0.84,0.0,163.0,2.0,2.0,1.18,1.18
7,2007,Hartley,1663.0,11.88,24.34,529.0,40587.0,55300.0,28.3,87.43,0.6,9.14,0.0,0.84,0.0,164.0,0.0,0.0,0.0,0.0
8,2008,Hartley,1663.0,11.88,24.34,529.0,40587.0,55300.0,28.3,87.43,0.6,9.14,0.0,0.84,0.0,163.0,0.0,0.0,0.0,0.0
9,2009,Hartley,1663.0,11.88,24.34,529.0,40587.0,55300.0,28.3,87.43,0.6,9.14,0.0,0.84,0.0,164.0,3.0,1.0,0.59,1.76
10,2010,Hartley,1672.0,9.93,23.0,648.0,41667.0,61200.0,28.0,93.42,0.0,4.43,0.06,0.42,0.0,163.0,0.0,0.0,0.0,0.0
11,2011,Hartley,1695.0,4.29,21.86,560.0,44301.0,73600.0,23.0,90.32,0.47,5.9,0.59,0.88,0.0,163.0,1.0,1.0,0.6,0.6
12,2012,Hartley,1695.0,4.29,21.86,560.0,44301.0,73600.0,23.0,90.32,0.47,5.9,0.59,0.88,0.0,165.0,2.0,0.0,0.0,1.18
13,2013,Hartley,1695.0,4.29,21.86,560.0,44301.0,73600.0,23.0,90.32,0.47,5.9,0.59,0.88,0.0,165.0,1.0,1.0,0.58,0.58
14,2014,Hartley,1695.0,4.29,21.86,560.0,44301.0,73600.0,23.0,90.32,0.47,5.9,0.59,0.88,0.0,165.0,0.0,0.0,0.0,0.0
15,2015,Hartley,1695.0,4.29,21.86,560.0,44301.0,73600.0,23.0,90.32,0.47,5.9,0.59,0.88,0.0,167.0,1.0,1.0,0.58,0.58
16,2016,Hartley,1695.0,4.29,21.86,560.0,44301.0,73600.0,23.0,90.32,0.47,5.9,0.59,0.88,0.0,167.0,1.0,1.0,0.58,0.58
