,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Farmington,756.0,12.85,27.88,310.0,26354.0,39900.0,24.2,98.81,0.0,0.26,0.0,0.13,0.0,78.0,0.0,0.0,0.0,0.0
1,2001,Farmington,756.0,12.85,27.88,310.0,26354.0,39900.0,24.2,98.81,0.0,0.26,0.0,0.13,0.0,76.0,0.0,0.0,0.0,0.0
2,2002,Farmington,756.0,12.85,27.88,310.0,26354.0,39900.0,24.2,98.81,0.0,0.26,0.0,0.13,0.0,74.0,0.0,0.0,0.0,0.0
3,2003,Farmington,756.0,12.85,27.88,310.0,26354.0,39900.0,24.2,98.81,0.0,0.26,0.0,0.13,0.0,72.0,0.0,0.0,0.0,0.0
4,2004,Farmington,756.0,12.85,27.88,310.0,26354.0,39900.0,24.2,98.81,0.0,0.26,0.0,0.13,0.0,70.0,0.0,0.0,0.0,0.0
5,2005,Farmington,803.0,13.5,31.23,478.0,36250.0,54500.0,26.7,99.75,0.0,0.0,0.0,0.25,0.0,68.0,0.0,0.0,0.0,0.0
6,2006,Farmington,803.0,13.5,31.23,478.0,36250.0,54500.0,26.7,99.75,0.0,0.0,0.0,0.25,0.0,66.0,1.0,0.0,0.0,1.03
7,2007,Farmington,803.0,13.5,31.23,478.0,36250.0,54500.0,26.7,99.75,0.0,0.0,0.0,0.25,0.0,64.0,0.0,0.0,0.0,0.0
8,2008,Farmington,803.0,13.5,31.23,478.0,36250.0,54500.0,26.7,99.75,0.0,0.0,0.0,0.25,0.0,63.0,0.0,0.0,0.0,0.0
9,2009,Farmington,803.0,13.5,31.23,478.0,36250.0,54500.0,26.7,99.75,0.0,0.0,0.0,0.25,0.0,61.0,0.0,0.0,0.0,0.0
10,2010,Farmington,664.0,9.24,24.08,610.0,38125.0,40000.0,22.9,96.39,0.3,2.11,0.75,0.0,0.0,59.0,0.0,0.0,0.0,0.0
11,2011,Farmington,783.0,6.9,23.18,466.0,38056.0,48500.0,20.6,94.0,0.0,0.38,0.0,0.0,0.0,60.0,1.0,1.0,1.14,1.14
12,2012,Farmington,783.0,6.9,23.18,466.0,38056.0,48500.0,20.6,94.0,0.0,0.38,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0
13,2013,Farmington,783.0,6.9,23.18,466.0,38056.0,48500.0,20.6,94.0,0.0,0.38,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
14,2014,Farmington,783.0,6.9,23.18,466.0,38056.0,48500.0,20.6,94.0,0.0,0.38,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
15,2015,Farmington,783.0,6.9,23.18,466.0,38056.0,48500.0,20.6,94.0,0.0,0.38,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0
16,2016,Farmington,783.0,6.9,23.18,466.0,38056.0,48500.0,20.6,94.0,0.0,0.38,0.0,0.0,0.0,65.0,2.0,1.0,2.11,3.16
