,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Graettinger,900.0,9.39,23.74,320.0,28988.0,42600.0,25.4,98.0,0.11,0.89,0.44,0.0,0.0,91.0,0.0,0.0,0.0,0.0
1,2001,Graettinger,900.0,9.39,23.74,320.0,28988.0,42600.0,25.4,98.0,0.11,0.89,0.44,0.0,0.0,92.0,0.0,0.0,0.0,0.0
2,2002,Graettinger,900.0,9.39,23.74,320.0,28988.0,42600.0,25.4,98.0,0.11,0.89,0.44,0.0,0.0,93.0,5.0,3.0,3.09,5.15
3,2003,Graettinger,900.0,9.39,23.74,320.0,28988.0,42600.0,25.4,98.0,0.11,0.89,0.44,0.0,0.0,95.0,4.0,2.0,2.02,4.04
4,2004,Graettinger,900.0,9.39,23.74,320.0,28988.0,42600.0,25.4,98.0,0.11,0.89,0.44,0.0,0.0,96.0,1.0,1.0,1.0,1.0
5,2005,Graettinger,1032.0,2.9,19.85,413.0,39844.0,63500.0,23.7,99.32,0.0,0.0,0.19,0.0,0.0,97.0,1.0,1.0,0.99,0.99
6,2006,Graettinger,1032.0,2.9,19.85,413.0,39844.0,63500.0,23.7,99.32,0.0,0.0,0.19,0.0,0.0,98.0,0.0,0.0,0.0,0.0
7,2007,Graettinger,1032.0,2.9,19.85,413.0,39844.0,63500.0,23.7,99.32,0.0,0.0,0.19,0.0,0.0,99.0,4.0,4.0,3.88,3.88
8,2008,Graettinger,1032.0,2.9,19.85,413.0,39844.0,63500.0,23.7,99.32,0.0,0.0,0.19,0.0,0.0,101.0,1.0,1.0,0.95,0.95
9,2009,Graettinger,1032.0,2.9,19.85,413.0,39844.0,63500.0,23.7,99.32,0.0,0.0,0.19,0.0,0.0,102.0,0.0,0.0,0.0,0.0
10,2010,Graettinger,844.0,7.92,27.49,495.0,33859.0,69300.0,26.0,98.1,0.36,0.83,0.12,0.0,0.0,103.0,2.0,0.0,0.0,1.87
11,2011,Graettinger,702.0,10.36,29.31,406.0,41103.0,66300.0,18.5,98.43,1.57,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0
12,2012,Graettinger,702.0,10.36,29.31,406.0,41103.0,66300.0,18.5,98.43,1.57,0.0,0.0,0.0,0.0,108.0,1.0,0.0,0.0,0.89
13,2013,Graettinger,702.0,10.36,29.31,406.0,41103.0,66300.0,18.5,98.43,1.57,0.0,0.0,0.0,0.0,111.0,2.0,2.0,1.74,1.74
14,2014,Graettinger,702.0,10.36,29.31,406.0,41103.0,66300.0,18.5,98.43,1.57,0.0,0.0,0.0,0.0,114.0,1.0,0.0,0.0,0.85
15,2015,Graettinger,702.0,10.36,29.31,406.0,41103.0,66300.0,18.5,98.43,1.57,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0
16,2016,Graettinger,702.0,10.36,29.31,406.0,41103.0,66300.0,18.5,98.43,1.57,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0
