,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Webster City,8176.0,7.34,30.01,413.0,36582.0,68500.0,19.6,94.74,0.33,1.32,0.18,2.45,0.01,1040.0,12.0,7.0,0.65,1.11
1,2002,Webster City,8176.0,7.34,30.01,413.0,36582.0,68500.0,19.6,94.74,0.33,1.32,0.18,2.45,0.01,1043.0,15.0,12.0,1.13,1.41
2,2003,Webster City,8176.0,7.34,30.01,413.0,36582.0,68500.0,19.6,94.74,0.33,1.32,0.18,2.45,0.01,1046.0,11.0,10.0,0.93,1.02
3,2004,Webster City,8176.0,7.34,30.01,413.0,36582.0,68500.0,19.6,94.74,0.33,1.32,0.18,2.45,0.01,1050.0,16.0,15.0,1.4,1.49
4,2005,Webster City,7764.0,7.22,26.26,582.0,43278.0,84200.0,25.3,91.8,0.0,2.89,0.0,5.1,0.0,1056.0,4.0,4.0,0.36,0.36
5,2006,Webster City,7764.0,7.22,26.26,582.0,43278.0,84200.0,25.3,91.8,0.0,2.89,0.0,5.1,0.0,1059.0,14.0,9.0,0.83,1.29
6,2007,Webster City,7764.0,7.22,26.26,582.0,43278.0,84200.0,25.3,91.8,0.0,2.89,0.0,5.1,0.0,1063.0,15.0,14.0,1.36,1.45
7,2008,Webster City,7764.0,7.22,26.26,582.0,43278.0,84200.0,25.3,91.8,0.0,2.89,0.0,5.1,0.0,1066.0,18.0,18.0,1.66,1.66
8,2009,Webster City,7764.0,7.22,26.26,582.0,43278.0,84200.0,25.3,91.8,0.0,2.89,0.0,5.1,0.0,1069.0,22.0,20.0,1.84,2.02
9,2010,Webster City,8070.0,13.94,31.78,596.0,38220.0,84600.0,30.2,87.36,0.35,7.45,0.11,3.38,0.0,1073.0,28.0,24.0,2.28,2.65
10,2011,Webster City,7869.0,10.0,35.08,639.0,42011.0,86300.0,27.2,87.83,0.46,7.37,0.0,3.91,0.0,1075.0,28.0,12.0,1.09,2.64
11,2012,Webster City,7869.0,10.0,35.08,639.0,42011.0,86300.0,27.2,87.83,0.46,7.37,0.0,3.91,0.0,1078.0,20.0,14.0,1.26,1.89
12,2013,Webster City,7869.0,10.0,35.08,639.0,42011.0,86300.0,27.2,87.83,0.46,7.37,0.0,3.91,0.0,1083.0,18.0,7.0,0.64,1.63
13,2014,Webster City,7869.0,10.0,35.08,639.0,42011.0,86300.0,27.2,87.83,0.46,7.37,0.0,3.91,0.0,1084.0,21.0,15.0,1.36,1.9
14,2015,Webster City,7869.0,10.0,35.08,639.0,42011.0,86300.0,27.2,87.83,0.46,7.37,0.0,3.91,0.0,1088.0,14.0,5.0,0.45,1.33
15,2016,Webster City,7869.0,10.0,35.08,639.0,42011.0,86300.0,27.2,87.83,0.46,7.37,0.0,3.91,0.0,1090.0,20.0,18.0,1.61,1.88
