,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Gowrie,1038.0,6.22,25.64,332.0,36136.0,62600.0,20.6,97.59,0.19,1.06,0.29,0.39,0.0,120.0,3.0,3.0,2.19,2.19
1,2002,Gowrie,1038.0,6.22,25.64,332.0,36136.0,62600.0,20.6,97.59,0.19,1.06,0.29,0.39,0.0,120.0,3.0,3.0,2.21,2.21
2,2003,Gowrie,1038.0,6.22,25.64,332.0,36136.0,62600.0,20.6,97.59,0.19,1.06,0.29,0.39,0.0,118.0,2.0,2.0,1.49,1.49
3,2004,Gowrie,1038.0,6.22,25.64,332.0,36136.0,62600.0,20.6,97.59,0.19,1.06,0.29,0.39,0.0,117.0,1.0,1.0,0.75,0.75
4,2005,Gowrie,1215.0,7.38,28.81,526.0,44773.0,71800.0,17.5,94.81,0.74,3.54,0.0,0.0,0.0,116.0,4.0,4.0,3.79,3.79
5,2006,Gowrie,1215.0,7.38,28.81,526.0,44773.0,71800.0,17.5,94.81,0.74,3.54,0.0,0.0,0.0,115.0,2.0,1.0,0.76,1.53
6,2007,Gowrie,1215.0,7.38,28.81,526.0,44773.0,71800.0,17.5,94.81,0.74,3.54,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0
7,2008,Gowrie,1215.0,7.38,28.81,526.0,44773.0,71800.0,17.5,94.81,0.74,3.54,0.0,0.0,0.0,113.0,1.0,1.0,0.78,0.78
8,2009,Gowrie,1215.0,7.38,28.81,526.0,44773.0,71800.0,17.5,94.81,0.74,3.54,0.0,0.0,0.0,112.0,2.0,2.0,1.57,1.57
9,2010,Gowrie,1037.0,10.49,26.47,574.0,46413.0,69500.0,22.7,96.14,0.96,1.64,0.1,0.19,0.0,111.0,0.0,0.0,0.0,0.0
10,2011,Gowrie,1093.0,7.91,27.75,604.0,43250.0,70900.0,23.2,90.03,0.46,2.93,0.46,0.64,0.0,114.0,0.0,0.0,0.0,0.0
11,2012,Gowrie,1093.0,7.91,27.75,604.0,43250.0,70900.0,23.2,90.03,0.46,2.93,0.46,0.64,0.0,118.0,2.0,2.0,1.49,1.49
12,2013,Gowrie,1093.0,7.91,27.75,604.0,43250.0,70900.0,23.2,90.03,0.46,2.93,0.46,0.64,0.0,121.0,1.0,1.0,0.72,0.72
13,2014,Gowrie,1093.0,7.91,27.75,604.0,43250.0,70900.0,23.2,90.03,0.46,2.93,0.46,0.64,0.0,124.0,0.0,0.0,0.0,0.0
14,2015,Gowrie,1093.0,7.91,27.75,604.0,43250.0,70900.0,23.2,90.03,0.46,2.93,0.46,0.64,0.0,128.0,2.0,2.0,1.38,1.38
15,2016,Gowrie,1093.0,7.91,27.75,604.0,43250.0,70900.0,23.2,90.03,0.46,2.93,0.46,0.64,0.0,131.0,1.0,1.0,0.67,0.67
