,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Ainsworth,524.0,9.98,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,43.0,0.0,0.0,0.0,0.0
1,2001,Ainsworth,524.0,9.98,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,43.0,0.0,0.0,0.0,0.0
2,2002,Ainsworth,524.0,9.98,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,42.0,1.0,1.0,2.42,2.42
3,2003,Ainsworth,524.0,9.98,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,41.0,1.0,1.0,0.82,1.64
4,2004,Ainsworth,524.0,9.98,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,40.0,1.0,0.0,0.0,0.84
5,2005,Ainsworth,507.0,7.52,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,39.0,1.0,1.0,1.71,2.56
6,2006,Ainsworth,507.0,7.52,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,39.0,1.0,0.0,0.0,0.87
7,2007,Ainsworth,507.0,7.52,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,38.0,1.0,1.0,0.89,0.89
8,2008,Ainsworth,507.0,7.52,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,37.0,1.0,1.0,2.73,2.73
9,2009,Ainsworth,507.0,7.52,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,36.0,0.0,0.0,0.0,0.0
10,2010,Ainsworth,567.0,8.33,26.32,625.0,50000.0,85800.0,25.0,77.25,0.88,20.63,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.95
11,2011,Ainsworth,568.0,6.8,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,36.0,1.0,1.0,1.89,1.89
12,2012,Ainsworth,568.0,6.8,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,36.0,1.0,1.0,0.93,0.93
13,2013,Ainsworth,568.0,6.8,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,36.0,1.0,1.0,1.85,1.85
14,2014,Ainsworth,568.0,6.8,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
15,2015,Ainsworth,568.0,6.8,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,37.0,1.0,1.0,2.75,2.75
16,2016,Ainsworth,568.0,6.8,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.91
