,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Anita,1049.0,8.12,22.25,264.0,28984.0,44800.0,21.5,98.76,0.0,0.48,0.19,0.1,0.0,98.0,0.0,0.0,0.0,0.0
1,2001,Anita,1049.0,8.12,22.25,264.0,28984.0,44800.0,21.5,98.76,0.0,0.48,0.19,0.1,0.0,98.0,0.0,0.0,0.0,0.0
2,2002,Anita,1049.0,8.12,22.25,264.0,28984.0,44800.0,21.5,98.76,0.0,0.48,0.19,0.1,0.0,98.0,0.0,0.0,0.0,0.0
3,2003,Anita,1049.0,8.12,22.25,264.0,28984.0,44800.0,21.5,98.76,0.0,0.48,0.19,0.1,0.0,98.0,1.0,1.0,0.24,0.24
4,2004,Anita,1049.0,8.12,22.25,264.0,28984.0,44800.0,21.5,98.76,0.0,0.48,0.19,0.1,0.0,98.0,2.0,2.0,1.99,1.99
5,2005,Anita,1108.0,6.13,25.0,466.0,35300.0,59200.0,37.5,98.19,0.0,1.08,0.0,0.36,0.0,99.0,1.0,1.0,0.87,0.87
6,2006,Anita,1108.0,6.13,25.0,466.0,35300.0,59200.0,37.5,98.19,0.0,1.08,0.0,0.36,0.0,99.0,0.0,0.0,0.0,0.0
7,2007,Anita,1108.0,6.13,25.0,466.0,35300.0,59200.0,37.5,98.19,0.0,1.08,0.0,0.36,0.0,99.0,0.0,0.0,0.0,0.0
8,2008,Anita,1108.0,6.13,25.0,466.0,35300.0,59200.0,37.5,98.19,0.0,1.08,0.0,0.36,0.0,100.0,1.0,1.0,1.1,1.1
9,2009,Anita,1108.0,6.13,25.0,466.0,35300.0,59200.0,37.5,98.19,0.0,1.08,0.0,0.36,0.0,99.0,2.0,2.0,1.73,1.73
10,2010,Anita,972.0,3.38,22.72,544.0,43150.0,62100.0,17.4,98.97,0.0,0.62,0.0,0.21,0.0,100.0,1.0,0.0,0.0,0.86
11,2011,Anita,954.0,11.67,28.95,540.0,40429.0,67000.0,19.0,97.06,0.0,2.94,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0
12,2012,Anita,954.0,11.67,28.95,540.0,40429.0,67000.0,19.0,97.06,0.0,2.94,0.0,0.0,0.0,102.0,1.0,0.0,0.0,0.84
13,2013,Anita,954.0,11.67,28.95,540.0,40429.0,67000.0,19.0,97.06,0.0,2.94,0.0,0.0,0.0,104.0,1.0,1.0,0.22,0.45
14,2014,Anita,954.0,11.67,28.95,540.0,40429.0,67000.0,19.0,97.06,0.0,2.94,0.0,0.0,0.0,105.0,3.0,3.0,2.45,3.27
15,2015,Anita,954.0,11.67,28.95,540.0,40429.0,67000.0,19.0,97.06,0.0,2.94,0.0,0.0,0.0,107.0,2.0,2.0,2.04,2.04
16,2016,Anita,954.0,11.67,28.95,540.0,40429.0,67000.0,19.0,97.06,0.0,2.94,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
