,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Elk Horn,649.0,2.68,17.74,331.0,33333.0,64000.0,26.3,98.92,0.0,0.31,0.0,0.62,0.0,48.0,1.0,1.0,1.49,1.49
1,2001,Elk Horn,649.0,2.68,17.74,331.0,33333.0,64000.0,26.3,98.92,0.0,0.31,0.0,0.62,0.0,48.0,1.0,1.0,2.99,2.99
2,2002,Elk Horn,649.0,2.68,17.74,331.0,33333.0,64000.0,26.3,98.92,0.0,0.31,0.0,0.62,0.0,48.0,0.0,0.0,0.0,0.0
3,2003,Elk Horn,649.0,2.68,17.74,331.0,33333.0,64000.0,26.3,98.92,0.0,0.31,0.0,0.62,0.0,48.0,1.0,1.0,1.49,1.49
4,2004,Elk Horn,649.0,2.68,17.74,331.0,33333.0,64000.0,26.3,98.92,0.0,0.31,0.0,0.62,0.0,48.0,0.0,0.0,0.0,0.0
5,2005,Elk Horn,525.0,4.19,6.25,400.0,39667.0,81700.0,32.5,94.1,0.0,4.76,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
6,2006,Elk Horn,525.0,4.19,6.25,400.0,39667.0,81700.0,32.5,94.1,0.0,4.76,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
7,2007,Elk Horn,525.0,4.19,6.25,400.0,39667.0,81700.0,32.5,94.1,0.0,4.76,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
8,2008,Elk Horn,525.0,4.19,6.25,400.0,39667.0,81700.0,32.5,94.1,0.0,4.76,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
9,2009,Elk Horn,525.0,4.19,6.25,400.0,39667.0,81700.0,32.5,94.1,0.0,4.76,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
10,2010,Elk Horn,662.0,1.96,18.82,425.0,45341.0,80800.0,27.0,98.19,0.0,1.66,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
11,2011,Elk Horn,543.0,6.5,23.42,425.0,48000.0,91700.0,24.2,99.45,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
12,2012,Elk Horn,543.0,6.5,23.42,425.0,48000.0,91700.0,24.2,99.45,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,2.94
13,2013,Elk Horn,543.0,6.5,23.42,425.0,48000.0,91700.0,24.2,99.45,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
14,2014,Elk Horn,543.0,6.5,23.42,425.0,48000.0,91700.0,24.2,99.45,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
15,2015,Elk Horn,543.0,6.5,23.42,425.0,48000.0,91700.0,24.2,99.45,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
16,2016,Elk Horn,543.0,6.5,23.42,425.0,48000.0,91700.0,24.2,99.45,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
