,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Atkins,977.0,3.9,15.79,365.0,50833.0,100700.0,20.0,98.98,0.0,0.82,0.0,0.0,0.0,61.0,1.0,1.0,1.11,1.11
1,2001,Atkins,977.0,3.9,15.79,365.0,50833.0,100700.0,20.0,98.98,0.0,0.82,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
2,2002,Atkins,977.0,3.9,15.79,365.0,50833.0,100700.0,20.0,98.98,0.0,0.82,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
3,2003,Atkins,977.0,3.9,15.79,365.0,50833.0,100700.0,20.0,98.98,0.0,0.82,0.0,0.0,0.0,60.0,1.0,1.0,1.14,1.14
4,2004,Atkins,977.0,3.9,15.79,365.0,50833.0,100700.0,20.0,98.98,0.0,0.82,0.0,0.0,0.0,59.0,2.0,2.0,3.45,3.45
5,2005,Atkins,1621.0,1.1,10.12,483.0,75929.0,169200.0,20.0,99.38,0.0,0.62,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
6,2006,Atkins,1621.0,1.1,10.12,483.0,75929.0,169200.0,20.0,99.38,0.0,0.62,0.0,0.0,0.0,58.0,2.0,1.0,1.18,3.53
7,2007,Atkins,1621.0,1.1,10.12,483.0,75929.0,169200.0,20.0,99.38,0.0,0.62,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0
8,2008,Atkins,1621.0,1.1,10.12,483.0,75929.0,169200.0,20.0,99.38,0.0,0.62,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0
9,2009,Atkins,1621.0,1.1,10.12,483.0,75929.0,169200.0,20.0,99.38,0.0,0.62,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
10,2010,Atkins,1670.0,0.53,8.78,495.0,81462.0,182100.0,18.9,98.62,0.06,0.66,0.3,0.06,0.0,56.0,1.0,1.0,1.22,1.22
11,2011,Atkins,1839.0,3.3,10.47,513.0,84917.0,197600.0,22.5,98.1,0.0,0.49,0.0,0.49,0.0,58.0,0.0,0.0,0.0,0.0
12,2012,Atkins,1839.0,3.3,10.47,513.0,84917.0,197600.0,22.5,98.1,0.0,0.49,0.0,0.49,0.0,59.0,1.0,1.0,2.3,2.3
13,2013,Atkins,1839.0,3.3,10.47,513.0,84917.0,197600.0,22.5,98.1,0.0,0.49,0.0,0.49,0.0,61.0,1.0,0.0,0.0,2.22
14,2014,Atkins,1839.0,3.3,10.47,513.0,84917.0,197600.0,22.5,98.1,0.0,0.49,0.0,0.49,0.0,62.0,1.0,1.0,1.09,1.09
15,2015,Atkins,1839.0,3.3,10.47,513.0,84917.0,197600.0,22.5,98.1,0.0,0.49,0.0,0.49,0.0,64.0,2.0,1.0,1.05,3.16
16,2016,Atkins,1839.0,3.3,10.47,513.0,84917.0,197600.0,22.5,98.1,0.0,0.49,0.0,0.49,0.0,66.0,3.0,1.0,2.06,4.12
