,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,George,1051.0,8.23,18.03,377.0,30375.0,49900.0,27.3,98.95,0.19,0.57,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0
1,2001,George,1051.0,8.23,18.03,377.0,30375.0,49900.0,27.3,98.95,0.19,0.57,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0
2,2002,George,1051.0,8.23,18.03,377.0,30375.0,49900.0,27.3,98.95,0.19,0.57,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0
3,2003,George,1051.0,8.23,18.03,377.0,30375.0,49900.0,27.3,98.95,0.19,0.57,0.0,0.0,0.0,86.0,2.0,1.0,1.14,2.27
4,2004,George,1051.0,8.23,18.03,377.0,30375.0,49900.0,27.3,98.95,0.19,0.57,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0
5,2005,George,1405.0,2.33,28.72,567.0,38276.0,63800.0,28.3,98.29,0.0,1.0,0.71,0.0,0.0,87.0,0.0,0.0,0.0,0.0
6,2006,George,1405.0,2.33,28.72,567.0,38276.0,63800.0,28.3,98.29,0.0,1.0,0.71,0.0,0.0,87.0,0.0,0.0,0.0,0.0
7,2007,George,1405.0,2.33,28.72,567.0,38276.0,63800.0,28.3,98.29,0.0,1.0,0.71,0.0,0.0,88.0,1.0,1.0,1.11,1.11
8,2008,George,1405.0,2.33,28.72,567.0,38276.0,63800.0,28.3,98.29,0.0,1.0,0.71,0.0,0.0,88.0,0.0,0.0,0.0,0.0
9,2009,George,1405.0,2.33,28.72,567.0,38276.0,63800.0,28.3,98.29,0.0,1.0,0.71,0.0,0.0,89.0,1.0,1.0,1.1,1.1
10,2010,George,1080.0,3.85,19.96,497.0,41688.0,69200.0,23.6,96.94,0.19,2.22,0.09,0.19,0.0,89.0,1.0,0.0,0.0,1.1
11,2011,George,1065.0,5.78,18.79,468.0,50795.0,72600.0,20.2,96.06,0.0,3.38,0.0,0.38,0.0,90.0,0.0,0.0,0.0,0.0
12,2012,George,1065.0,5.78,18.79,468.0,50795.0,72600.0,20.2,96.06,0.0,3.38,0.0,0.38,0.0,92.0,0.0,0.0,0.0,0.0
13,2013,George,1065.0,5.78,18.79,468.0,50795.0,72600.0,20.2,96.06,0.0,3.38,0.0,0.38,0.0,95.0,0.0,0.0,0.0,0.0
14,2014,George,1065.0,5.78,18.79,468.0,50795.0,72600.0,20.2,96.06,0.0,3.38,0.0,0.38,0.0,97.0,0.0,0.0,0.0,0.0
15,2015,George,1065.0,5.78,18.79,468.0,50795.0,72600.0,20.2,96.06,0.0,3.38,0.0,0.38,0.0,99.0,1.0,1.0,0.98,0.98
16,2016,George,1065.0,5.78,18.79,468.0,50795.0,72600.0,20.2,96.06,0.0,3.38,0.0,0.38,0.0,101.0,2.0,2.0,1.92,1.92
