,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Moulton,658.0,14.81,30.13,326.0,22692.0,29300.0,21.4,97.57,0.3,0.15,1.22,0.15,0.0,83.0,0.0,0.0,0.0,0.0
1,2001,Moulton,658.0,14.81,30.13,326.0,22692.0,29300.0,21.4,97.57,0.3,0.15,1.22,0.15,0.0,81.0,1.0,1.0,1.06,1.06
2,2002,Moulton,658.0,14.81,30.13,326.0,22692.0,29300.0,21.4,97.57,0.3,0.15,1.22,0.15,0.0,80.0,1.0,1.0,1.09,1.09
3,2003,Moulton,658.0,14.81,30.13,326.0,22692.0,29300.0,21.4,97.57,0.3,0.15,1.22,0.15,0.0,78.0,0.0,0.0,0.0,0.0
4,2004,Moulton,658.0,14.81,30.13,326.0,22692.0,29300.0,21.4,97.57,0.3,0.15,1.22,0.15,0.0,76.0,1.0,0.0,0.0,1.14
5,2005,Moulton,848.0,17.67,30.16,458.0,26100.0,45700.0,25.4,97.41,0.0,1.77,0.0,0.83,0.0,75.0,0.0,0.0,0.0,0.0
6,2006,Moulton,848.0,17.67,30.16,458.0,26100.0,45700.0,25.4,97.41,0.0,1.77,0.0,0.83,0.0,74.0,0.0,0.0,0.0,0.0
7,2007,Moulton,848.0,17.67,30.16,458.0,26100.0,45700.0,25.4,97.41,0.0,1.77,0.0,0.83,0.0,72.0,0.0,0.0,0.0,0.0
8,2008,Moulton,848.0,17.67,30.16,458.0,26100.0,45700.0,25.4,97.41,0.0,1.77,0.0,0.83,0.0,70.0,3.0,3.0,3.7,3.7
9,2009,Moulton,848.0,17.67,30.16,458.0,26100.0,45700.0,25.4,97.41,0.0,1.77,0.0,0.83,0.0,68.0,0.0,0.0,0.0,0.0
10,2010,Moulton,605.0,19.15,27.27,517.0,26679.0,34800.0,20.8,98.18,0.0,0.83,0.17,0.0,0.0,67.0,0.0,0.0,0.0,0.0
11,2011,Moulton,608.0,26.58,24.22,675.0,32083.0,54100.0,20.0,95.72,0.0,3.95,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0
12,2012,Moulton,608.0,26.58,24.22,675.0,32083.0,54100.0,20.0,95.72,0.0,3.95,0.0,0.0,0.0,68.0,1.0,1.0,1.28,1.28
13,2013,Moulton,608.0,26.58,24.22,675.0,32083.0,54100.0,20.0,95.72,0.0,3.95,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0
14,2014,Moulton,608.0,26.58,24.22,675.0,32083.0,54100.0,20.0,95.72,0.0,3.95,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0
15,2015,Moulton,608.0,26.58,24.22,675.0,32083.0,54100.0,20.0,95.72,0.0,3.95,0.0,0.0,0.0,69.0,1.0,1.0,1.25,1.25
16,2016,Moulton,608.0,26.58,24.22,675.0,32083.0,54100.0,20.0,95.72,0.0,3.95,0.0,0.0,0.0,69.0,1.0,1.0,1.25,1.25
