,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Mount Ayr,1822.0,13.13,29.23,369.0,26893.0,52300.0,25.2,98.57,0.0,0.44,0.27,0.27,0.0,226.0,2.0,2.0,0.86,0.86
1,2001,Mount Ayr,1822.0,13.13,29.23,369.0,26893.0,52300.0,25.2,98.57,0.0,0.44,0.27,0.27,0.0,225.0,2.0,2.0,0.87,0.87
2,2002,Mount Ayr,1822.0,13.13,29.23,369.0,26893.0,52300.0,25.2,98.57,0.0,0.44,0.27,0.27,0.0,223.0,1.0,1.0,0.44,0.44
3,2003,Mount Ayr,1822.0,13.13,29.23,369.0,26893.0,52300.0,25.2,98.57,0.0,0.44,0.27,0.27,0.0,222.0,1.0,1.0,0.0,0.0
4,2004,Mount Ayr,1822.0,13.13,29.23,369.0,26893.0,52300.0,25.2,98.57,0.0,0.44,0.27,0.27,0.0,220.0,1.0,1.0,0.44,0.44
5,2005,Mount Ayr,1774.0,5.56,26.94,444.0,39964.0,77300.0,26.6,98.25,0.0,0.0,0.0,1.75,0.0,220.0,0.0,0.0,0.0,0.0
6,2006,Mount Ayr,1774.0,5.56,26.94,444.0,39964.0,77300.0,26.6,98.25,0.0,0.0,0.0,1.75,0.0,219.0,0.0,0.0,0.0,0.0
7,2007,Mount Ayr,1774.0,5.56,26.94,444.0,39964.0,77300.0,26.6,98.25,0.0,0.0,0.0,1.75,0.0,217.0,5.0,5.0,2.25,2.25
8,2008,Mount Ayr,1774.0,5.56,26.94,444.0,39964.0,77300.0,26.6,98.25,0.0,0.0,0.0,1.75,0.0,216.0,2.0,2.0,0.9,0.9
9,2009,Mount Ayr,1774.0,5.56,26.94,444.0,39964.0,77300.0,26.6,98.25,0.0,0.0,0.0,1.75,0.0,214.0,2.0,2.0,0.91,0.91
10,2010,Mount Ayr,1691.0,6.5,29.09,438.0,42768.0,76800.0,27.6,97.4,0.06,1.6,0.06,0.65,0.0,213.0,0.0,0.0,0.0,0.0
11,2011,Mount Ayr,1799.0,7.76,28.4,483.0,45688.0,72900.0,26.9,94.05,0.5,1.67,0.44,1.33,0.0,212.0,3.0,1.0,0.46,1.38
12,2012,Mount Ayr,1799.0,7.76,28.4,483.0,45688.0,72900.0,26.9,94.05,0.5,1.67,0.44,1.33,0.0,211.0,2.0,1.0,0.46,0.91
13,2013,Mount Ayr,1799.0,7.76,28.4,483.0,45688.0,72900.0,26.9,94.05,0.5,1.67,0.44,1.33,0.0,212.0,1.0,0.0,0.0,0.46
14,2014,Mount Ayr,1799.0,7.76,28.4,483.0,45688.0,72900.0,26.9,94.05,0.5,1.67,0.44,1.33,0.0,212.0,1.0,1.0,0.0,0.0
15,2015,Mount Ayr,1799.0,7.76,28.4,483.0,45688.0,72900.0,26.9,94.05,0.5,1.67,0.44,1.33,0.0,211.0,0.0,0.0,0.0,0.0
16,2016,Mount Ayr,1799.0,7.76,28.4,483.0,45688.0,72900.0,26.9,94.05,0.5,1.67,0.44,1.33,0.0,210.0,0.0,0.0,0.0,0.0
