,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Grand Mound,676.0,7.1,16.54,375.0,42411.0,72000.0,19.6,97.63,0.0,1.33,0.0,0.15,0.0,35.0,1.0,1.0,1.12,1.12
1,2002,Grand Mound,676.0,7.1,16.54,375.0,42411.0,72000.0,19.6,97.63,0.0,1.33,0.0,0.15,0.0,35.0,0.0,0.0,0.0,0.0
2,2003,Grand Mound,676.0,7.1,16.54,375.0,42411.0,72000.0,19.6,97.63,0.0,1.33,0.0,0.15,0.0,34.0,0.0,0.0,0.0,0.0
3,2004,Grand Mound,676.0,7.1,16.54,375.0,42411.0,72000.0,19.6,97.63,0.0,1.33,0.0,0.15,0.0,34.0,1.0,1.0,1.18,1.18
4,2005,Grand Mound,708.0,1.4,17.42,333.0,49306.0,97400.0,21.7,100.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,2.38,2.38
5,2006,Grand Mound,708.0,1.4,17.42,333.0,49306.0,97400.0,21.7,100.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
6,2007,Grand Mound,708.0,1.4,17.42,333.0,49306.0,97400.0,21.7,100.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
7,2008,Grand Mound,708.0,1.4,17.42,333.0,49306.0,97400.0,21.7,100.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,1.0,1.25,1.25
8,2009,Grand Mound,708.0,1.4,17.42,333.0,49306.0,97400.0,21.7,100.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
9,2010,Grand Mound,642.0,7.88,16.46,669.0,46719.0,112000.0,36.3,97.2,0.0,1.71,0.0,0.31,0.0,31.0,1.0,1.0,1.28,1.28
10,2011,Grand Mound,507.0,0.0,13.93,810.0,61250.0,121700.0,30.3,96.25,0.2,1.97,0.0,0.0,0.0,31.0,1.0,1.0,2.53,2.53
11,2012,Grand Mound,507.0,0.0,13.93,810.0,61250.0,121700.0,30.3,96.25,0.2,1.97,0.0,0.0,0.0,32.0,1.0,1.0,1.23,1.23
12,2013,Grand Mound,507.0,0.0,13.93,810.0,61250.0,121700.0,30.3,96.25,0.2,1.97,0.0,0.0,0.0,33.0,1.0,1.0,1.22,1.22
13,2014,Grand Mound,507.0,0.0,13.93,810.0,61250.0,121700.0,30.3,96.25,0.2,1.97,0.0,0.0,0.0,33.0,1.0,1.0,2.41,2.41
14,2015,Grand Mound,507.0,0.0,13.93,810.0,61250.0,121700.0,30.3,96.25,0.2,1.97,0.0,0.0,0.0,34.0,1.0,1.0,2.35,2.35
15,2016,Grand Mound,507.0,0.0,13.93,810.0,61250.0,121700.0,30.3,96.25,0.2,1.97,0.0,0.0,0.0,34.0,1.0,1.0,2.33,3.49
