,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Gilbertville,767.0,4.03,17.51,369.0,41490.0,82300.0,20.0,98.83,0.13,0.78,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
1,2002,Gilbertville,767.0,4.03,17.51,369.0,41490.0,82300.0,20.0,98.83,0.13,0.78,0.0,0.0,0.0,39.0,1.0,1.0,1.61,1.61
2,2003,Gilbertville,767.0,4.03,17.51,369.0,41490.0,82300.0,20.0,98.83,0.13,0.78,0.0,0.0,0.0,39.0,1.0,1.0,1.61,1.61
3,2004,Gilbertville,767.0,4.03,17.51,369.0,41490.0,82300.0,20.0,98.83,0.13,0.78,0.0,0.0,0.0,39.0,1.0,1.0,1.61,1.61
4,2005,Gilbertville,886.0,0.0,16.57,614.0,40577.0,123000.0,23.8,100.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,3.0,8.06,8.06
5,2006,Gilbertville,886.0,0.0,16.57,614.0,40577.0,123000.0,23.8,100.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1.0,3.23,3.23
6,2007,Gilbertville,886.0,0.0,16.57,614.0,40577.0,123000.0,23.8,100.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1.0,1.61,3.23
7,2008,Gilbertville,886.0,0.0,16.57,614.0,40577.0,123000.0,23.8,100.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,2.0,4.84,4.84
8,2009,Gilbertville,886.0,0.0,16.57,614.0,40577.0,123000.0,23.8,100.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,2.0,4.84,4.84
9,2010,Gilbertville,712.0,1.06,16.5,545.0,47083.0,134400.0,23.5,97.05,0.0,1.69,0.14,0.56,0.0,39.0,0.0,0.0,0.0,0.0
10,2011,Gilbertville,700.0,4.55,25.55,538.0,51696.0,146000.0,25.9,97.14,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,1.56,1.56
11,2012,Gilbertville,700.0,4.55,25.55,538.0,51696.0,146000.0,25.9,97.14,0.0,0.0,0.0,0.0,0.0,41.0,2.0,2.0,4.62,4.62
12,2013,Gilbertville,700.0,4.55,25.55,538.0,51696.0,146000.0,25.9,97.14,0.0,0.0,0.0,0.0,0.0,42.0,1.0,1.0,2.99,2.99
13,2014,Gilbertville,700.0,4.55,25.55,538.0,51696.0,146000.0,25.9,97.14,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,1.45
14,2015,Gilbertville,700.0,4.55,25.55,538.0,51696.0,146000.0,25.9,97.14,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
15,2016,Gilbertville,700.0,4.55,25.55,538.0,51696.0,146000.0,25.9,97.14,0.0,0.0,0.0,0.0,0.0,45.0,3.0,1.0,2.78,5.56
