,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Estherville,6656.0,8.09,27.92,323.0,31279.0,54500.0,19.0,92.58,0.18,6.19,0.15,0.41,0.02,754.0,0.0,0.0,0.0,0.0
1,2001,Estherville,6656.0,8.09,27.92,323.0,31279.0,54500.0,19.0,92.58,0.18,6.19,0.15,0.41,0.02,749.0,4.0,3.0,0.4,0.53
2,2002,Estherville,6656.0,8.09,27.92,323.0,31279.0,54500.0,19.0,92.58,0.18,6.19,0.15,0.41,0.02,744.0,9.0,6.0,0.78,1.17
3,2003,Estherville,6656.0,8.09,27.92,323.0,31279.0,54500.0,19.0,92.58,0.18,6.19,0.15,0.41,0.02,740.0,6.0,6.0,0.79,0.79
4,2004,Estherville,6656.0,8.09,27.92,323.0,31279.0,54500.0,19.0,92.58,0.18,6.19,0.15,0.41,0.02,735.0,6.0,6.0,0.8,0.8
5,2005,Estherville,6246.0,10.64,31.71,521.0,40275.0,76700.0,27.8,88.9,0.46,9.43,0.0,0.45,0.0,732.0,10.0,8.0,1.06,1.3
6,2006,Estherville,6246.0,10.64,31.71,521.0,40275.0,76700.0,27.8,88.9,0.46,9.43,0.0,0.45,0.0,725.0,8.0,7.0,0.96,1.1
7,2007,Estherville,6246.0,10.64,31.71,521.0,40275.0,76700.0,27.8,88.9,0.46,9.43,0.0,0.45,0.0,720.0,4.0,4.0,0.55,0.55
8,2008,Estherville,6246.0,10.64,31.71,521.0,40275.0,76700.0,27.8,88.9,0.46,9.43,0.0,0.45,0.0,716.0,1.0,1.0,0.14,0.14
9,2009,Estherville,6246.0,10.64,31.71,521.0,40275.0,76700.0,27.8,88.9,0.46,9.43,0.0,0.45,0.0,712.0,5.0,5.0,0.66,0.66
10,2010,Estherville,6360.0,8.61,27.66,613.0,41773.0,81200.0,32.5,86.53,0.75,11.04,0.25,0.57,0.0,707.0,4.0,3.0,0.41,0.55
11,2011,Estherville,6091.0,10.55,27.1,594.0,43536.0,79900.0,30.7,83.25,2.04,13.91,0.1,0.28,0.0,713.0,13.0,9.0,1.26,1.8
12,2012,Estherville,6091.0,10.55,27.1,594.0,43536.0,79900.0,30.7,83.25,2.04,13.91,0.1,0.28,0.0,715.0,9.0,9.0,1.24,1.24
13,2013,Estherville,6091.0,10.55,27.1,594.0,43536.0,79900.0,30.7,83.25,2.04,13.91,0.1,0.28,0.0,722.0,6.0,5.0,0.68,0.82
14,2014,Estherville,6091.0,10.55,27.1,594.0,43536.0,79900.0,30.7,83.25,2.04,13.91,0.1,0.28,0.0,725.0,11.0,8.0,1.09,1.5
15,2015,Estherville,6091.0,10.55,27.1,594.0,43536.0,79900.0,30.7,83.25,2.04,13.91,0.1,0.28,0.0,729.0,16.0,15.0,2.02,2.15
16,2016,Estherville,6091.0,10.55,27.1,594.0,43536.0,79900.0,30.7,83.25,2.04,13.91,0.1,0.28,0.0,732.0,3.0,3.0,0.41,0.41
