,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Humboldt,4452.0,7.28,27.74,347.0,39338.0,83700.0,22.0,97.64,0.11,1.5,0.04,0.25,0.0,536.0,1.0,1.0,0.18,0.18
1,2001,Humboldt,4452.0,7.28,27.74,347.0,39338.0,83700.0,22.0,97.64,0.11,1.5,0.04,0.25,0.0,544.0,3.0,1.0,0.17,0.51
2,2002,Humboldt,4452.0,7.28,27.74,347.0,39338.0,83700.0,22.0,97.64,0.11,1.5,0.04,0.25,0.0,555.0,8.0,7.0,1.2,1.37
3,2003,Humboldt,4452.0,7.28,27.74,347.0,39338.0,83700.0,22.0,97.64,0.11,1.5,0.04,0.25,0.0,563.0,3.0,3.0,0.51,0.51
4,2004,Humboldt,4452.0,7.28,27.74,347.0,39338.0,83700.0,22.0,97.64,0.11,1.5,0.04,0.25,0.0,571.0,6.0,5.0,0.84,1.0
5,2005,Humboldt,4247.0,9.58,30.06,423.0,46281.0,90200.0,25.7,93.05,0.0,4.45,0.0,0.0,0.0,581.0,6.0,4.0,0.67,0.99
6,2006,Humboldt,4247.0,9.58,30.06,423.0,46281.0,90200.0,25.7,93.05,0.0,4.45,0.0,0.0,0.0,589.0,5.0,5.0,0.81,0.81
7,2007,Humboldt,4247.0,9.58,30.06,423.0,46281.0,90200.0,25.7,93.05,0.0,4.45,0.0,0.0,0.0,598.0,9.0,9.0,1.44,1.44
8,2008,Humboldt,4247.0,9.58,30.06,423.0,46281.0,90200.0,25.7,93.05,0.0,4.45,0.0,0.0,0.0,605.0,5.0,5.0,0.79,0.79
9,2009,Humboldt,4247.0,9.58,30.06,423.0,46281.0,90200.0,25.7,93.05,0.0,4.45,0.0,0.0,0.0,616.0,2.0,2.0,0.31,0.31
10,2010,Humboldt,4690.0,12.89,30.8,576.0,45366.0,92400.0,26.8,93.18,0.49,5.01,0.09,0.43,0.0,624.0,5.0,5.0,0.77,0.77
11,2011,Humboldt,4635.0,12.23,37.2,588.0,43504.0,99800.0,27.5,92.13,0.09,4.96,0.0,0.43,0.0,628.0,7.0,3.0,0.45,1.04
12,2012,Humboldt,4635.0,12.23,37.2,588.0,43504.0,99800.0,27.5,92.13,0.09,4.96,0.0,0.43,0.0,632.0,9.0,8.0,1.21,1.36
13,2013,Humboldt,4635.0,12.23,37.2,588.0,43504.0,99800.0,27.5,92.13,0.09,4.96,0.0,0.43,0.0,636.0,7.0,2.0,0.3,1.05
14,2014,Humboldt,4635.0,12.23,37.2,588.0,43504.0,99800.0,27.5,92.13,0.09,4.96,0.0,0.43,0.0,637.0,7.0,7.0,1.05,1.05
15,2015,Humboldt,4635.0,12.23,37.2,588.0,43504.0,99800.0,27.5,92.13,0.09,4.96,0.0,0.43,0.0,642.0,6.0,4.0,0.59,0.88
16,2016,Humboldt,4635.0,12.23,37.2,588.0,43504.0,99800.0,27.5,92.13,0.09,4.96,0.0,0.43,0.0,646.0,9.0,7.0,1.04,1.33
