,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Battle Creek,743.0,7.35,19.08,327.0,31029.0,38500.0,14.6,98.79,0.0,0.67,0.0,0.13,0.0,84.0,0.0,0.0,0.0,0.0
1,2001,Battle Creek,743.0,7.35,19.08,327.0,31029.0,38500.0,14.6,98.79,0.0,0.67,0.0,0.13,0.0,84.0,1.0,0.0,0.0,0.01
2,2002,Battle Creek,743.0,7.35,19.08,327.0,31029.0,38500.0,14.6,98.79,0.0,0.67,0.0,0.13,0.0,84.0,0.0,0.0,0.0,0.0
3,2003,Battle Creek,743.0,7.35,19.08,327.0,31029.0,38500.0,14.6,98.79,0.0,0.67,0.0,0.13,0.0,84.0,1.0,1.0,0.71,0.71
4,2004,Battle Creek,743.0,7.35,19.08,327.0,31029.0,38500.0,14.6,98.79,0.0,0.67,0.0,0.13,0.0,84.0,1.0,1.0,0.71,0.71
5,2005,Battle Creek,679.0,9.72,28.88,375.0,37202.0,39200.0,25.2,98.23,0.0,1.77,0.0,0.0,0.0,84.0,1.0,0.0,0.0,0.71
6,2006,Battle Creek,679.0,9.72,28.88,375.0,37202.0,39200.0,25.2,98.23,0.0,1.77,0.0,0.0,0.0,83.0,1.0,1.0,0.01,0.73
7,2007,Battle Creek,679.0,9.72,28.88,375.0,37202.0,39200.0,25.2,98.23,0.0,1.77,0.0,0.0,0.0,83.0,1.0,1.0,0.71,0.71
8,2008,Battle Creek,679.0,9.72,28.88,375.0,37202.0,39200.0,25.2,98.23,0.0,1.77,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
9,2009,Battle Creek,679.0,9.72,28.88,375.0,37202.0,39200.0,25.2,98.23,0.0,1.77,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
10,2010,Battle Creek,713.0,10.85,26.15,524.0,38036.0,38900.0,24.0,96.77,0.56,1.68,0.0,0.84,0.0,83.0,1.0,1.0,1.42,1.42
11,2011,Battle Creek,701.0,7.73,25.76,513.0,38056.0,46300.0,24.0,96.15,0.0,0.0,0.0,1.57,0.0,84.0,1.0,1.0,0.01,0.01
12,2012,Battle Creek,701.0,7.73,25.76,513.0,38056.0,46300.0,24.0,96.15,0.0,0.0,0.0,1.57,0.0,84.0,0.0,0.0,0.0,0.0
13,2013,Battle Creek,701.0,7.73,25.76,513.0,38056.0,46300.0,24.0,96.15,0.0,0.0,0.0,1.57,0.0,85.0,1.0,0.0,0.0,0.69
14,2014,Battle Creek,701.0,7.73,25.76,513.0,38056.0,46300.0,24.0,96.15,0.0,0.0,0.0,1.57,0.0,86.0,0.0,0.0,0.0,0.0
15,2015,Battle Creek,701.0,7.73,25.76,513.0,38056.0,46300.0,24.0,96.15,0.0,0.0,0.0,1.57,0.0,87.0,1.0,1.0,0.68,0.68
16,2016,Battle Creek,701.0,7.73,25.76,513.0,38056.0,46300.0,24.0,96.15,0.0,0.0,0.0,1.57,0.0,87.0,0.0,0.0,0.0,0.0
