,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Bedford,1620.0,13.72,24.17,357.0,28125.0,38500.0,20.9,97.41,0.06,1.67,0.25,0.12,0.0,162.0,1.0,1.0,0.6,0.6
1,2001,Bedford,1620.0,13.72,24.17,357.0,28125.0,38500.0,20.9,97.41,0.06,1.67,0.25,0.12,0.0,159.0,1.0,1.0,0.61,0.61
2,2002,Bedford,1620.0,13.72,24.17,357.0,28125.0,38500.0,20.9,97.41,0.06,1.67,0.25,0.12,0.0,155.0,0.0,0.0,0.0,0.0
3,2003,Bedford,1620.0,13.72,24.17,357.0,28125.0,38500.0,20.9,97.41,0.06,1.67,0.25,0.12,0.0,153.0,0.0,0.0,0.0,0.0
4,2004,Bedford,1620.0,13.72,24.17,357.0,28125.0,38500.0,20.9,97.41,0.06,1.67,0.25,0.12,0.0,149.0,1.0,1.0,0.65,0.65
5,2005,Bedford,1660.0,3.97,24.31,409.0,36250.0,53300.0,20.8,97.05,0.0,2.65,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0
6,2006,Bedford,1660.0,3.97,24.31,409.0,36250.0,53300.0,20.8,97.05,0.0,2.65,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0
7,2007,Bedford,1660.0,3.97,24.31,409.0,36250.0,53300.0,20.8,97.05,0.0,2.65,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0
8,2008,Bedford,1660.0,3.97,24.31,409.0,36250.0,53300.0,20.8,97.05,0.0,2.65,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0
9,2009,Bedford,1660.0,3.97,24.31,409.0,36250.0,53300.0,20.8,97.05,0.0,2.65,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0
10,2010,Bedford,1440.0,9.58,21.34,420.0,42606.0,50500.0,19.0,97.22,0.49,1.25,0.07,0.28,0.0,129.0,0.0,0.0,0.0,0.0
11,2011,Bedford,1491.0,12.94,24.04,575.0,34750.0,49500.0,34.5,91.75,0.87,4.9,0.27,1.07,0.0,130.0,2.0,2.0,1.45,1.45
12,2012,Bedford,1491.0,12.94,24.04,575.0,34750.0,49500.0,34.5,91.75,0.87,4.9,0.27,1.07,0.0,131.0,1.0,0.0,0.0,0.7
13,2013,Bedford,1491.0,12.94,24.04,575.0,34750.0,49500.0,34.5,91.75,0.87,4.9,0.27,1.07,0.0,132.0,2.0,0.0,0.0,1.46
14,2014,Bedford,1491.0,12.94,24.04,575.0,34750.0,49500.0,34.5,91.75,0.87,4.9,0.27,1.07,0.0,133.0,0.0,0.0,0.0,0.0
15,2015,Bedford,1491.0,12.94,24.04,575.0,34750.0,49500.0,34.5,91.75,0.87,4.9,0.27,1.07,0.0,133.0,0.0,0.0,0.0,0.0
16,2016,Bedford,1491.0,12.94,24.04,575.0,34750.0,49500.0,34.5,91.75,0.87,4.9,0.27,1.07,0.0,134.0,2.0,2.0,1.37,1.37
