,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Ventura,670.0,4.0,16.97,457.0,41875.0,88600.0,19.4,99.1,0.0,0.3,0.0,0.6,0.0,33.0,1.0,1.0,4.23,4.23
1,2002,Ventura,670.0,4.0,16.97,457.0,41875.0,88600.0,19.4,99.1,0.0,0.3,0.0,0.6,0.0,33.0,0.0,0.0,0.0,0.0
2,2003,Ventura,670.0,4.0,16.97,457.0,41875.0,88600.0,19.4,99.1,0.0,0.3,0.0,0.6,0.0,33.0,0.0,0.0,0.0,0.0
3,2004,Ventura,670.0,4.0,16.97,457.0,41875.0,88600.0,19.4,99.1,0.0,0.3,0.0,0.6,0.0,32.0,1.0,1.0,1.45,1.45
4,2005,Ventura,722.0,0.51,17.85,602.0,48750.0,145300.0,26.7,95.71,0.0,0.69,0.0,3.32,0.0,32.0,1.0,1.0,1.45,1.45
5,2006,Ventura,722.0,0.51,17.85,602.0,48750.0,145300.0,26.7,95.71,0.0,0.69,0.0,3.32,0.0,32.0,0.0,0.0,0.0,0.0
6,2007,Ventura,722.0,0.51,17.85,602.0,48750.0,145300.0,26.7,95.71,0.0,0.69,0.0,3.32,0.0,31.0,0.0,0.0,0.0,0.0
7,2008,Ventura,722.0,0.51,17.85,602.0,48750.0,145300.0,26.7,95.71,0.0,0.69,0.0,3.32,0.0,31.0,1.0,1.0,3.03,4.55
8,2009,Ventura,722.0,0.51,17.85,602.0,48750.0,145300.0,26.7,95.71,0.0,0.69,0.0,3.32,0.0,31.0,1.0,0.0,0.0,1.52
9,2010,Ventura,717.0,0.81,14.6,580.0,65833.0,166900.0,19.1,97.49,0.0,1.26,0.0,0.56,0.0,30.0,0.0,0.0,0.0,0.0
10,2011,Ventura,738.0,1.35,18.31,692.0,67422.0,196400.0,14.7,98.78,0.0,0.68,0.0,0.54,0.0,31.0,1.0,0.0,0.0,1.52
11,2012,Ventura,738.0,1.35,18.31,692.0,67422.0,196400.0,14.7,98.78,0.0,0.68,0.0,0.54,0.0,31.0,0.0,0.0,0.0,0.0
12,2013,Ventura,738.0,1.35,18.31,692.0,67422.0,196400.0,14.7,98.78,0.0,0.68,0.0,0.54,0.0,32.0,0.0,0.0,0.0,0.0
13,2014,Ventura,738.0,1.35,18.31,692.0,67422.0,196400.0,14.7,98.78,0.0,0.68,0.0,0.54,0.0,32.0,0.0,0.0,0.0,0.0
14,2015,Ventura,738.0,1.35,18.31,692.0,67422.0,196400.0,14.7,98.78,0.0,0.68,0.0,0.54,0.0,32.0,1.0,0.0,0.0,1.45
15,2016,Ventura,738.0,1.35,18.31,692.0,67422.0,196400.0,14.7,98.78,0.0,0.68,0.0,0.54,0.0,33.0,0.0,0.0,0.0,0.0
