,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Clarence,1008.0,4.91,25.53,448.0,36042.0,65900.0,27.5,99.21,0.0,0.1,0.1,0.1,0.0,109.0,0.0,0.0,0.0,0.0
1,2001,Clarence,1008.0,4.91,25.53,448.0,36042.0,65900.0,27.5,99.21,0.0,0.1,0.1,0.1,0.0,108.0,0.0,0.0,0.0,0.0
2,2002,Clarence,1008.0,4.91,25.53,448.0,36042.0,65900.0,27.5,99.21,0.0,0.1,0.1,0.1,0.0,106.0,0.0,0.0,0.0,0.0
3,2003,Clarence,1008.0,4.91,25.53,448.0,36042.0,65900.0,27.5,99.21,0.0,0.1,0.1,0.1,0.0,106.0,0.0,0.0,0.0,0.0
4,2004,Clarence,1008.0,4.91,25.53,448.0,36042.0,65900.0,27.5,99.21,0.0,0.1,0.1,0.1,0.0,105.0,0.0,0.0,0.0,0.0
5,2005,Clarence,902.0,11.51,30.2,565.0,44605.0,89300.0,24.2,97.56,0.0,2.44,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0
6,2006,Clarence,902.0,11.51,30.2,565.0,44605.0,89300.0,24.2,97.56,0.0,2.44,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0
7,2007,Clarence,902.0,11.51,30.2,565.0,44605.0,89300.0,24.2,97.56,0.0,2.44,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0
8,2008,Clarence,902.0,11.51,30.2,565.0,44605.0,89300.0,24.2,97.56,0.0,2.44,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
9,2009,Clarence,902.0,11.51,30.2,565.0,44605.0,89300.0,24.2,97.56,0.0,2.44,0.0,0.0,0.0,98.0,1.0,1.0,0.99,0.99
10,2010,Clarence,974.0,9.13,23.68,588.0,43973.0,91000.0,26.7,97.23,0.21,1.44,0.31,0.0,0.0,97.0,3.0,1.0,1.0,3.0
11,2011,Clarence,945.0,6.16,31.58,533.0,44196.0,95400.0,26.6,97.88,0.21,1.9,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
12,2012,Clarence,945.0,6.16,31.58,533.0,44196.0,95400.0,26.6,97.88,0.21,1.9,0.0,0.0,0.0,102.0,1.0,1.0,0.95,0.95
13,2013,Clarence,945.0,6.16,31.58,533.0,44196.0,95400.0,26.6,97.88,0.21,1.9,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0
14,2014,Clarence,945.0,6.16,31.58,533.0,44196.0,95400.0,26.6,97.88,0.21,1.9,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0
15,2015,Clarence,945.0,6.16,31.58,533.0,44196.0,95400.0,26.6,97.88,0.21,1.9,0.0,0.0,0.0,109.0,2.0,1.0,0.88,1.77
16,2016,Clarence,945.0,6.16,31.58,533.0,44196.0,95400.0,26.6,97.88,0.21,1.9,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0
