,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Sheffield,930.0,5.32,14.91,267.0,38594.0,58600.0,19.4,99.03,0.0,0.65,0.0,0.32,0.0,56.0,0.0,0.0,0.0,0.0
1,2001,Sheffield,930.0,5.32,14.91,267.0,38594.0,58600.0,19.4,99.03,0.0,0.65,0.0,0.32,0.0,59.0,0.0,0.0,0.0,0.0
2,2002,Sheffield,930.0,5.32,14.91,267.0,38594.0,58600.0,19.4,99.03,0.0,0.65,0.0,0.32,0.0,62.0,0.0,0.0,0.0,0.0
3,2003,Sheffield,930.0,5.32,14.91,267.0,38594.0,58600.0,19.4,99.03,0.0,0.65,0.0,0.32,0.0,65.0,0.0,0.0,0.0,0.0
4,2004,Sheffield,930.0,5.32,14.91,267.0,38594.0,58600.0,19.4,99.03,0.0,0.65,0.0,0.32,0.0,68.0,0.0,0.0,0.0,0.0
5,2005,Sheffield,1212.0,4.91,17.51,357.0,46806.0,90800.0,14.7,93.4,0.0,4.87,0.0,0.66,0.0,71.0,0.0,0.0,0.0,0.0
6,2006,Sheffield,1212.0,4.91,17.51,357.0,46806.0,90800.0,14.7,93.4,0.0,4.87,0.0,0.66,0.0,73.0,0.0,0.0,0.0,0.0
7,2007,Sheffield,1212.0,4.91,17.51,357.0,46806.0,90800.0,14.7,93.4,0.0,4.87,0.0,0.66,0.0,76.0,0.0,0.0,0.0,0.0
8,2008,Sheffield,1212.0,4.91,17.51,357.0,46806.0,90800.0,14.7,93.4,0.0,4.87,0.0,0.66,0.0,79.0,0.0,0.0,0.0,0.0
9,2009,Sheffield,1212.0,4.91,17.51,357.0,46806.0,90800.0,14.7,93.4,0.0,4.87,0.0,0.66,0.0,81.0,0.0,0.0,0.0,0.0
10,2010,Sheffield,1172.0,10.07,17.71,557.0,48125.0,85300.0,17.9,97.53,0.17,0.94,0.26,0.51,0.09,84.0,0.0,0.0,0.0,0.0
11,2011,Sheffield,1146.0,7.85,14.32,510.0,48036.0,85100.0,31.2,97.91,0.0,0.61,0.0,0.44,0.0,86.0,0.0,0.0,0.0,0.0
12,2012,Sheffield,1146.0,7.85,14.32,510.0,48036.0,85100.0,31.2,97.91,0.0,0.61,0.0,0.44,0.0,87.0,2.0,0.0,0.0,2.22
13,2013,Sheffield,1146.0,7.85,14.32,510.0,48036.0,85100.0,31.2,97.91,0.0,0.61,0.0,0.44,0.0,89.0,0.0,0.0,0.0,0.0
14,2014,Sheffield,1146.0,7.85,14.32,510.0,48036.0,85100.0,31.2,97.91,0.0,0.61,0.0,0.44,0.0,90.0,0.0,0.0,0.0,0.0
15,2015,Sheffield,1146.0,7.85,14.32,510.0,48036.0,85100.0,31.2,97.91,0.0,0.61,0.0,0.44,0.0,92.0,1.0,1.0,1.05,1.05
16,2016,Sheffield,1146.0,7.85,14.32,510.0,48036.0,85100.0,31.2,97.91,0.0,0.61,0.0,0.44,0.0,93.0,0.0,0.0,0.0,0.0
