,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Columbus Junction,1900.0,11.2,35.89,385.0,33167.0,69400.0,20.0,59.89,0.53,39.0,0.05,0.11,0.0,221.0,0.0,0.0,0.0,0.0
1,2001,Columbus Junction,1900.0,11.2,35.89,385.0,33167.0,69400.0,20.0,59.89,0.53,39.0,0.05,0.11,0.0,221.0,1.0,1.0,0.0,0.0
2,2002,Columbus Junction,1900.0,11.2,35.89,385.0,33167.0,69400.0,20.0,59.89,0.53,39.0,0.05,0.11,0.0,221.0,1.0,1.0,0.66,0.66
3,2003,Columbus Junction,1900.0,11.2,35.89,385.0,33167.0,69400.0,20.0,59.89,0.53,39.0,0.05,0.11,0.0,221.0,1.0,1.0,0.33,0.33
4,2004,Columbus Junction,1900.0,11.2,35.89,385.0,33167.0,69400.0,20.0,59.89,0.53,39.0,0.05,0.11,0.0,222.0,1.0,1.0,0.42,0.42
5,2005,Columbus Junction,2136.0,13.93,29.95,550.0,46111.0,81300.0,23.5,43.96,0.0,53.37,0.0,0.98,0.0,223.0,3.0,3.0,1.5,1.5
6,2006,Columbus Junction,2136.0,13.93,29.95,550.0,46111.0,81300.0,23.5,43.96,0.0,53.37,0.0,0.98,0.0,222.0,4.0,4.0,1.7,1.7
7,2007,Columbus Junction,2136.0,13.93,29.95,550.0,46111.0,81300.0,23.5,43.96,0.0,53.37,0.0,0.98,0.0,223.0,1.0,1.0,0.43,0.43
8,2008,Columbus Junction,2136.0,13.93,29.95,550.0,46111.0,81300.0,23.5,43.96,0.0,53.37,0.0,0.98,0.0,223.0,1.0,1.0,0.33,0.33
9,2009,Columbus Junction,2136.0,13.93,29.95,550.0,46111.0,81300.0,23.5,43.96,0.0,53.37,0.0,0.98,0.0,222.0,3.0,2.0,0.75,1.51
10,2010,Columbus Junction,1899.0,12.68,34.35,539.0,45966.0,89300.0,32.0,46.23,1.26,47.97,0.05,3.37,0.0,223.0,1.0,0.0,0.0,0.33
11,2011,Columbus Junction,2120.0,12.52,37.64,575.0,49167.0,95900.0,27.0,38.54,1.6,47.36,0.0,11.89,0.0,225.0,1.0,0.0,0.0,0.33
12,2012,Columbus Junction,2120.0,12.52,37.64,575.0,49167.0,95900.0,27.0,38.54,1.6,47.36,0.0,11.89,0.0,227.0,3.0,2.0,0.74,1.15
13,2013,Columbus Junction,2120.0,12.52,37.64,575.0,49167.0,95900.0,27.0,38.54,1.6,47.36,0.0,11.89,0.0,229.0,0.0,0.0,0.0,0.0
14,2014,Columbus Junction,2120.0,12.52,37.64,575.0,49167.0,95900.0,27.0,38.54,1.6,47.36,0.0,11.89,0.0,230.0,2.0,2.0,0.73,0.73
15,2015,Columbus Junction,2120.0,12.52,37.64,575.0,49167.0,95900.0,27.0,38.54,1.6,47.36,0.0,11.89,0.0,232.0,2.0,1.0,0.0,0.73
16,2016,Columbus Junction,2120.0,12.52,37.64,575.0,49167.0,95900.0,27.0,38.54,1.6,47.36,0.0,11.89,0.0,234.0,4.0,3.0,1.12,1.52
